season,week,season_type,classification,game_id,home_team,away_team,commence_time,bookmaker,market,open_timestamp,close_timestamp,open_point,open_price_home,open_price_away,close_point,close_price_home,close_price_away,open_price_over,open_price_under,close_price_over,close_price_under
2024,7,regular,fbs,401640982,Liberty,Florida International,2024-10-08T23:00:00+00:00,fanduel,spread,2024-10-08T20:00:38+00:00,2024-10-08T23:25:38+00:00,-16.5,-105.0,-115.0,-10.5,-128.0,-102.0,,,,
2024,7,regular,fbs,401640982,Liberty,Florida International,2024-10-08T23:00:00+00:00,fanduel,total,2024-10-08T20:00:38+00:00,2024-10-08T23:25:38+00:00,55.5,,,54.5,,,-110.0,-110.0,104.0,-135.0
2024,7,regular,fbs,401641002,Jacksonville State,New Mexico State,2024-10-09T23:30:00+00:00,fanduel,spread,2024-10-09T20:30:38+00:00,2024-10-09T23:55:38+00:00,-21.5,-106.0,-114.0,-14.5,-120.0,-106.0,,,,
2024,7,regular,fbs,401641002,Jacksonville State,New Mexico State,2024-10-09T23:30:00+00:00,fanduel,total,2024-10-09T20:30:38+00:00,2024-10-09T23:55:38+00:00,58.5,,,54.5,,,-112.0,-108.0,-104.0,-125.0
2024,7,regular,fbs,401643803,James Madison,Coastal Carolina,2024-10-10T23:30:00+00:00,fanduel,spread,2024-10-10T20:30:38+00:00,2024-10-10T23:55:38+00:00,-7.5,-114.0,-106.0,-10.5,-114.0,-114.0,,,,
2024,7,regular,fbs,401643803,James Madison,Coastal Carolina,2024-10-10T23:30:00+00:00,fanduel,total,2024-10-10T20:30:38+00:00,2024-10-10T23:55:38+00:00,60.5,,,56.5,,,-105.0,-115.0,-132.0,102.0
2024,7,regular,fbs,401641030,Western Kentucky,UTEP,2024-10-11T00:00:00+00:00,fanduel,spread,2024-10-10T21:00:38+00:00,2024-10-11T00:25:38+00:00,-19.5,-110.0,-110.0,-17.5,-115.0,-113.0,,,,
2024,7,regular,fbs,401641030,Western Kentucky,UTEP,2024-10-11T00:00:00+00:00,fanduel,total,2024-10-10T21:00:38+00:00,2024-10-11T00:25:38+00:00,56.5,,,61.5,,,-105.0,-115.0,-125.0,-104.0
2024,7,regular,fbs,401641009,Louisiana Tech,Middle Tennessee,2024-10-11T00:00:00+00:00,fanduel,spread,2024-10-10T21:00:38+00:00,2024-10-11T00:25:38+00:00,-4.5,-108.0,-112.0,-2.5,-122.0,-106.0,,,,
2024,7,regular,fbs,401641009,Louisiana Tech,Middle Tennessee,2024-10-11T00:00:00+00:00,fanduel,total,2024-10-10T21:00:38+00:00,2024-10-11T00:25:38+00:00,48.5,,,58.5,,,-106.0,-114.0,-118.0,-110.0
2024,7,regular,fbs,401628513,Maryland,Northwestern,2024-10-12T00:00:00+00:00,fanduel,spread,2024-10-11T21:00:38+00:00,2024-10-12T00:25:39+00:00,-10.5,-108.0,-112.0,-3.5,-118.0,-110.0,,,,
2024,7,regular,fbs,401628513,Maryland,Northwestern,2024-10-12T00:00:00+00:00,fanduel,total,2024-10-11T21:00:38+00:00,2024-10-12T00:25:39+00:00,45.5,,,48.5,,,-110.0,-110.0,-106.0,-122.0
2024,7,regular,fbs,401643733,Utah State,UNLV,2024-10-12T01:00:00+00:00,fanduel,spread,2024-10-11T22:00:38+00:00,2024-10-12T01:25:38+00:00,18.5,-105.0,-115.0,27.5,-120.0,-108.0,,,,
2024,7,regular,fbs,401643733,Utah State,UNLV,2024-10-12T01:00:00+00:00,fanduel,total,2024-10-11T22:00:38+00:00,2024-10-12T01:25:38+00:00,66.5,,,68.5,,,-115.0,-105.0,-118.0,-110.0
2024,7,regular,fbs,401636892,Arizona State,Utah,2024-10-12T02:30:00+00:00,fanduel,spread,2024-10-11T23:30:38+00:00,2024-10-12T02:55:38+00:00,6.5,-115.0,-105.0,9.5,-110.0,-118.0,,,,
2024,7,regular,fbs,401636892,Arizona State,Utah,2024-10-12T02:30:00+00:00,fanduel,total,2024-10-11T23:30:38+00:00,2024-10-12T02:55:38+00:00,46.5,,,45.5,,,-115.0,-105.0,-128.0,-102.0
2024,7,regular,fbs,401644743,Kent State,Ball State,2024-10-12T16:00:00+00:00,fanduel,spread,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,4.5,-114.0,-106.0,15.5,-122.0,-106.0,,,,
2024,7,regular,fbs,401644743,Kent State,Ball State,2024-10-12T16:00:00+00:00,fanduel,total,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,59.5,,,63.5,,,-105.0,-115.0,102.0,-132.0
2024,7,regular,fbs,401628517,Rutgers,Wisconsin,2024-10-12T16:00:00+00:00,fanduel,spread,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,-1.5,-114.0,-106.0,4.5,-113.0,-115.0,,,,
2024,7,regular,fbs,401628517,Rutgers,Wisconsin,2024-10-12T16:00:00+00:00,fanduel,total,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,43.5,,,47.5,,,-115.0,-105.0,-104.0,-125.0
2024,7,regular,fbs,401628512,Iowa,Washington,2024-10-12T16:00:00+00:00,fanduel,spread,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,-2.5,-120.0,-102.0,2.5,-104.0,-125.0,,,,
2024,7,regular,fbs,401628512,Iowa,Washington,2024-10-12T16:00:00+00:00,fanduel,total,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,41.5,,,37.5,,,-110.0,-110.0,-106.0,-122.0
2024,7,regular,fbs,401628385,Alabama,South Carolina,2024-10-12T16:00:00+00:00,fanduel,spread,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,-21.5,-108.0,-112.0,-27.5,104.0,-135.0,,,,
2024,7,regular,fbs,401628385,Alabama,South Carolina,2024-10-12T16:00:00+00:00,fanduel,total,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,50.5,,,51.5,,,-112.0,-108.0,-102.0,-128.0
2024,7,regular,fbs,401645342,Army,UAB,2024-10-12T16:00:00+00:00,fanduel,spread,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,-27.5,-110.0,-110.0,-29.5,-114.0,-114.0,,,,
2024,7,regular,fbs,401645342,Army,UAB,2024-10-12T16:00:00+00:00,fanduel,total,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,55.5,,,62.5,,,-115.0,-105.0,-102.0,-128.0
2024,7,regular,fbs,401644745,Buffalo,Toledo,2024-10-12T16:00:00+00:00,fanduel,spread,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,10.5,-108.0,-112.0,7.5,-125.0,-104.0,,,,
2024,7,regular,fbs,401644745,Buffalo,Toledo,2024-10-12T16:00:00+00:00,fanduel,total,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,44.5,,,40.5,,,-110.0,-110.0,-114.0,-114.0
2024,7,regular,fbs,401635576,Wake Forest,Clemson,2024-10-12T16:00:00+00:00,fanduel,spread,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,20.5,-108.0,-112.0,20.5,-110.0,-118.0,,,,
2024,7,regular,fbs,401635576,Wake Forest,Clemson,2024-10-12T16:00:00+00:00,fanduel,total,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,62.5,,,59.5,,,-105.0,-115.0,100.0,-130.0
2024,7,regular,fbs,401635577,North Carolina,Georgia Tech,2024-10-12T16:00:00+00:00,fanduel,spread,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,3.5,-110.0,-110.0,2.5,-120.0,-108.0,,,,
2024,7,regular,fbs,401635577,North Carolina,Georgia Tech,2024-10-12T16:00:00+00:00,fanduel,total,2024-10-12T13:00:38+00:00,2024-10-12T16:25:38+00:00,59.5,,,55.5,,,-115.0,-105.0,102.0,-132.0
2024,7,regular,fbs,401644685,Eastern Michigan,Miami (OH),2024-10-12T18:00:00+00:00,fanduel,spread,2024-10-12T15:00:38+00:00,2024-10-12T18:25:38+00:00,2.5,-106.0,-114.0,2.5,-102.0,-128.0,,,,
2024,7,regular,fbs,401644685,Eastern Michigan,Miami (OH),2024-10-12T18:00:00+00:00,fanduel,total,2024-10-12T15:00:38+00:00,2024-10-12T18:25:38+00:00,46.5,,,54.5,,,-105.0,-115.0,-110.0,-118.0
2024,7,regular,fbs,401636895,UCF,Cincinnati,2024-10-12T19:30:00+00:00,fanduel,spread,2024-10-12T16:30:38+00:00,2024-10-12T19:55:38+00:00,-2.5,-120.0,-102.0,3.5,-114.0,-114.0,,,,
2024,7,regular,fbs,401636895,UCF,Cincinnati,2024-10-12T19:30:00+00:00,fanduel,total,2024-10-12T16:30:38+00:00,2024-10-12T19:55:38+00:00,58.5,,,56.5,,,-112.0,-108.0,-114.0,-114.0
2024,7,regular,fbs,401628390,Oklahoma,Texas,2024-10-12T19:30:00+00:00,fanduel,spread,2024-10-12T16:30:38+00:00,2024-10-12T19:55:38+00:00,16.5,-102.0,-120.0,16.5,-114.0,-114.0,,,,
2024,7,regular,fbs,401628390,Oklahoma,Texas,2024-10-12T19:30:00+00:00,fanduel,total,2024-10-12T16:30:38+00:00,2024-10-12T19:55:38+00:00,48.5,,,46.5,,,-112.0,-108.0,-114.0,-114.0
2024,7,regular,fbs,401628516,USC,Penn State,2024-10-12T19:30:00+00:00,fanduel,spread,2024-10-12T16:30:38+00:00,2024-10-12T19:55:38+00:00,3.5,-108.0,-112.0,7.5,-120.0,-106.0,,,,
2024,7,regular,fbs,401628516,USC,Penn State,2024-10-12T19:30:00+00:00,fanduel,total,2024-10-12T16:30:38+00:00,2024-10-12T19:55:38+00:00,50.5,,,50.5,,,-115.0,-105.0,100.0,-130.0
2024,7,regular,fbs,401628981,Notre Dame,Stanford,2024-10-12T19:30:00+00:00,fanduel,spread,2024-10-12T16:30:38+00:00,2024-10-12T19:55:38+00:00,-22.5,-110.0,-110.0,-11.5,-114.0,-114.0,,,,
2024,7,regular,fbs,401628981,Notre Dame,Stanford,2024-10-12T19:30:00+00:00,fanduel,total,2024-10-12T16:30:38+00:00,2024-10-12T19:55:38+00:00,45.5,,,45.5,,,-110.0,-110.0,-108.0,-120.0
