season,week,season_type,classification,game_id,home_team,away_team,commence_time,bookmaker,market,open_timestamp,close_timestamp,open_point,open_price_home,open_price_away,close_point,close_price_home,close_price_away,open_price_over,open_price_under,close_price_over,close_price_under,open_price_draw,close_price_draw
2025,5,regular,fbs,401762471,East Carolina,Army,2025-09-25T23:30:00+00:00,fanduel,spread,2025-09-25T11:30:40+00:00,2025-09-26T01:25:40+00:00,-4.5,-110.0,-110.0,-21.5,102.0,-136.0,,,,,,
2025,5,regular,fbs,401762471,East Carolina,Army,2025-09-25T23:30:00+00:00,fanduel,total,2025-09-25T11:30:40+00:00,2025-09-26T01:25:40+00:00,52.5,,,44.5,,,-114.0,-106.0,-128.0,-104.0,,
2025,5,regular,fbs,401762471,East Carolina,Army,2025-09-25T23:30:00+00:00,fanduel,moneyline,2025-09-25T11:30:40+00:00,2025-09-26T01:25:40+00:00,,-184.0,152.0,,-7000.0,1500.0,,,,,,
2025,5,regular,fbs,401754543,Virginia,Florida State,2025-09-26T23:00:00+00:00,fanduel,spread,2025-09-26T11:00:40+00:00,2025-09-27T00:55:40+00:00,6.5,102.0,-124.0,6.5,106.0,-140.0,,,,,,
2025,5,regular,fbs,401754543,Virginia,Florida State,2025-09-26T23:00:00+00:00,fanduel,total,2025-09-26T11:00:40+00:00,2025-09-27T00:55:40+00:00,59.5,,,72.5,,,-115.0,-105.0,-120.0,-110.0,,
2025,5,regular,fbs,401754543,Virginia,Florida State,2025-09-26T23:00:00+00:00,fanduel,moneyline,2025-09-26T11:00:40+00:00,2025-09-27T00:55:40+00:00,,215.0,-265.0,,265.0,-370.0,,,,,,
2025,5,regular,fbs,401756902,Arizona State,TCU,2025-09-27T01:00:00+00:00,fanduel,spread,2025-09-26T13:00:40+00:00,2025-09-27T02:55:39+00:00,-2.5,-124.0,102.0,2.5,-132.0,100.0,,,,,,
2025,5,regular,fbs,401756902,Arizona State,TCU,2025-09-27T01:00:00+00:00,fanduel,total,2025-09-26T13:00:40+00:00,2025-09-27T02:55:39+00:00,54.5,,,57.5,,,-115.0,-105.0,-125.0,-106.0,,
2025,5,regular,fbs,401756902,Arizona State,TCU,2025-09-27T01:00:00+00:00,fanduel,moneyline,2025-09-26T13:00:40+00:00,2025-09-27T02:55:39+00:00,,-152.0,126.0,,-108.0,-118.0,,,,,,
2025,5,regular,fbs,401752939,Oregon State,Houston,2025-09-27T02:30:00+00:00,fanduel,spread,2025-09-26T14:30:40+00:00,2025-09-27T04:25:40+00:00,13.5,-110.0,-110.0,3.5,-114.0,-114.0,,,,,,
2025,5,regular,fbs,401752939,Oregon State,Houston,2025-09-27T02:30:00+00:00,fanduel,total,2025-09-26T14:30:40+00:00,2025-09-27T04:25:40+00:00,47.5,,,45.5,,,-106.0,-114.0,-136.0,102.0,,
2025,5,regular,fbs,401752939,Oregon State,Houston,2025-09-27T02:30:00+00:00,fanduel,moneyline,2025-09-26T14:30:40+00:00,2025-09-27T04:25:40+00:00,,420.0,-550.0,,186.0,-245.0,,,,,,
2025,5,regular,fbs,401752850,Illinois,USC,2025-09-27T16:00:00+00:00,fanduel,spread,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,6.5,-105.0,-115.0,6.5,-105.0,-115.0,,,,,,
2025,5,regular,fbs,401752850,Illinois,USC,2025-09-27T16:00:00+00:00,fanduel,total,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,60.5,,,60.5,,,-115.0,-105.0,-115.0,-105.0,,
2025,5,regular,fbs,401752850,Illinois,USC,2025-09-27T16:00:00+00:00,fanduel,moneyline,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,,198.0,-245.0,,198.0,-245.0,,,,,,
2025,5,regular,fbs,401754546,Wake Forest,Georgia Tech,2025-09-27T16:00:00+00:00,fanduel,spread,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,13.5,-102.0,-120.0,13.5,-102.0,-120.0,,,,,,
2025,5,regular,fbs,401754546,Wake Forest,Georgia Tech,2025-09-27T16:00:00+00:00,fanduel,total,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,51.5,,,51.5,,,-115.0,-105.0,-115.0,-105.0,,
2025,5,regular,fbs,401754546,Wake Forest,Georgia Tech,2025-09-27T16:00:00+00:00,fanduel,moneyline,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,,440.0,-610.0,,440.0,-610.0,,,,,,
2025,5,regular,fbs,401754547,Pittsburgh,Louisville,2025-09-27T16:00:00+00:00,fanduel,spread,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,3.5,-105.0,-115.0,3.5,-105.0,-115.0,,,,,,
2025,5,regular,fbs,401754547,Pittsburgh,Louisville,2025-09-27T16:00:00+00:00,fanduel,total,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,56.5,,,55.5,,,-106.0,-114.0,-110.0,-110.0,,
2025,5,regular,fbs,401754547,Pittsburgh,Louisville,2025-09-27T16:00:00+00:00,fanduel,moneyline,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,,142.0,-172.0,,146.0,-176.0,,,,,,
2025,5,regular,fbs,401752717,Arkansas,Notre Dame,2025-09-27T16:00:00+00:00,fanduel,spread,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,4.5,-118.0,-104.0,4.5,-114.0,-106.0,,,,,,
2025,5,regular,fbs,401752717,Arkansas,Notre Dame,2025-09-27T16:00:00+00:00,fanduel,total,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,63.5,,,63.5,,,-110.0,-110.0,-110.0,-110.0,,
2025,5,regular,fbs,401752717,Arkansas,Notre Dame,2025-09-27T16:00:00+00:00,fanduel,moneyline,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,,146.0,-176.0,,152.0,-184.0,,,,,,
2025,5,regular,fbs,401761617,North Texas,South Alabama,2025-09-27T16:00:00+00:00,fanduel,spread,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,-12.5,-110.0,-110.0,-12.5,-110.0,-110.0,,,,,,
2025,5,regular,fbs,401761617,North Texas,South Alabama,2025-09-27T16:00:00+00:00,fanduel,total,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,63.5,,,63.5,,,-106.0,-114.0,-106.0,-114.0,,
2025,5,regular,fbs,401761617,North Texas,South Alabama,2025-09-27T16:00:00+00:00,fanduel,moneyline,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,,-450.0,340.0,,-480.0,360.0,,,,,,
2025,5,regular,fbs,401756905,Kansas,Cincinnati,2025-09-27T16:00:00+00:00,fanduel,spread,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,-4.5,-115.0,-105.0,-4.5,-115.0,-105.0,,,,,,
2025,5,regular,fbs,401756905,Kansas,Cincinnati,2025-09-27T16:00:00+00:00,fanduel,total,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,57.5,,,57.5,,,100.0,-122.0,100.0,-122.0,,
2025,5,regular,fbs,401756905,Kansas,Cincinnati,2025-09-27T16:00:00+00:00,fanduel,moneyline,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,,-205.0,168.0,,-205.0,168.0,,,,,,
2025,5,regular,fbs,401756906,Kansas State,UCF,2025-09-27T16:00:00+00:00,fanduel,spread,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,-5.5,-105.0,-115.0,-5.5,-105.0,-115.0,,,,,,
2025,5,regular,fbs,401756906,Kansas State,UCF,2025-09-27T16:00:00+00:00,fanduel,total,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,49.5,,,49.5,,,-106.0,-114.0,-106.0,-114.0,,
2025,5,regular,fbs,401756906,Kansas State,UCF,2025-09-27T16:00:00+00:00,fanduel,moneyline,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,,-194.0,160.0,,-194.0,160.0,,,,,,
2025,5,regular,fbs,401762825,Ohio,Bowling Green,2025-09-27T16:00:00+00:00,fanduel,spread,2025-09-27T04:00:39+00:00,2025-09-27T12:50:39+00:00,-7.5,-105.0,-115.0,-7.5,-105.0,-115.0,,,,,,
