season,week,season_type,classification,game_id,home_team,away_team,commence_time,bookmaker,market,open_timestamp,close_timestamp,open_point,open_price_home,open_price_away,close_point,close_price_home,close_price_away,open_price_over,open_price_under,close_price_over,close_price_under,open_price_draw,close_price_draw
2025,7,regular,fbs,401757278,Middle Tennessee,Missouri State,2025-10-08T23:30:00+00:00,fanduel,spread,2025-10-08T11:30:38+00:00,2025-10-09T01:25:39+00:00,2.5,-110.0,-110.0,3.5,-114.0,-114.0,,,,,,
2025,7,regular,fbs,401757278,Middle Tennessee,Missouri State,2025-10-08T23:30:00+00:00,fanduel,total,2025-10-08T11:30:38+00:00,2025-10-09T01:25:39+00:00,49.5,,,53.5,,,-115.0,-105.0,-110.0,-120.0,,
2025,7,regular,fbs,401757278,Middle Tennessee,Missouri State,2025-10-08T23:30:00+00:00,fanduel,moneyline,2025-10-08T11:30:38+00:00,2025-10-09T01:25:39+00:00,,112.0,-132.0,,164.0,-215.0,,,,,,
2025,7,regular,fbs,401757277,UTEP,Liberty,2025-10-09T00:00:00+00:00,fanduel,spread,2025-10-08T12:00:39+00:00,2025-10-09T01:55:39+00:00,1.5,-112.0,-108.0,15.5,102.0,-136.0,,,,,,
2025,7,regular,fbs,401757277,UTEP,Liberty,2025-10-09T00:00:00+00:00,fanduel,total,2025-10-08T12:00:39+00:00,2025-10-09T01:55:39+00:00,47.5,,,34.5,,,-105.0,-115.0,-112.0,-118.0,,
2025,7,regular,fbs,401757277,UTEP,Liberty,2025-10-09T00:00:00+00:00,fanduel,moneyline,2025-10-08T12:00:39+00:00,2025-10-09T01:55:39+00:00,,-102.0,-116.0,,1060.0,-3500.0,,,,,,
2025,7,regular,fbs,401757280,Kennesaw State,Louisiana Tech,2025-10-09T23:00:00+00:00,fanduel,spread,2025-10-09T11:00:39+00:00,2025-10-09T11:50:39+00:00,5.5,-105.0,-115.0,5.5,-105.0,-115.0,,,,,,
2025,7,regular,fbs,401757280,Kennesaw State,Louisiana Tech,2025-10-09T23:00:00+00:00,fanduel,total,2025-10-09T11:00:39+00:00,2025-10-09T11:50:39+00:00,46.5,,,46.5,,,-105.0,-115.0,-105.0,-115.0,,
2025,7,regular,fbs,401757280,Kennesaw State,Louisiana Tech,2025-10-09T23:00:00+00:00,fanduel,moneyline,2025-10-09T11:00:39+00:00,2025-10-09T11:50:39+00:00,,184.0,-220.0,,184.0,-220.0,,,,,,
2025,7,regular,fbs,401762480,Tulane,East Carolina,2025-10-09T23:30:00+00:00,fanduel,spread,2025-10-09T11:30:39+00:00,2025-10-09T11:50:39+00:00,-6.5,-115.0,-105.0,-6.5,-115.0,-105.0,,,,,,
2025,7,regular,fbs,401762480,Tulane,East Carolina,2025-10-09T23:30:00+00:00,fanduel,total,2025-10-09T11:30:39+00:00,2025-10-09T11:50:39+00:00,53.5,,,53.5,,,-110.0,-110.0,-110.0,-110.0,,
2025,7,regular,fbs,401762480,Tulane,East Carolina,2025-10-09T23:30:00+00:00,fanduel,moneyline,2025-10-09T11:30:39+00:00,2025-10-09T11:50:39+00:00,,-225.0,188.0,,-225.0,188.0,,,,,,
2025,7,regular,fbs,401757279,Sam Houston,Jacksonville State,2025-10-10T00:00:00+00:00,fanduel,spread,2025-10-09T12:00:39+00:00,2025-10-10T01:55:39+00:00,7.5,-118.0,-104.0,7.5,-125.0,-106.0,,,,,,
2025,7,regular,fbs,401757279,Sam Houston,Jacksonville State,2025-10-10T00:00:00+00:00,fanduel,total,2025-10-09T12:00:39+00:00,2025-10-10T01:55:39+00:00,54.5,,,55.5,,,-105.0,-115.0,-102.0,-130.0,,
2025,7,regular,fbs,401757279,Sam Houston,Jacksonville State,2025-10-10T00:00:00+00:00,fanduel,moneyline,2025-10-09T12:00:39+00:00,2025-10-10T01:55:39+00:00,,220.0,-270.0,,330.0,-480.0,,,,,,
2025,7,regular,fbs,401761622,Georgia Southern,Southern Miss,2025-10-10T00:00:00+00:00,fanduel,spread,2025-10-09T12:00:39+00:00,2025-10-10T01:55:39+00:00,3.5,-122.0,100.0,23.5,-128.0,-104.0,,,,,,
2025,7,regular,fbs,401761622,Georgia Southern,Southern Miss,2025-10-10T00:00:00+00:00,fanduel,total,2025-10-09T12:00:39+00:00,2025-10-10T01:55:39+00:00,59.5,,,62.5,,,-110.0,-110.0,-102.0,-130.0,,
2025,7,regular,fbs,401761622,Georgia Southern,Southern Miss,2025-10-10T00:00:00+00:00,fanduel,moneyline,2025-10-09T12:00:39+00:00,2025-10-10T01:55:39+00:00,,132.0,-156.0,,2000.0,-20000.0,,,,,,
2025,7,regular,fbs,401762481,North Texas,South Florida,2025-10-10T23:30:00+00:00,fanduel,spread,2025-10-10T11:30:39+00:00,2025-10-10T11:50:38+00:00,-1.5,-106.0,-114.0,-1.5,-106.0,-114.0,,,,,,
2025,7,regular,fbs,401762481,North Texas,South Florida,2025-10-10T23:30:00+00:00,fanduel,total,2025-10-10T11:30:39+00:00,2025-10-10T11:50:38+00:00,66.5,,,66.5,,,-110.0,-110.0,-110.0,-110.0,,
