player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Antwan Peek Jr.,164150,S,CINCINNATI,9,8,0,66.7,0,2,138,1,0,70.5,84.4,82.1,81.4,92.6,78.9,1,0,0,0,8,12.1,4,1,1,74.3,4,1,0,126,0,121,245,0,0,0,0,0,109,245,0,124,10,9,21,0,6,2,0,24,8,6.0
Derrick Shepard Jr.,164154,DI,TULANE,8,2,1,,0,0,319,0,0,,60.1,82.7,63.9,56.2,75.3,1,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,174,174,113,57,0,4,0,0,84,90,0,3,3,1,0,4,0,0,0,
Jonathan Thompson,164156,LB,CINCINNATI,9,10,0,90.0,0,1,138,1,0,67.9,73.0,86.9,72.1,75.1,64.5,1,6,0,0,25,14.0,8,0,0,96.3,18,1,0,213,3,193,397,64,0,0,64,0,4,333,36,168,113,23,39,6,20,8,0,142,125,7.9
Dani Dennis-Sutton,164163,ED,PENN STATE,8,10,0,100.0,0,2,266,0,0,81.8,83.0,12.9,73.3,85.8,62.5,8,14,0,0,3,13.3,4,0,4,79.2,1,1,0,5,0,12,388,382,0,1,363,18,0,6,172,204,0,14,16,3,1,23,0,3,6,3.0
Zane Durant,164166,DI,PENN STATE,8,5,2,,0,0,266,0,0,77.0,64.2,33.7,64.8,61.1,74.0,0,8,0,1,,5.0,1,0,2,0.0,0,2,0,1,0,0,334,333,29,288,11,5,0,1,156,178,0,11,14,1,0,10,0,0,0,
Mehki Flowers,164170,S,AKRON,8,8,0,100.0,0,1,102,0,0,61.6,66.2,83.4,67.5,70.6,79.3,0,0,0,0,60,8.3,3,0,0,155.8,9,0,0,124,0,110,216,8,0,0,8,0,56,208,6,100,26,13,25,0,9,0,1,201,80,22.3
Tyler Holzworth,164173,HB,PENN STATE,1,0,0,,0,0,266,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Cam Miller,164178,CB,RUTGERS,9,6,0,75.6,1,0,278,0,0,57.4,50.5,48.0,57.6,29.8,66.2,0,1,0,1,30,13.5,5,2,3,113.8,34,1,0,17,14,262,484,65,0,0,64,1,1,419,11,211,387,8,26,1,45,2,3,387,149,11.4
Tyrece Mills,164179,S,UCONN,7,4,1,42.9,0,1,146,0,0,78.9,79.1,0.0,91.2,69.2,52.1,0,1,0,0,27,23.8,5,3,1,59.2,3,1,0,52,0,120,214,8,0,0,8,0,126,206,4,90,28,5,12,1,7,2,0,36,11,12.0
Sam Siafa,164187,DI,PENN STATE,1,0,0,,0,0,266,0,0,,60.0,70.2,58.5,60.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,
Keon Wylie,164193,LB,PENN STATE,7,4,0,50.0,0,0,266,0,0,54.9,58.6,82.1,48.0,64.9,61.0,0,1,0,0,14,14.3,3,1,0,72.9,1,0,0,49,1,35,125,56,0,0,56,0,0,69,15,75,18,9,14,1,2,1,0,14,12,14.0
Corey Clark,164276,DI,MISS STATE,3,3,0,,0,0,227,0,0,60.0,45.7,0.0,55.1,65.4,73.7,0,0,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,0,25,25,17,5,0,3,0,0,18,7,0,0,0,0,0,0,0,0,0,
Demarcus Lacey,164301,WR,MARSHALL,1,0,0,,0,0,214,0,0,,60.1,60.0,,60.0,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Garrick Ponder,164307,ED,SO MISS,8,6,0,66.7,0,0,296,0,0,50.3,71.9,86.5,75.2,71.2,67.8,3,9,0,0,26,12.5,3,0,0,149.3,2,2,0,6,0,22,193,185,0,0,185,0,0,8,85,86,2,14,15,5,3,14,1,40,21,20.0
Ashaad Williams,164318,CB,WAKE,3,1,0,40.0,0,0,339,0,0,59.5,62.4,77.7,,72.2,81.1,0,0,0,0,11,0.0,0,1,0,47.9,4,0,0,5,71,45,77,1,0,0,1,0,0,76,0,32,0,2,5,0,10,0,0,27,0,6.8
Aamarii Notice,164336,DI,COAST CAR,8,4,0,100.0,0,0,141,0,0,67.4,57.2,0.0,59.1,60.2,62.3,0,4,0,0,3,6.7,1,0,3,79.2,1,0,0,0,0,0,191,191,160,24,0,7,0,0,102,89,0,8,10,0,1,4,0,3,0,3.0
Murvin Kenion III,164351,S,NEVADA,8,13,0,75.0,1,0,239,0,0,55.2,57.9,39.6,66.1,62.1,52.3,0,1,0,1,30,17.9,10,1,3,116.4,12,1,0,182,8,251,494,5,0,0,5,0,224,489,9,234,75,12,33,3,16,2,2,147,44,12.3
Dwayne McDougle,164427,S,S DIEGO ST,8,2,0,57.1,1,1,284,1,1,78.1,79.8,22.7,60.0,84.7,56.6,0,0,0,2,34,22.2,6,3,2,33.9,8,0,0,156,1,218,380,2,0,0,2,0,186,378,1,161,34,6,19,0,14,0,0,80,35,10.0
Edward Rhambo,164432,CB,NEVADA,8,4,0,51.5,0,0,239,0,0,68.7,70.1,84.3,,71.3,58.5,0,0,0,0,37,17.1,7,2,2,71.1,17,0,0,41,454,271,513,0,0,0,0,0,12,513,0,242,6,8,30,0,33,0,0,207,60,12.2
Melkart Abou-Jaoude,164530,ED,N CAROLINA,8,6,0,50.0,0,2,245,1,0,69.7,78.4,25.0,81.0,72.2,66.0,4,14,0,0,4,14.3,3,0,3,56.3,1,7,0,5,0,22,402,389,0,4,380,5,0,13,219,161,8,16,12,0,2,25,0,4,6,4.0
Dominick Brogna,164532,DI,DELAWARE,8,9,0,,0,0,151,0,0,63.8,68.2,17.0,65.0,71.3,81.2,0,6,0,0,,4.5,1,0,2,0.0,0,0,0,1,0,0,198,197,163,29,0,5,0,1,104,94,0,8,12,3,0,6,0,0,0,
Jayden Flaker,164760,LB,MEMPHIS,5,2,0,100.0,0,0,218,0,0,60.1,62.6,80.2,67.1,60.9,50.2,1,3,0,0,20,18.2,2,0,0,101.7,5,0,0,44,0,37,93,31,0,0,31,0,0,62,15,41,17,5,7,1,5,4,0,42,12,8.4
Connor Lair,164803,FB,MO STATE,1,0,0,,0,0,230,0,0,60.0,62.4,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Jared Lloyd,164804,LB,MO STATE,8,19,1,91.7,0,0,230,0,0,54.5,62.3,18.1,73.2,69.8,65.8,1,2,0,0,26,12.7,7,0,1,108.0,11,1,0,227,0,144,269,0,0,0,0,0,0,269,9,116,41,16,29,1,12,4,0,119,67,10.8
J.J. O'Neal,164807,S,MO STATE,4,0,0,83.3,0,0,230,0,0,62.4,63.5,78.4,,65.1,53.4,0,0,0,1,18,23.1,3,0,0,70.8,5,0,0,28,1,59,86,0,0,0,0,0,42,86,0,27,15,1,10,0,6,0,0,63,54,12.6
Liam O'Reilly,164808,WR,MO STATE,1,0,0,,0,0,230,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Gilles Tchio,164814,DI,MO STATE,1,0,0,,0,0,230,0,0,,60.0,64.4,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Gary Bryant III,164824,LB,SYRACUSE,9,9,0,76.5,0,0,304,0,0,49.5,56.5,85.6,55.5,63.8,69.3,0,7,0,0,29,10.9,6,1,1,141.9,13,0,0,301,2,160,358,27,0,0,27,0,1,331,39,159,26,22,40,5,17,7,4,149,65,11.5
Mi'Quise Humphrey-Grace,164831,ED,KENTUCKY,8,8,2,,0,0,202,0,0,62.4,73.6,57.7,64.3,76.9,78.3,2,12,0,0,,4.5,1,0,1,0.0,0,2,0,1,0,0,333,332,0,63,143,126,0,1,159,174,0,14,13,1,0,16,0,0,0,
Nehemiah Dukes,164901,DI,OHIO,9,3,2,,0,0,259,0,0,55.7,60.1,83.8,59.1,63.5,26.4,0,9,0,0,,33.3,7,0,0,0.0,0,3,0,0,0,12,388,388,26,338,7,17,0,0,215,161,0,10,11,1,0,12,0,0,0,
Tahjae Mullix,164950,DI,OREGON ST,5,1,0,,0,0,265,0,0,60.0,69.7,78.5,58.9,75.9,76.3,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,1,88,87,6,81,0,0,0,1,53,34,0,4,5,2,0,3,0,0,0,
Chris Domercant,165058,WR,UCF,1,0,0,,1,0,323,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Marje Mulumba,165095,LB,DELAWARE,7,8,0,100.0,0,1,151,0,0,74.1,70.7,84.6,56.2,66.3,51.2,0,1,0,0,8,15.4,4,0,0,87.5,2,1,0,184,0,82,224,35,0,3,32,0,0,189,26,116,5,10,14,2,2,2,0,10,2,5.0
Octavius Henderson,165144,CB,SM HOUSTON,6,1,0,66.7,0,0,281,0,0,64.3,57.0,79.1,,35.4,25.6,0,0,0,0,8,45.5,5,0,0,73.6,4,0,0,14,113,53,130,2,0,0,2,0,0,128,0,77,1,2,5,1,6,0,0,23,5,5.8
Boogie Trotter,165156,CB,MARSHALL,8,5,0,64.5,0,1,214,1,0,83.3,83.9,34.6,63.1,90.3,64.5,1,0,2,5,66,14.6,7,1,1,67.9,20,0,0,113,199,240,440,10,0,0,10,0,14,430,4,196,104,12,36,1,31,1,1,304,232,15.2
Caldra Williford,165205,CB,BAYLOR,8,2,0,69.6,1,0,118,0,0,72.2,67.9,0.0,53.5,59.2,70.5,0,0,0,0,48,12.5,3,3,4,96.6,16,0,0,7,269,148,281,0,0,0,0,0,0,281,2,131,5,6,19,1,23,0,0,202,81,12.6
TJ Magee,165223,CB,UMASS,3,1,0,60.0,0,0,216,0,0,65.7,67.7,80.9,56.5,75.4,84.0,0,0,0,0,45,0.0,0,2,0,123.8,6,0,0,12,116,96,158,1,0,0,1,0,1,157,3,59,28,2,8,0,10,0,1,92,28,15.3
Chase Brown,165238,ED,AKRON,1,0,0,,0,0,102,0,0,60.0,61.4,74.2,57.3,62.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,15,15,0,2,10,3,0,0,4,10,0,0,0,0,0,0,0,0,0,
Gideon Lampron,165250,LB,BOWL GREEN,9,18,0,92.3,0,0,122,0,0,74.5,84.3,85.0,74.9,80.8,80.8,5,6,0,0,18,8.6,8,0,0,103.2,12,2,0,504,2,213,540,16,0,0,16,0,0,524,54,273,18,50,67,11,13,13,0,114,89,9.5
Colin Chase,165302,WR,TEMPLE,1,0,0,,0,0,306,0,0,,60.0,60.0,,60.0,73.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
Ashaad Hall,165457,ED,UTEP,7,5,0,,0,0,330,0,0,63.1,65.1,83.1,59.9,65.9,54.6,2,15,0,0,,17.6,3,0,1,0.0,0,3,0,1,0,2,294,293,0,49,118,126,0,1,144,148,0,11,9,1,0,20,0,0,0,
David Oke,165696,DI,ARKANSAS,3,2,0,,0,0,111,0,0,62.7,71.6,0.0,53.7,79.5,74.6,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,62,62,17,32,0,13,0,0,30,32,0,2,2,0,0,0,0,0,0,
Mackavelli Malotumau,165722,DI,W KENTUCKY,9,8,0,100.0,0,0,346,0,0,59.4,65.8,39.6,62.9,69.5,73.1,3,18,0,0,4,5.0,1,0,2,83.3,1,1,0,1,0,4,397,395,35,312,6,42,0,2,243,150,0,12,11,3,1,22,0,4,5,4.0
Jayden Madkins,165766,ED,LA TECH,8,5,0,,0,0,208,0,0,64.1,60.7,83.0,50.9,67.2,72.1,1,3,0,0,,6.7,1,0,0,0.0,0,0,0,2,0,0,281,279,6,53,137,83,0,2,176,105,0,7,9,1,0,4,0,0,0,
Blaise Tita,165778,LB,RICE,6,2,0,66.7,0,0,275,0,0,58.9,55.3,79.5,48.4,54.3,82.1,0,2,0,0,11,0.0,0,0,0,88.2,2,0,0,46,1,58,101,7,0,0,7,0,1,94,12,31,46,3,4,0,3,2,0,22,25,11.0
Darion White,165781,LB,UTSA,7,1,0,100.0,0,0,331,0,0,64.1,68.5,74.4,47.1,76.5,30.5,0,2,0,0,17,40.0,2,0,0,118.8,1,0,0,46,0,23,47,0,0,0,0,0,0,47,3,21,1,2,2,1,1,2,0,17,4,17.0
Anisi Purcell,165819,DI,BYU,7,2,0,,0,0,128,0,0,,64.4,80.1,66.9,60.0,29.2,1,1,0,0,,27.3,3,0,0,0.0,0,2,0,0,0,0,127,127,33,83,1,10,0,0,65,62,0,5,6,0,0,4,0,0,0,
Jeremiah Lomax,166042,S,UCONN,2,0,0,,0,0,146,0,0,65.6,68.9,74.1,,68.1,77.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,8,0,12,26,0,0,0,0,0,16,26,0,14,2,1,2,0,0,0,0,0,0,
Jamichael Rogers,166103,ED,UAB,4,2,0,,0,0,321,0,0,61.0,59.0,0.2,60.0,62.6,49.5,3,4,0,0,,30.0,3,0,1,0.0,0,1,0,0,0,1,77,77,0,1,76,0,0,0,47,29,0,3,5,1,0,8,0,0,0,
Marcell Blocker,166661,CB,UTEP,5,0,0,50.0,0,0,330,0,0,65.5,63.7,81.4,57.4,52.9,40.4,0,0,0,0,24,28.6,4,2,1,67.7,6,0,0,4,174,108,187,3,0,0,3,0,1,184,2,77,5,2,10,0,12,0,0,69,19,11.5
Moussa Barry,166787,WR,W KENTUCKY,1,0,0,,0,0,346,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Antonio Jones,167083,WR,TEMPLE,1,0,0,,0,0,306,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Malik Charles,167377,ED,OKLA STATE,9,4,0,,0,0,262,0,0,71.4,67.6,84.1,64.1,64.6,62.4,2,6,0,0,,13.0,3,0,0,0.0,0,2,0,0,0,2,249,249,0,12,169,68,0,0,128,119,0,11,16,0,0,10,0,0,0,
Wydett Williams Jr.,167564,S,OLE MISS,9,15,0,48.5,0,0,226,1,0,72.9,71.0,85.9,59.9,63.7,69.1,0,0,0,2,47,13.7,7,5,2,45.8,16,0,0,128,0,291,487,4,0,0,4,0,296,483,1,195,59,6,29,0,33,0,1,146,102,9.1
Juan Salas,168120,S,E MICHIGAN,9,4,0,77.8,0,0,160,0,0,57.8,59.4,81.8,,61.5,59.7,0,0,0,1,75,17.2,5,1,0,116.2,7,0,0,69,1,115,236,0,0,0,0,0,150,236,0,121,16,6,20,0,9,0,1,115,98,16.4
Demetrie Morgan,168355,ED,N TEXAS,3,0,0,,0,0,251,0,0,60.0,54.4,76.0,59.1,52.2,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,1,20,20,0,0,17,3,0,0,11,8,0,0,0,0,0,1,0,0,0,
Blake Cotton,168412,CB,UTAH,9,2,0,38.9,1,0,328,0,0,71.5,68.8,28.2,54.4,57.2,76.1,0,0,0,0,18,6.3,1,3,3,49.3,14,0,0,10,369,224,421,0,0,0,0,0,0,421,2,195,42,3,13,1,36,0,0,128,46,9.1
D'Yoni Hill,168425,CB,WISCONSIN,5,2,0,55.6,0,0,349,0,0,60.8,63.4,79.6,55.7,72.8,80.2,0,1,0,0,33,5.9,1,0,1,87.7,5,0,0,26,147,96,177,0,0,0,0,0,0,177,4,77,4,3,14,1,9,1,0,85,6,17.0
Malachi Bailey,168449,ED,ARIZONA,8,5,0,,0,0,109,0,0,79.7,66.7,44.0,69.1,58.6,60.6,2,8,0,0,,20.0,3,0,1,0.0,0,0,0,4,0,5,190,186,0,2,173,11,0,4,78,107,0,3,7,3,0,10,0,0,0,
Jonathan Jean,168457,CB,E CAROLINA,8,4,0,78.6,0,0,156,0,0,55.3,65.7,82.7,69.9,87.0,69.2,1,4,0,0,19,12.5,3,0,1,90.2,11,1,0,50,0,118,215,12,0,0,12,0,6,203,17,80,147,9,17,1,14,6,0,79,34,7.2
Donte Thompson,168458,S,UTEP,7,6,0,55.6,1,0,330,0,0,54.3,58.1,17.2,61.6,67.3,68.0,1,4,0,0,19,13.0,3,1,3,86.6,10,0,0,82,3,136,278,10,0,0,10,0,52,268,21,121,131,2,14,1,18,5,1,85,32,8.5
Trent Henry,168495,CB,TROY,3,0,0,100.0,0,0,318,0,0,41.2,43.7,75.9,,59.3,26.6,0,0,0,0,26,50.0,2,0,0,158.3,3,0,0,6,49,28,55,0,0,0,0,0,0,55,0,27,0,0,2,0,3,0,1,44,14,14.7
Mory Bamba,168565,CB,BYU,8,1,0,64.0,0,0,128,0,0,66.0,64.9,4.3,57.2,64.2,52.9,0,0,0,0,32,19.0,4,2,2,93.9,16,0,0,7,224,140,245,1,0,0,1,0,0,244,2,103,13,7,16,2,25,0,1,151,39,9.4
Jack McManus,168602,LB,MIAMI FL,1,0,0,,0,0,220,0,0,,61.4,64.4,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Nikhil Webb Walker,169047,ED,COLORADO,3,0,0,,0,0,143,0,0,,66.0,72.0,59.3,65.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,10,10,0,0,9,1,0,0,2,8,0,0,0,0,0,0,0,0,0,
William Alexander,169139,LB,TULSA,8,17,0,83.3,0,0,320,0,0,53.1,64.4,85.9,52.0,73.7,59.7,0,3,0,0,15,16.4,10,0,0,128.9,15,0,0,294,1,158,384,16,0,0,16,0,0,368,11,215,73,19,34,1,18,3,2,109,77,7.3
Keaton Thomas,169147,LB,BAYLOR,9,18,0,76.7,0,0,118,1,1,65.8,68.2,82.9,54.7,70.8,78.9,1,7,0,0,47,9.3,8,3,0,105.3,23,0,0,485,3,258,585,18,0,0,18,0,0,567,39,288,79,29,60,2,30,8,0,283,164,12.3
Max Harris,169223,LB,ARIZONA,8,12,0,63.2,0,1,109,0,0,61.9,68.4,45.1,54.1,77.8,62.7,5,3,0,0,28,16.7,11,1,1,76.0,12,0,0,316,0,164,428,56,0,0,56,0,0,372,63,201,56,23,43,3,19,8,0,97,72,8.1
Luke Myers,169598,LB,MIAMI OH,1,0,0,,0,0,221,0,0,60.0,44.2,71.0,,42.7,20.0,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,4,0,1,8,2,0,0,2,0,0,6,0,7,2,0,0,0,0,0,0,0,0,
Ken Talley,169695,ED,ARKANSAS,3,1,0,,0,0,111,0,0,,75.3,76.2,60.2,77.1,76.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,21,21,0,0,21,0,0,0,9,12,0,2,2,0,0,0,0,0,0,
Kiemar Brown-Richardson,169918,DI,FAU,7,0,0,,0,0,165,0,0,,59.6,76.9,56.4,60.9,37.0,0,0,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,67,67,0,40,2,25,0,0,31,36,0,1,4,0,0,0,0,0,0,
Antonio Smith,169925,S,MO STATE,4,0,0,50.0,0,0,230,0,0,61.3,60.9,75.1,60.0,59.3,46.9,0,0,0,0,8,25.0,1,0,0,60.4,1,0,0,15,0,27,43,0,0,0,0,0,20,43,1,15,7,1,3,0,2,0,0,8,1,8.0
Chris Tooley III,169928,S,FAU,8,4,0,61.5,0,0,165,1,0,43.6,47.4,23.9,52.5,59.2,60.8,1,1,0,0,42,14.3,3,1,3,131.1,8,0,0,69,40,125,277,33,0,0,33,0,6,244,6,146,129,5,14,0,13,2,1,165,53,20.6
Jarra Anderson,169932,DI,ARIZONA,1,1,0,,0,0,109,0,0,,51.6,68.9,59.0,56.1,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,4,4,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,
DeAgo Brumfield,169935,CB,MISS STATE,9,1,0,64.5,0,0,227,0,0,62.6,63.0,32.2,58.6,67.2,50.7,1,0,0,1,42,14.8,4,3,1,113.4,20,0,0,35,380,243,446,3,0,0,3,0,1,443,6,197,27,4,22,1,31,1,5,234,66,11.7
CJ Johnson,169947,LB,SM HOUSTON,8,16,0,85.7,0,0,281,1,0,52.9,54.8,81.0,50.0,58.8,39.7,0,0,0,0,24,22.9,11,0,0,132.4,12,0,0,248,0,147,328,37,0,0,37,0,0,291,31,150,43,10,21,0,14,0,2,88,97,7.3
Isaiah Thomison,169956,ED,BOWL GREEN,7,1,0,,0,0,122,2,0,,78.0,16.9,80.2,73.5,78.3,0,3,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,92,92,0,10,69,13,0,0,43,49,0,6,6,2,0,3,0,0,0,
Traveon Wright,169958,CB,PURDUE,2,1,0,60.0,0,0,273,0,0,61.7,52.9,77.6,,29.3,23.7,0,0,0,0,49,33.3,3,2,0,104.2,3,0,0,13,77,41,92,0,0,0,0,0,2,92,0,51,0,1,5,0,5,0,0,76,36,25.3
Alexander Kilgore,169965,LB,SMU,7,11,0,73.1,0,0,287,0,0,62.4,65.2,19.5,50.4,73.4,60.9,0,4,1,1,13,14.0,6,1,1,104.5,19,0,0,231,3,131,259,10,0,0,10,0,2,249,17,111,13,10,26,2,26,4,3,119,83,6.3
Kevin Adams III,169970,S,TULANE,8,10,0,50.0,0,0,319,0,0,63.7,65.3,84.4,60.0,66.2,62.0,0,0,0,1,47,17.1,6,2,1,41.3,5,0,0,118,2,163,316,2,0,0,2,0,162,314,1,152,32,4,19,1,10,0,0,89,25,17.8
Dickson Agu,169971,LB,TULANE,5,11,0,64.3,0,0,319,1,0,46.1,34.8,81.7,51.1,30.0,46.1,0,1,0,0,14,18.9,7,0,0,78.9,9,0,0,189,0,98,212,14,0,0,14,0,1,198,17,97,7,7,19,1,14,1,0,78,50,8.7
Jean Claude Joseph III,169974,LB,TULANE,3,1,0,100.0,0,0,319,0,0,43.5,42.9,77.6,55.5,49.8,81.7,0,0,0,0,20,0.0,0,0,0,118.8,2,0,0,40,0,7,45,4,0,0,4,0,0,41,4,34,1,2,6,0,2,0,0,37,39,18.5
Jai Eugene Jr.,169976,S,W KENTUCKY,8,2,0,66.7,0,0,346,0,0,71.5,69.5,81.1,60.0,61.3,64.6,0,0,0,0,44,16.7,2,2,0,93.3,6,0,0,67,2,103,161,1,0,0,1,0,34,160,1,57,56,3,8,1,9,0,0,77,38,12.8
Matthew Fobbs-White,169977,ED,BAYLOR,9,8,0,100.0,0,0,118,0,0,58.5,65.7,36.8,71.6,60.7,49.5,3,27,0,0,5,25.9,7,0,2,83.3,2,0,0,1,0,25,332,331,0,7,312,12,0,1,174,133,0,11,12,1,2,30,0,8,4,4.0
Jah'rie Garner,169979,ED,TULANE,8,3,0,100.0,0,0,319,1,0,82.9,70.8,85.7,66.9,57.4,68.3,0,2,0,0,16,7.7,1,0,0,95.8,4,0,0,0,1,17,160,154,0,0,153,1,0,6,67,76,5,4,9,1,4,2,0,28,30,7.0
Jahiem Johnson,169982,CB,TULANE,8,8,0,53.8,1,1,319,0,0,75.8,76.5,36.8,56.5,80.3,64.3,0,0,0,2,65,13.8,4,7,2,76.4,21,0,0,60,425,257,503,3,0,0,3,0,2,500,3,243,12,7,17,1,39,0,2,316,127,15.0
Joshua Moore,169985,S,TULANE,8,1,0,88.9,0,1,319,0,0,69.0,65.9,80.9,,57.1,67.7,0,0,0,0,12,11.8,2,0,0,91.7,8,0,0,34,0,63,114,7,0,0,7,0,58,107,0,51,15,3,14,0,9,0,0,54,19,6.8
Makai Williams,169992,LB,TULANE,8,7,0,100.0,0,0,319,0,0,54.0,62.4,80.1,61.7,67.7,66.5,1,2,0,0,16,11.5,3,0,0,147.5,10,1,0,171,1,64,194,8,0,0,8,0,1,186,24,106,13,10,16,0,10,4,2,99,102,9.9
Jarvis Lee,169997,CB,USF,8,2,0,80.0,0,1,327,0,0,58.2,62.4,0.0,69.0,81.8,52.8,3,1,0,2,57,20.0,8,1,3,85.8,32,1,0,32,8,243,385,15,0,0,15,0,2,370,28,114,328,17,30,7,40,5,0,384,152,12.0
Jamal Anderson,170000,LB,CLEMSON,4,2,0,100.0,0,0,140,0,0,61.3,65.6,73.3,56.4,70.3,82.1,0,0,0,0,44,0.0,0,0,0,158.3,3,0,0,28,1,19,51,3,0,0,3,0,0,48,2,30,19,1,3,1,3,0,1,48,25,16.0
Khalil Barnes,170001,S,CLEMSON,6,3,0,77.8,0,0,140,0,0,60.8,62.0,83.6,70.4,60.4,79.3,1,1,0,0,43,7.4,2,0,0,136.1,14,0,0,99,1,199,314,6,0,0,6,0,146,308,8,107,62,8,22,1,18,2,2,140,61,10.0
Rob Billings,170002,S,CLEMSON,2,0,0,,0,0,140,0,0,64.7,65.6,72.4,,60.0,74.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,13,15,0,0,0,0,0,11,15,0,2,1,0,1,0,0,0,0,0,0,
Vic Burley,170004,DI,CLEMSON,8,0,0,,0,0,140,0,0,61.0,65.4,78.0,55.9,66.3,74.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,85,85,9,63,1,12,0,0,44,41,0,2,3,1,0,1,0,0,0,
Dee Crayton,170005,LB,CLEMSON,5,1,0,66.7,0,0,140,0,0,63.2,61.3,75.4,61.5,55.7,79.6,0,1,0,0,19,0.0,0,0,0,95.1,2,0,0,49,2,31,56,2,0,0,2,0,0,54,9,16,3,0,2,0,3,1,0,27,5,13.5
Markus Dixon,170006,ED,CLEMSON,1,0,0,,0,0,140,0,0,,59.3,68.3,59.4,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Stephiylan Green,170008,DI,CLEMSON,8,7,0,,0,0,140,0,0,62.2,70.0,51.3,59.8,76.0,62.5,1,6,0,0,,13.3,2,0,1,0.0,0,1,0,1,0,0,255,253,33,194,1,25,0,2,153,102,0,6,6,1,0,8,0,0,0,
Ronan Hanafin,170009,S,CLEMSON,8,8,0,70.6,0,1,140,0,0,49.6,57.3,24.9,62.8,75.6,71.7,1,0,0,1,77,13.0,7,1,3,99.1,12,0,0,88,1,206,351,12,0,0,12,0,180,339,5,140,69,11,39,1,17,1,1,176,90,14.7
A.J. Hoffler,170011,ED,GA TECH,7,1,0,0.0,0,0,176,0,0,50.9,52.2,85.5,53.0,53.6,26.9,0,6,0,0,,46.7,7,0,0,39.6,0,1,0,2,0,8,267,264,0,18,225,21,0,3,137,122,1,5,7,1,1,7,0,0,0,
