season,week,season_type,classification,game_id,home_team,away_team,commence_time,bookmaker,market,open_timestamp,close_timestamp,open_point,open_price_home,open_price_away,close_point,close_price_home,close_price_away,open_price_over,open_price_under,close_price_over,close_price_under
2024,5,regular,fbs,401645331,Temple,Army,2024-09-26T23:30:00+00:00,fanduel,spread,2024-09-26T20:30:39+00:00,2024-09-26T23:55:39+00:00,12.5,-106.0,-114.0,17.5,-128.0,-102.0,,,,
2024,5,regular,fbs,401645331,Temple,Army,2024-09-26T23:30:00+00:00,fanduel,total,2024-09-26T20:30:39+00:00,2024-09-26T23:55:39+00:00,46.5,,,49.5,,,-110.0,-110.0,-102.0,-128.0
2024,5,regular,fbs,401634767,Miami,Virginia Tech,2024-09-27T23:30:00+00:00,fanduel,spread,2024-09-27T20:30:39+00:00,2024-09-27T23:55:39+00:00,-17.5,-108.0,-112.0,-7.5,-128.0,-102.0,,,,
2024,5,regular,fbs,401634767,Miami,Virginia Tech,2024-09-27T23:30:00+00:00,fanduel,total,2024-09-27T20:30:39+00:00,2024-09-27T23:55:39+00:00,53.5,,,60.5,,,-115.0,-105.0,-115.0,-113.0
2024,5,regular,fbs,401628501,Rutgers,Washington,2024-09-28T00:00:00+00:00,fanduel,spread,2024-09-27T21:00:39+00:00,2024-09-28T00:25:39+00:00,-1.5,-108.0,-112.0,-2.5,-106.0,-122.0,,,,
2024,5,regular,fbs,401628501,Rutgers,Washington,2024-09-28T00:00:00+00:00,fanduel,total,2024-09-27T21:00:39+00:00,2024-09-28T00:25:39+00:00,45.5,,,41.5,,,-115.0,-105.0,-102.0,-125.0
2024,5,regular,fbs,401628499,Purdue,Nebraska,2024-09-28T16:00:00+00:00,fanduel,spread,2024-09-28T13:00:39+00:00,2024-09-28T16:25:38+00:00,10.5,-122.0,100.0,4.5,-114.0,-114.0,,,,
2024,5,regular,fbs,401628499,Purdue,Nebraska,2024-09-28T16:00:00+00:00,fanduel,total,2024-09-28T13:00:39+00:00,2024-09-28T16:25:38+00:00,46.5,,,43.5,,,-115.0,-105.0,-102.0,-128.0
2024,5,regular,fbs,401629032,UConn,Buffalo,2024-09-28T16:00:00+00:00,fanduel,spread,2024-09-28T13:00:39+00:00,2024-09-28T16:25:38+00:00,-5.5,-120.0,-102.0,-9.5,-125.0,-104.0,,,,
2024,5,regular,fbs,401629032,UConn,Buffalo,2024-09-28T16:00:00+00:00,fanduel,total,2024-09-28T13:00:39+00:00,2024-09-28T16:25:38+00:00,44.5,,,42.5,,,-110.0,-110.0,-118.0,-110.0
2024,5,regular,fbs,401635560,Boston College,Western Kentucky,2024-09-28T16:00:00+00:00,fanduel,spread,2024-09-28T13:00:39+00:00,2024-09-28T16:25:38+00:00,-7.5,-115.0,-105.0,-3.5,-104.0,-125.0,,,,
2024,5,regular,fbs,401635560,Boston College,Western Kentucky,2024-09-28T16:00:00+00:00,fanduel,total,2024-09-28T13:00:39+00:00,2024-09-28T16:25:38+00:00,48.5,,,42.5,,,-110.0,-110.0,-115.0,-113.0
2024,5,regular,fbs,401635564,NC State,Northern Illinois,2024-09-28T16:00:00+00:00,fanduel,spread,2024-09-28T13:00:39+00:00,2024-09-28T16:25:38+00:00,-7.5,-120.0,-102.0,-10.5,-106.0,-122.0,,,,
2024,5,regular,fbs,401635564,NC State,Northern Illinois,2024-09-28T16:00:00+00:00,fanduel,total,2024-09-28T13:00:39+00:00,2024-09-28T16:25:38+00:00,46.5,,,42.5,,,-118.0,-104.0,-120.0,-108.0
2024,5,regular,fbs,401635565,Syracuse,Holy Cross,2024-09-28T16:00:00+00:00,fanduel,spread,2024-09-28T13:00:39+00:00,2024-09-28T16:25:38+00:00,-28.5,-110.0,-110.0,-38.5,-114.0,-114.0,,,,
2024,5,regular,fbs,401635565,Syracuse,Holy Cross,2024-09-28T16:00:00+00:00,fanduel,total,2024-09-28T13:00:39+00:00,2024-09-28T16:25:38+00:00,58.5,,,61.5,,,-110.0,-110.0,-114.0,-114.0
