date,classification,category_header,event_id,line_id,game_number,period,line_type,row,is_opener,last_line_flag,timestamp,sportsbook_id,sportsbook_name,start_date,start_time_local,start_datetime,home_team,home_abbr,away_team,away_abbr,home_key,away_key,row_type,value,arrow,takeback,line_value,line_price,total_direction
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263724,t153p0l0b9r1,153,0,0,1,0,0,1662157234,9,Circa,2022-09-02,00:00,2022-09-03 00:00:00,Illinois,ILL,Indiana,IND,ILLINOIS,INDIANA,total,47,,0,47.0,,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263724,t153p0l0b13r1,153,0,0,1,0,0,1662163143,13,South Point,2022-09-02,00:00,2022-09-03 00:00:00,Illinois,ILL,Indiana,IND,ILLINOIS,INDIANA,spread,-1-10,,0,-1.0,-110,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263724,t153p0l0b13r2,153,0,0,2,0,0,1662149245,13,South Point,2022-09-02,00:00,2022-09-03 00:00:00,Illinois,ILL,Indiana,IND,ILLINOIS,INDIANA,total,47½,,0,47.5,,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263724,t153p0l0b32r1,153,0,0,1,0,0,1662176260,32,Sports411,2022-09-02,00:00,2022-09-03 00:00:00,Illinois,ILL,Indiana,IND,ILLINOIS,INDIANA,total,33½o-304,,0,33.5,,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263724,t153p0l0b41r1,153,0,0,1,0,0,1662148250,41,Heritage,2022-09-02,00:00,2022-09-03 00:00:00,Illinois,ILL,Indiana,IND,ILLINOIS,INDIANA,total,47½u-08,,0,47.5,,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263725,t155p0l0b9r1,155,0,0,1,0,0,1662044519,9,Circa,2022-09-02,23:00,2022-09-02 23:00:00,Virginia Tech,VT,Old Dominion,ODU,VIRGINIATECH,OLDDOMINION,spread,-6-10,,0,-6.0,-110,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263725,t155p0l0b9r2,155,0,0,2,0,0,1662158894,9,Circa,2022-09-02,23:00,2022-09-02 23:00:00,Virginia Tech,VT,Old Dominion,ODU,VIRGINIATECH,OLDDOMINION,total,48½,,0,48.5,,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263725,t155p0l0b13r1,155,0,0,1,0,0,1662045550,13,South Point,2022-09-02,23:00,2022-09-02 23:00:00,Virginia Tech,VT,Old Dominion,ODU,VIRGINIATECH,OLDDOMINION,spread,-6-10,,0,-6.0,-110,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263725,t155p0l0b13r2,155,0,0,2,0,0,1662159617,13,South Point,2022-09-02,23:00,2022-09-02 23:00:00,Virginia Tech,VT,Old Dominion,ODU,VIRGINIATECH,OLDDOMINION,total,49,,0,49.0,,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263725,t155p0l0b31r1,155,0,0,1,0,0,1662169430,31,Draft Kings,2022-09-02,23:00,2022-09-02 23:00:00,Virginia Tech,VT,Old Dominion,ODU,VIRGINIATECH,OLDDOMINION,spread,-10½-15,,0,-10.5,-115,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263725,t155p0l0b31r2,155,0,0,2,0,0,1662170050,31,Draft Kings,2022-09-02,23:00,2022-09-02 23:00:00,Virginia Tech,VT,Old Dominion,ODU,VIRGINIATECH,OLDDOMINION,total,40½u-15,,0,40.5,,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263725,t155p0l0b32r1,155,0,0,1,0,0,1662171181,32,Sports411,2022-09-02,23:00,2022-09-02 23:00:00,Virginia Tech,VT,Old Dominion,ODU,VIRGINIATECH,OLDDOMINION,total,30½o-75,,0,30.5,,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263725,t155p0l0b41r1,155,0,0,1,0,0,1662159662,41,Heritage,2022-09-02,23:00,2022-09-02 23:00:00,Virginia Tech,VT,Old Dominion,ODU,VIRGINIATECH,OLDDOMINION,spread,-5½-08,,0,-5.5,-108,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263725,t155p0l0b41r2,155,0,0,2,0,0,1662155363,41,Heritage,2022-09-02,23:00,2022-09-02 23:00:00,Virginia Tech,VT,Old Dominion,ODU,VIRGINIATECH,OLDDOMINION,total,48½u-08,,0,48.5,,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263726,t157p0l0b9r1,157,0,0,1,0,0,1661611095,9,Circa,2022-09-02,23:00,2022-09-02 23:00:00,Western Michigan,WMU,Michigan State,MSU,WESTERNMICHIGAN,MICHIGANSTATE,total,54½,,0,54.5,,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263726,t157p0l0b9r2,157,0,0,2,0,0,1662154460,9,Circa,2022-09-02,23:00,2022-09-02 23:00:00,Western Michigan,WMU,Michigan State,MSU,WESTERNMICHIGAN,MICHIGANSTATE,spread,-21½-10,,0,-21.5,-110,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263726,t157p0l0b13r1,157,0,0,1,0,0,1661615695,13,South Point,2022-09-02,23:00,2022-09-02 23:00:00,Western Michigan,WMU,Michigan State,MSU,WESTERNMICHIGAN,MICHIGANSTATE,total,54½,,0,54.5,,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263726,t157p0l0b13r2,157,0,0,2,0,0,1662154972,13,South Point,2022-09-02,23:00,2022-09-02 23:00:00,Western Michigan,WMU,Michigan State,MSU,WESTERNMICHIGAN,MICHIGANSTATE,spread,-22-10,,0,-22.0,-110,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263726,t157p0l0b32r1,157,0,0,1,0,0,1662171355,32,Sports411,2022-09-02,23:00,2022-09-02 23:00:00,Western Michigan,WMU,Michigan State,MSU,WESTERNMICHIGAN,MICHIGANSTATE,total,49½u-82,,0,49.5,,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263726,t157p0l0b32r2,157,0,0,2,0,0,1662171758,32,Sports411,2022-09-02,23:00,2022-09-02 23:00:00,Western Michigan,WMU,Michigan State,MSU,WESTERNMICHIGAN,MICHIGANSTATE,spread,-22½+249,,0,-22.5,249,
2022-09-02,fbs,"COLLEGE FOOTBALL - Friday, September 2nd"",,2022-09-02",1263726,t157p0l0b41r1,157,0,0,1,0,0,1662154428,41,Heritage,2022-09-02,23:00,2022-09-02 23:00:00,Western Michigan,WMU,Michigan State,MSU,WESTERNMICHIGAN,MICHIGANSTATE,total,54½u-08,,0,54.5,,
