date,classification,category_header,event_id,line_id,game_number,period,line_type,row,is_opener,last_line_flag,timestamp,sportsbook_id,sportsbook_name,start_date,start_time_local,start_datetime,home_team,home_abbr,away_team,away_abbr,home_key,away_key,row_type,value,arrow,takeback,line_value,line_price,total_direction
2022-10-08,fbs,"COLLEGE FOOTBALL - Saturday, October 8th"",,2022-10-08",3390147,t311p0l0b9r1,311,0,0,1,0,0,1665147101,9,Circa,2022-10-08,20:00,2022-10-08 20:00:00,Duke,DUKE,Georgia Tech,GT,DUKE,GEORGIATECH,spread,-3½-10,,0,-3.5,-110,
2022-10-08,fbs,"COLLEGE FOOTBALL - Saturday, October 8th"",,2022-10-08",3390147,t311p0l0b9r2,311,0,0,2,0,0,1665241156,9,Circa,2022-10-08,20:00,2022-10-08 20:00:00,Duke,DUKE,Georgia Tech,GT,DUKE,GEORGIATECH,total,54,,0,54.0,,
2022-10-08,fbs,"COLLEGE FOOTBALL - Saturday, October 8th"",,2022-10-08",3390147,t311p0l0b13r1,311,0,0,1,0,0,1665257057,13,South Point,2022-10-08,20:00,2022-10-08 20:00:00,Duke,DUKE,Georgia Tech,GT,DUKE,GEORGIATECH,spread,-4-10,,0,-4.0,-110,
2022-10-08,fbs,"COLLEGE FOOTBALL - Saturday, October 8th"",,2022-10-08",3390147,t311p0l0b13r2,311,0,0,2,0,0,1665257298,13,South Point,2022-10-08,20:00,2022-10-08 20:00:00,Duke,DUKE,Georgia Tech,GT,DUKE,GEORGIATECH,total,53½,,0,53.5,,
2022-10-08,fbs,"COLLEGE FOOTBALL - Saturday, October 8th"",,2022-10-08",3390147,t311p0l0b32r1,311,0,0,1,0,0,1665258486,32,Sports411,2022-10-08,20:00,2022-10-08 20:00:00,Duke,DUKE,Georgia Tech,GT,DUKE,GEORGIATECH,spread,-3½-04,,0,-3.5,-104,
2022-10-08,fbs,"COLLEGE FOOTBALL - Saturday, October 8th"",,2022-10-08",3390147,t311p0l0b32r2,311,0,0,2,0,0,1665258593,32,Sports411,2022-10-08,20:00,2022-10-08 20:00:00,Duke,DUKE,Georgia Tech,GT,DUKE,GEORGIATECH,total,53½,,0,53.5,,
2022-10-08,fbs,"COLLEGE FOOTBALL - Saturday, October 8th"",,2022-10-08",3390147,t311p0l0b41r1,311,0,0,1,0,0,1664992944,41,Heritage,2022-10-08,20:00,2022-10-08 20:00:00,Duke,DUKE,Georgia Tech,GT,DUKE,GEORGIATECH,spread,-3½-08,,0,-3.5,-108,
2022-10-08,fbs,"COLLEGE FOOTBALL - Saturday, October 8th"",,2022-10-08",3390147,t311p0l0b41r2,311,0,0,2,0,0,1665241010,41,Heritage,2022-10-08,20:00,2022-10-08 20:00:00,Duke,DUKE,Georgia Tech,GT,DUKE,GEORGIATECH,total,53½u-08,,0,53.5,,
2022-10-08,fbs,"COLLEGE FOOTBALL - Saturday, October 8th"",,2022-10-08",3390136,t313p0l0b9r1,313,0,0,1,0,0,1665241156,9,Circa,2022-10-08,16:00,2022-10-08 16:00:00,Purdue,PUR,Maryland,MD,PURDUE,MARYLAND,total,60,,0,60.0,,
2022-10-08,fbs,"COLLEGE FOOTBALL - Saturday, October 8th"",,2022-10-08",3390136,t313p0l0b9r2,313,0,0,2,0,0,1665096915,9,Circa,2022-10-08,16:00,2022-10-08 16:00:00,Purdue,PUR,Maryland,MD,PURDUE,MARYLAND,spread,-3-10,,0,-3.0,-110,
2022-10-08,fbs,"COLLEGE FOOTBALL - Saturday, October 8th"",,2022-10-08",3390136,t313p0l0b13r1,313,0,0,1,0,0,1665244654,13,South Point,2022-10-08,16:00,2022-10-08 16:00:00,Purdue,PUR,Maryland,MD,PURDUE,MARYLAND,total,60,,0,60.0,,
