date,classification,category_header,event_id,line_id,game_number,period,line_type,row,is_opener,last_line_flag,timestamp,sportsbook_id,sportsbook_name,start_date,start_time_local,start_datetime,home_team,home_abbr,away_team,away_abbr,home_key,away_key,row_type,value,arrow,takeback,line_value,line_price,total_direction
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  MILITARY BOWL - NAVY-MARINE CORPS MEMORIAL STADIUM - ANNAPOLIS, MD"",,2022-12-28",4144563,t245p0l0b9r1,245,0,0,1,0,0,1672253764,9,Circa,2022-12-28,19:00,2022-12-28 19:00:00,Central Florida,UCF,Duke,DUKE,CENTRALFLORIDA,DUKE,total,62½,,0,62.5,,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  MILITARY BOWL - NAVY-MARINE CORPS MEMORIAL STADIUM - ANNAPOLIS, MD"",,2022-12-28",4144563,t245p0l0b9r2,245,0,0,2,0,0,1672179322,9,Circa,2022-12-28,19:00,2022-12-28 19:00:00,Central Florida,UCF,Duke,DUKE,CENTRALFLORIDA,DUKE,spread,-3-10,,0,-3.0,-110,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  MILITARY BOWL - NAVY-MARINE CORPS MEMORIAL STADIUM - ANNAPOLIS, MD"",,2022-12-28",4144563,t245p0l0b13r1,245,0,0,1,0,0,1670355301,13,South Point,2022-12-28,19:00,2022-12-28 19:00:00,Central Florida,UCF,Duke,DUKE,CENTRALFLORIDA,DUKE,total,62½,,0,62.5,,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  MILITARY BOWL - NAVY-MARINE CORPS MEMORIAL STADIUM - ANNAPOLIS, MD"",,2022-12-28",4144563,t245p0l0b13r2,245,0,0,2,0,0,1672244115,13,South Point,2022-12-28,19:00,2022-12-28 19:00:00,Central Florida,UCF,Duke,DUKE,CENTRALFLORIDA,DUKE,spread,-3-10,,0,-3.0,-110,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  MILITARY BOWL - NAVY-MARINE CORPS MEMORIAL STADIUM - ANNAPOLIS, MD"",,2022-12-28",4144563,t245p0l0b31r1,245,0,0,1,0,0,1672264233,31,Draft Kings,2022-12-28,19:00,2022-12-28 19:00:00,Central Florida,UCF,Duke,DUKE,CENTRALFLORIDA,DUKE,total,42½o-75,,0,42.5,,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  MILITARY BOWL - NAVY-MARINE CORPS MEMORIAL STADIUM - ANNAPOLIS, MD"",,2022-12-28",4144563,t245p0l0b31r2,245,0,0,2,0,0,1672265127,31,Draft Kings,2022-12-28,19:00,2022-12-28 19:00:00,Central Florida,UCF,Duke,DUKE,CENTRALFLORIDA,DUKE,spread,-16½-55,,0,-16.5,-155,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  MILITARY BOWL - NAVY-MARINE CORPS MEMORIAL STADIUM - ANNAPOLIS, MD"",,2022-12-28",4144563,t245p0l0b32r1,245,0,0,1,0,0,1672264472,32,Sports411,2022-12-28,19:00,2022-12-28 19:00:00,Central Florida,UCF,Duke,DUKE,CENTRALFLORIDA,DUKE,total,43½u-83,,0,43.5,,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  MILITARY BOWL - NAVY-MARINE CORPS MEMORIAL STADIUM - ANNAPOLIS, MD"",,2022-12-28",4144563,t245p0l0b32r2,245,0,0,2,0,0,1672264530,32,Sports411,2022-12-28,19:00,2022-12-28 19:00:00,Central Florida,UCF,Duke,DUKE,CENTRALFLORIDA,DUKE,spread,-15½+28,,0,-15.5,128,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  MILITARY BOWL - NAVY-MARINE CORPS MEMORIAL STADIUM - ANNAPOLIS, MD"",,2022-12-28",4144563,t245p0l0b41r1,245,0,0,1,0,0,1672160265,41,Heritage,2022-12-28,19:00,2022-12-28 19:00:00,Central Florida,UCF,Duke,DUKE,CENTRALFLORIDA,DUKE,total,62½u-08,,0,62.5,,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  MILITARY BOWL - NAVY-MARINE CORPS MEMORIAL STADIUM - ANNAPOLIS, MD"",,2022-12-28",4144563,t245p0l0b41r2,245,0,0,2,0,0,1672237518,41,Heritage,2022-12-28,19:00,2022-12-28 19:00:00,Central Florida,UCF,Duke,DUKE,CENTRALFLORIDA,DUKE,spread,-3-13,,0,-3.0,-113,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  LIBERTY BOWL - SIMMMONS BANK LIBERTY STADIUM - MEMPHIS, TN"",,2022-12-28",4144564,t247p0l0b9r1,247,0,0,1,0,0,1672265758,9,Circa,2022-12-28,22:35,2022-12-28 22:35:00,Kansas,KU,Arkansas,ARK,KANSAS,ARKANSAS,total,70½,,0,70.5,,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  LIBERTY BOWL - SIMMMONS BANK LIBERTY STADIUM - MEMPHIS, TN"",,2022-12-28",4144564,t247p0l0b9r2,247,0,0,2,0,0,1672265819,9,Circa,2022-12-28,22:35,2022-12-28 22:35:00,Kansas,KU,Arkansas,ARK,KANSAS,ARKANSAS,spread,-1½-10,,0,-1.5,-110,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  LIBERTY BOWL - SIMMMONS BANK LIBERTY STADIUM - MEMPHIS, TN"",,2022-12-28",4144564,t247p0l0b13r1,247,0,0,1,0,0,1672265879,13,South Point,2022-12-28,22:35,2022-12-28 22:35:00,Kansas,KU,Arkansas,ARK,KANSAS,ARKANSAS,total,70½,,0,70.5,,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  LIBERTY BOWL - SIMMMONS BANK LIBERTY STADIUM - MEMPHIS, TN"",,2022-12-28",4144564,t247p0l0b13r2,247,0,0,2,0,0,1672266626,13,South Point,2022-12-28,22:35,2022-12-28 22:35:00,Kansas,KU,Arkansas,ARK,KANSAS,ARKANSAS,spread,-1½-10,,0,-1.5,-110,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  LIBERTY BOWL - SIMMMONS BANK LIBERTY STADIUM - MEMPHIS, TN"",,2022-12-28",4144564,t247p0l0b31r1,247,0,0,1,0,0,1672278246,31,Draft Kings,2022-12-28,22:35,2022-12-28 22:35:00,Kansas,KU,Arkansas,ARK,KANSAS,ARKANSAS,total,68½u-30,,0,68.5,,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  LIBERTY BOWL - SIMMMONS BANK LIBERTY STADIUM - MEMPHIS, TN"",,2022-12-28",4144564,t247p0l0b31r2,247,0,0,2,0,0,1672279242,31,Draft Kings,2022-12-28,22:35,2022-12-28 22:35:00,Kansas,KU,Arkansas,ARK,KANSAS,ARKANSAS,spread,-8½-10,,0,-8.5,-110,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  LIBERTY BOWL - SIMMMONS BANK LIBERTY STADIUM - MEMPHIS, TN"",,2022-12-28",4144564,t247p0l0b32r1,247,0,0,1,0,0,1672277800,32,Sports411,2022-12-28,22:35,2022-12-28 22:35:00,Kansas,KU,Arkansas,ARK,KANSAS,ARKANSAS,total,68½u-51,,0,68.5,,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  LIBERTY BOWL - SIMMMONS BANK LIBERTY STADIUM - MEMPHIS, TN"",,2022-12-28",4144564,t247p0l0b41r1,247,0,0,1,0,0,1672265500,41,Heritage,2022-12-28,22:35,2022-12-28 22:35:00,Kansas,KU,Arkansas,ARK,KANSAS,ARKANSAS,total,70½u-08,,0,70.5,,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  LIBERTY BOWL - SIMMMONS BANK LIBERTY STADIUM - MEMPHIS, TN"",,2022-12-28",4144564,t247p0l0b41r2,247,0,0,2,0,0,1672265940,41,Heritage,2022-12-28,22:35,2022-12-28 22:35:00,Kansas,KU,Arkansas,ARK,KANSAS,ARKANSAS,spread,-1-08,,0,-1.0,-108,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  HOLIDAY BOWL - PETCO PARK - SAN DIEGO, CA"",,2022-12-28",4144565,t249p0l0b9r1,249,0,0,1,0,0,1672275769,9,Circa,2022-12-28,01:00,2022-12-29 01:00:00,North Carolina,UNC,Oregon,ORE,NORTHCAROLINA,OREGON,total,77½,,0,77.5,,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  HOLIDAY BOWL - PETCO PARK - SAN DIEGO, CA"",,2022-12-28",4144565,t249p0l0b9r2,249,0,0,2,0,0,1672185090,9,Circa,2022-12-28,01:00,2022-12-29 01:00:00,North Carolina,UNC,Oregon,ORE,NORTHCAROLINA,OREGON,spread,-13-10,,0,-13.0,-110,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  HOLIDAY BOWL - PETCO PARK - SAN DIEGO, CA"",,2022-12-28",4144565,t249p0l0b13r1,249,0,0,1,0,0,1672251254,13,South Point,2022-12-28,01:00,2022-12-29 01:00:00,North Carolina,UNC,Oregon,ORE,NORTHCAROLINA,OREGON,total,76,,0,76.0,,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  HOLIDAY BOWL - PETCO PARK - SAN DIEGO, CA"",,2022-12-28",4144565,t249p0l0b13r2,249,0,0,2,0,0,1672271335,13,South Point,2022-12-28,01:00,2022-12-29 01:00:00,North Carolina,UNC,Oregon,ORE,NORTHCAROLINA,OREGON,spread,-12½-10,,0,-12.5,-110,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  HOLIDAY BOWL - PETCO PARK - SAN DIEGO, CA"",,2022-12-28",4144565,t249p0l0b31r1,249,0,0,1,0,0,1672287257,31,Draft Kings,2022-12-28,01:00,2022-12-29 01:00:00,North Carolina,UNC,Oregon,ORE,NORTHCAROLINA,OREGON,spread,-1½-35,,0,-1.5,-135,
2022-12-28,fbs,"COLLEGE FOOTBALL - Wednesday, December 28th  -  HOLIDAY BOWL - PETCO PARK - SAN DIEGO, CA"",,2022-12-28",4144565,t249p0l0b31r2,249,0,0,2,0,0,1672286862,31,Draft Kings,2022-12-28,01:00,2022-12-29 01:00:00,North Carolina,UNC,Oregon,ORE,NORTHCAROLINA,OREGON,total,55½u-50,,0,55.5,,
