date,classification,category_header,event_id,line_id,game_number,period,line_type,row,is_opener,last_line_flag,timestamp,sportsbook_id,sportsbook_name,start_date,start_time_local,start_datetime,home_team,home_abbr,away_team,away_abbr,home_key,away_key,row_type,value,arrow,takeback,line_value,line_price,total_direction
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694914,t311p0l0b9r1,311,0,0,1,0,0,1667482814,9,Circa,2022-11-03,23:00,2022-11-03 23:00:00,UTEP,UTEP,Rice,RICE,UTEP,RICE,total,47,,0,47.0,,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694914,t311p0l0b9r2,311,0,0,2,0,0,1667224943,9,Circa,2022-11-03,23:00,2022-11-03 23:00:00,UTEP,UTEP,Rice,RICE,UTEP,RICE,spread,-3½-10,,0,-3.5,-110,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694914,t311p0l0b13r1,311,0,0,1,0,0,1667497594,13,South Point,2022-11-03,23:00,2022-11-03 23:00:00,UTEP,UTEP,Rice,RICE,UTEP,RICE,total,47,,0,47.0,,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694914,t311p0l0b13r2,311,0,0,2,0,0,1667515362,13,South Point,2022-11-03,23:00,2022-11-03 23:00:00,UTEP,UTEP,Rice,RICE,UTEP,RICE,spread,-3½-10,,0,-3.5,-110,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694914,t311p0l0b24r1,311,0,0,1,0,0,1667490702,24,,2022-11-03,23:00,2022-11-03 23:00:00,UTEP,UTEP,Rice,RICE,UTEP,RICE,total,47,,0,47.0,,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694914,t311p0l0b24r2,311,0,0,2,0,0,1667513906,24,,2022-11-03,23:00,2022-11-03 23:00:00,UTEP,UTEP,Rice,RICE,UTEP,RICE,spread,-3½-10,,0,-3.5,-110,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694914,t311p0l0b32r1,311,0,0,1,0,0,1667528460,32,Sports411,2022-11-03,23:00,2022-11-03 23:00:00,UTEP,UTEP,Rice,RICE,UTEP,RICE,total,64½u-78,,0,64.5,,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694914,t311p0l0b32r2,311,0,0,2,0,0,1667528460,32,Sports411,2022-11-03,23:00,2022-11-03 23:00:00,UTEP,UTEP,Rice,RICE,UTEP,RICE,spread,-5½+427,,0,-5.5,427,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694914,t311p0l0b41r1,311,0,0,1,0,0,1667490571,41,Heritage,2022-11-03,23:00,2022-11-03 23:00:00,UTEP,UTEP,Rice,RICE,UTEP,RICE,total,47u-08,,0,47.0,,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694914,t311p0l0b41r2,311,0,0,2,0,0,1667514265,41,Heritage,2022-11-03,23:00,2022-11-03 23:00:00,UTEP,UTEP,Rice,RICE,UTEP,RICE,spread,-3½-08,,0,-3.5,-108,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694915,t313p0l0b9r1,313,0,0,1,0,0,1667504492,9,Circa,2022-11-03,23:30,2022-11-03 23:30:00,Appalachian State,APP,Coastal Carolina,CC,APPALACHIANSTATE,COASTALCAROLINA,spread,-3-10,,0,-3.0,-110,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694915,t313p0l0b9r2,313,0,0,2,0,0,1667517643,9,Circa,2022-11-03,23:30,2022-11-03 23:30:00,Appalachian State,APP,Coastal Carolina,CC,APPALACHIANSTATE,COASTALCAROLINA,total,65½,,0,65.5,,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694915,t313p0l0b13r1,313,0,0,1,0,0,1667253001,13,South Point,2022-11-03,23:30,2022-11-03 23:30:00,Appalachian State,APP,Coastal Carolina,CC,APPALACHIANSTATE,COASTALCAROLINA,spread,-3-10,,0,-3.0,-110,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694915,t313p0l0b13r2,313,0,0,2,0,0,1667518242,13,South Point,2022-11-03,23:30,2022-11-03 23:30:00,Appalachian State,APP,Coastal Carolina,CC,APPALACHIANSTATE,COASTALCAROLINA,total,65½,,0,65.5,,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694915,t313p0l0b24r1,313,0,0,1,0,0,1667517223,24,,2022-11-03,23:30,2022-11-03 23:30:00,Appalachian State,APP,Coastal Carolina,CC,APPALACHIANSTATE,COASTALCAROLINA,spread,-3-10,,0,-3.0,-110,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694915,t313p0l0b24r2,313,0,0,2,0,0,1667517344,24,,2022-11-03,23:30,2022-11-03 23:30:00,Appalachian State,APP,Coastal Carolina,CC,APPALACHIANSTATE,COASTALCAROLINA,total,65½,,0,65.5,,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694915,t313p0l0b32r1,313,0,0,1,0,0,1667530262,32,Sports411,2022-11-03,23:30,2022-11-03 23:30:00,Appalachian State,APP,Coastal Carolina,CC,APPALACHIANSTATE,COASTALCAROLINA,total,63½u-207,,0,63.5,,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694915,t313p0l0b32r2,313,0,0,2,0,0,1667530323,32,Sports411,2022-11-03,23:30,2022-11-03 23:30:00,Appalachian State,APP,Coastal Carolina,CC,APPALACHIANSTATE,COASTALCAROLINA,spread,-10½+518,,0,-10.5,518,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694915,t313p0l0b41r1,313,0,0,1,0,0,1667342224,41,Heritage,2022-11-03,23:30,2022-11-03 23:30:00,Appalachian State,APP,Coastal Carolina,CC,APPALACHIANSTATE,COASTALCAROLINA,spread,-3-08,,0,-3.0,-108,
2022-11-03,fbs,"COLLEGE FOOTBALL - Thursday, November 3rd"",,2022-11-03",3694915,t313p0l0b41r2,313,0,0,2,0,0,1667517195,41,Heritage,2022-11-03,23:30,2022-11-03 23:30:00,Appalachian State,APP,Coastal Carolina,CC,APPALACHIANSTATE,COASTALCAROLINA,total,65½u-08,,0,65.5,,
2022-11-03,fcs,"COLLEGE FOOTBALL - Thursday, November 3rd  -  FCS -"",,2022-11-03",3694982,t309027p0l0b13r1,309027,0,0,1,0,0,1667514523,13,South Point,2022-11-03,23:30,2022-11-03 23:30:00,Alabama A&M,AAMU,Miss. Valley St,MVS,ALABAMAAM,MISSVALLEYST,spread,-10½-10,,0,-10.5,-110,
2022-11-03,fcs,"COLLEGE FOOTBALL - Thursday, November 3rd  -  FCS -"",,2022-11-03",3694982,t309027p0l0b13r2,309027,0,0,2,0,0,1667483383,13,South Point,2022-11-03,23:30,2022-11-03 23:30:00,Alabama A&M,AAMU,Miss. Valley St,MVS,ALABAMAAM,MISSVALLEYST,total,52,,0,52.0,,
2022-11-03,fcs,"COLLEGE FOOTBALL - Thursday, November 3rd  -  FCS -"",,2022-11-03",3694982,t309027p0l0b24r1,309027,0,0,1,0,0,1667514283,24,,2022-11-03,23:30,2022-11-03 23:30:00,Alabama A&M,AAMU,Miss. Valley St,MVS,ALABAMAAM,MISSVALLEYST,spread,-10½-10,,0,-10.5,-110,
2022-11-03,fcs,"COLLEGE FOOTBALL - Thursday, November 3rd  -  FCS -"",,2022-11-03",3694982,t309027p0l0b24r2,309027,0,0,2,0,0,1667481953,24,,2022-11-03,23:30,2022-11-03 23:30:00,Alabama A&M,AAMU,Miss. Valley St,MVS,ALABAMAAM,MISSVALLEYST,total,52,,0,52.0,,
2022-11-03,fcs,"COLLEGE FOOTBALL - Thursday, November 3rd  -  FCS -"",,2022-11-03",3694982,t309027p0l0b31r1,309027,0,0,1,0,0,1667514532,31,Draft Kings,2022-11-03,23:30,2022-11-03 23:30:00,Alabama A&M,AAMU,Miss. Valley St,MVS,ALABAMAAM,MISSVALLEYST,spread,-10½-15,,0,-10.5,-115,
2022-11-03,fcs,"COLLEGE FOOTBALL - Thursday, November 3rd  -  FCS -"",,2022-11-03",3694982,t309027p0l0b31r2,309027,0,0,2,0,0,1667485477,31,Draft Kings,2022-11-03,23:30,2022-11-03 23:30:00,Alabama A&M,AAMU,Miss. Valley St,MVS,ALABAMAAM,MISSVALLEYST,total,52½,,0,52.5,,
2022-11-03,fcs,"COLLEGE FOOTBALL - Thursday, November 3rd  -  FCS -"",,2022-11-03",3694982,t309027p0l0b41r1,309027,0,0,1,0,0,1667518169,41,Heritage,2022-11-03,23:30,2022-11-03 23:30:00,Alabama A&M,AAMU,Miss. Valley St,MVS,ALABAMAAM,MISSVALLEYST,spread,-10½-15,,0,-10.5,-115,
2022-11-03,fcs,"COLLEGE FOOTBALL - Thursday, November 3rd  -  FCS -"",,2022-11-03",3694982,t309027p0l0b41r2,309027,0,0,2,0,0,1667482353,41,Heritage,2022-11-03,23:30,2022-11-03 23:30:00,Alabama A&M,AAMU,Miss. Valley St,MVS,ALABAMAAM,MISSVALLEYST,total,52,,0,52.0,,
