season,week,season_type,classification,game_id,home_team,away_team,commence_time,bookmaker,market,open_timestamp,close_timestamp,open_point,open_price_home,open_price_away,close_point,close_price_home,close_price_away,open_price_over,open_price_under,close_price_over,close_price_under
2024,4,regular,fbs,401634766,Syracuse,Stanford,2024-09-20T23:30:00+00:00,fanduel,spread,2024-09-20T20:30:39+00:00,2024-09-20T23:55:39+00:00,-9.5,-105.0,-115.0,-6.5,-102.0,-128.0,,,,
2024,4,regular,fbs,401634766,Syracuse,Stanford,2024-09-20T23:30:00+00:00,fanduel,total,2024-09-20T20:30:39+00:00,2024-09-20T23:55:39+00:00,56.5,,,53.5,,,-115.0,-105.0,-114.0,-114.0
2024,4,regular,fbs,401628485,Nebraska,Illinois,2024-09-21T00:00:00+00:00,fanduel,spread,2024-09-20T21:00:39+00:00,2024-09-21T00:25:39+00:00,-9.5,-105.0,-115.0,-3.5,-114.0,-114.0,,,,
2024,4,regular,fbs,401628485,Nebraska,Illinois,2024-09-21T00:00:00+00:00,fanduel,total,2024-09-20T21:00:39+00:00,2024-09-21T00:25:39+00:00,42.5,,,47.5,,,-110.0,-110.0,-110.0,-118.0
2024,4,regular,fbs,401643714,Washington State,San José State,2024-09-21T02:00:00+00:00,fanduel,spread,2024-09-20T23:00:39+00:00,2024-09-21T02:25:39+00:00,-12.5,-112.0,-108.0,-17.5,-110.0,-118.0,,,,
2024,4,regular,fbs,401643714,Washington State,San José State,2024-09-21T02:00:00+00:00,fanduel,total,2024-09-20T23:00:39+00:00,2024-09-21T02:25:39+00:00,55.5,,,57.5,,,-110.0,-110.0,-122.0,-106.0
2024,4,regular,fbs,401643791,Louisiana,Tulane,2024-09-21T16:00:00+00:00,fanduel,spread,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,1.5,-108.0,-112.0,-2.5,-114.0,-114.0,,,,
2024,4,regular,fbs,401643791,Louisiana,Tulane,2024-09-21T16:00:00+00:00,fanduel,total,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,53.5,,,48.5,,,-110.0,-110.0,-128.0,-102.0
2024,4,regular,fbs,401645328,Army,Rice,2024-09-21T16:00:00+00:00,fanduel,spread,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,-6.5,-118.0,-104.0,-13.5,-114.0,-114.0,,,,
2024,4,regular,fbs,401645328,Army,Rice,2024-09-21T16:00:00+00:00,fanduel,total,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,43.5,,,44.5,,,-104.0,-118.0,-118.0,-110.0
2024,4,regular,fbs,401628488,Maryland,Villanova,2024-09-21T16:00:00+00:00,fanduel,spread,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,-18.5,-110.0,-110.0,-32.5,-110.0,-118.0,,,,
2024,4,regular,fbs,401628488,Maryland,Villanova,2024-09-21T16:00:00+00:00,fanduel,total,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,46.5,,,54.5,,,-105.0,-115.0,-125.0,-104.0
2024,4,regular,fbs,401628367,Mississippi State,Florida,2024-09-21T16:00:00+00:00,fanduel,spread,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,6.5,-105.0,-115.0,7.5,102.0,-132.0,,,,
2024,4,regular,fbs,401628367,Mississippi State,Florida,2024-09-21T16:00:00+00:00,fanduel,total,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,58.5,,,51.5,,,-105.0,-115.0,-115.0,-113.0
2024,4,regular,fbs,401635556,North Carolina,James Madison,2024-09-21T16:00:00+00:00,fanduel,spread,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,-10.5,-115.0,-105.0,-1.5,-110.0,-118.0,,,,
2024,4,regular,fbs,401635556,North Carolina,James Madison,2024-09-21T16:00:00+00:00,fanduel,total,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,48.5,,,56.5,,,-110.0,-110.0,-115.0,-113.0
2024,4,regular,fbs,401636873,Cincinnati,Houston,2024-09-21T16:00:00+00:00,fanduel,spread,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,-3.5,-104.0,-118.0,-8.5,-113.0,-115.0,,,,
2024,4,regular,fbs,401636873,Cincinnati,Houston,2024-09-21T16:00:00+00:00,fanduel,total,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,47.5,,,50.5,,,-112.0,-108.0,-118.0,-110.0
2024,4,regular,fbs,401636879,West Virginia,Kansas,2024-09-21T16:00:00+00:00,fanduel,spread,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,-1.5,-105.0,-115.0,-3.5,-110.0,-118.0,,,,
2024,4,regular,fbs,401636879,West Virginia,Kansas,2024-09-21T16:00:00+00:00,fanduel,total,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,56.5,,,52.5,,,-110.0,-110.0,-114.0,-114.0
2024,4,regular,fbs,401635552,Clemson,NC State,2024-09-21T16:00:00+00:00,fanduel,spread,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,-18.5,-110.0,-110.0,-22.5,-128.0,-102.0,,,,
2024,4,regular,fbs,401635552,Clemson,NC State,2024-09-21T16:00:00+00:00,fanduel,total,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,43.5,,,47.5,,,-115.0,-105.0,-122.0,-106.0
2024,4,regular,fbs,401628492,Ohio State,Marshall,2024-09-21T16:00:00+00:00,fanduel,spread,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,-39.5,-115.0,-105.0,-30.5,-125.0,-104.0,,,,
2024,4,regular,fbs,401628492,Ohio State,Marshall,2024-09-21T16:00:00+00:00,fanduel,total,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,52.5,,,58.5,,,-110.0,-110.0,-128.0,-102.0
2024,4,regular,fbs,401628486,Indiana,Charlotte,2024-09-21T16:00:00+00:00,fanduel,spread,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,-28.5,-110.0,-110.0,-32.5,-115.0,-113.0,,,,
2024,4,regular,fbs,401628486,Indiana,Charlotte,2024-09-21T16:00:00+00:00,fanduel,total,2024-09-21T13:00:39+00:00,2024-09-21T16:25:38+00:00,49.5,,,51.5,,,-115.0,-105.0,-102.0,-128.0
2024,4,regular,fbs,401628364,Kentucky,Ohio,2024-09-21T16:45:00+00:00,fanduel,spread,2024-09-21T13:45:38+00:00,2024-09-21T17:10:38+00:00,-19.5,-110.0,-110.0,-20.5,-104.0,-125.0,,,,
2024,4,regular,fbs,401628364,Kentucky,Ohio,2024-09-21T16:45:00+00:00,fanduel,total,2024-09-21T13:45:38+00:00,2024-09-21T17:10:38+00:00,41.5,,,38.5,,,-115.0,-105.0,-110.0,-118.0
2024,4,regular,fbs,401644735,Central Michigan,Ball State,2024-09-21T17:00:00+00:00,fanduel,spread,2024-09-21T14:00:39+00:00,2024-09-21T17:25:38+00:00,-6.5,-110.0,-110.0,-2.5,-128.0,-102.0,,,,
2024,4,regular,fbs,401644735,Central Michigan,Ball State,2024-09-21T17:00:00+00:00,fanduel,total,2024-09-21T14:00:39+00:00,2024-09-21T17:25:38+00:00,51.5,,,43.5,,,-105.0,-115.0,-110.0,-118.0
2024,4,regular,fbs,401636875,Iowa State,Arkansas State,2024-09-21T18:00:00+00:00,fanduel,spread,2024-09-21T15:00:38+00:00,2024-09-21T18:25:38+00:00,-20.5,-115.0,-105.0,-24.5,-114.0,-114.0,,,,
2024,4,regular,fbs,401636875,Iowa State,Arkansas State,2024-09-21T18:00:00+00:00,fanduel,total,2024-09-21T15:00:38+00:00,2024-09-21T18:25:38+00:00,51.5,,,53.5,,,-110.0,-110.0,-115.0,-113.0
2024,4,regular,fbs,401643715,Temple,Utah State,2024-09-21T18:00:00+00:00,fanduel,spread,2024-09-21T15:00:38+00:00,2024-09-21T18:25:38+00:00,6.5,-102.0,-120.0,8.5,-114.0,-114.0,,,,
2024,4,regular,fbs,401643715,Temple,Utah State,2024-09-21T18:00:00+00:00,fanduel,total,2024-09-21T15:00:38+00:00,2024-09-21T18:25:38+00:00,53.5,,,51.5,,,-110.0,-110.0,-106.0,-122.0
2024,4,regular,fbs,401635558,Coastal Carolina,Virginia,2024-09-21T18:00:00+00:00,fanduel,spread,2024-09-21T15:00:38+00:00,2024-09-21T18:25:38+00:00,3.5,-108.0,-112.0,5.5,-120.0,-108.0,,,,
2024,4,regular,fbs,401635558,Coastal Carolina,Virginia,2024-09-21T18:00:00+00:00,fanduel,total,2024-09-21T15:00:38+00:00,2024-09-21T18:25:38+00:00,53.5,,,56.5,,,-105.0,-115.0,-114.0,-114.0
2024,4,regular,fbs,401643713,Nevada,Eastern Washington,2024-09-21T19:00:00+00:00,fanduel,spread,2024-09-21T16:00:38+00:00,2024-09-21T19:25:38+00:00,-13.5,-110.0,-110.0,-21.5,-113.0,-115.0,,,,
2024,4,regular,fbs,401643713,Nevada,Eastern Washington,2024-09-21T19:00:00+00:00,fanduel,total,2024-09-21T16:00:38+00:00,2024-09-21T19:25:38+00:00,55.5,,,58.5,,,-110.0,-110.0,-115.0,-113.0
2024,4,regular,fbs,401641000,Jacksonville State,Southern Miss,2024-09-21T19:00:00+00:00,fanduel,spread,2024-09-21T16:00:38+00:00,2024-09-21T19:25:38+00:00,-5.5,-120.0,-102.0,-17.5,-110.0,-120.0,,,,
2024,4,regular,fbs,401641000,Jacksonville State,Southern Miss,2024-09-21T19:00:00+00:00,fanduel,total,2024-09-21T16:00:38+00:00,2024-09-21T19:25:38+00:00,59.5,,,61.5,,,-105.0,-115.0,-113.0,-115.0
2024,4,regular,fbs,401635554,Louisville,Georgia Tech,2024-09-21T19:30:00+00:00,fanduel,spread,2024-09-21T16:30:38+00:00,2024-09-21T19:55:38+00:00,-8.5,-108.0,-112.0,-6.5,-110.0,-118.0,,,,
2024,4,regular,fbs,401635554,Louisville,Georgia Tech,2024-09-21T19:30:00+00:00,fanduel,total,2024-09-21T16:30:38+00:00,2024-09-21T19:55:38+00:00,56.5,,,52.5,,,-105.0,-115.0,-110.0,-118.0
2024,4,regular,fbs,401628493,Penn State,Kent State,2024-09-21T19:30:00+00:00,fanduel,spread,2024-09-21T16:30:38+00:00,2024-09-21T19:55:38+00:00,-48.5,-120.0,-102.0,-49.5,-110.0,-110.0,,,,
2024,4,regular,fbs,401628493,Penn State,Kent State,2024-09-21T19:30:00+00:00,fanduel,total,2024-09-21T16:30:38+00:00,2024-09-21T19:55:38+00:00,57.5,,,58.5,,,-110.0,-110.0,-110.0,-110.0
2024,4,regular,fbs,401628489,Michigan,USC,2024-09-21T19:30:00+00:00,fanduel,spread,2024-09-21T16:30:38+00:00,2024-09-21T19:55:38+00:00,4.5,-112.0,-108.0,2.5,-102.0,-128.0,,,,
2024,4,regular,fbs,401628489,Michigan,USC,2024-09-21T19:30:00+00:00,fanduel,total,2024-09-21T16:30:38+00:00,2024-09-21T19:55:38+00:00,44.5,,,37.5,,,-102.0,-120.0,-118.0,-110.0
2024,4,regular,fbs,401628365,LSU,UCLA,2024-09-21T19:30:00+00:00,fanduel,spread,2024-09-21T16:30:38+00:00,2024-09-21T19:55:38+00:00,-21.5,-105.0,-115.0,-23.5,-110.0,-118.0,,,,
2024,4,regular,fbs,401628365,LSU,UCLA,2024-09-21T19:30:00+00:00,fanduel,total,2024-09-21T16:30:38+00:00,2024-09-21T19:55:38+00:00,56.5,,,60.5,,,-120.0,-102.0,-120.0,-110.0
2024,4,regular,fbs,401628979,Notre Dame,Miami (OH),2024-09-21T19:30:00+00:00,fanduel,spread,2024-09-21T16:30:38+00:00,2024-09-21T19:55:38+00:00,-27.5,-114.0,-106.0,-20.5,-128.0,-102.0,,,,
2024,4,regular,fbs,401628979,Notre Dame,Miami (OH),2024-09-21T19:30:00+00:00,fanduel,total,2024-09-21T16:30:38+00:00,2024-09-21T19:55:38+00:00,44.5,,,37.5,,,-105.0,-115.0,-132.0,102.0
2024,4,regular,fbs,401644736,Northern Illinois,Buffalo,2024-09-21T19:30:00+00:00,fanduel,spread,2024-09-21T16:30:38+00:00,2024-09-21T19:55:38+00:00,-13.5,102.0,-124.0,-16.5,-113.0,-115.0,,,,
