season,week,season_type,classification,game_id,home_team,away_team,commence_time,bookmaker,market,open_timestamp,close_timestamp,open_point,open_price_home,open_price_away,close_point,close_price_home,close_price_away,open_price_over,open_price_under,close_price_over,close_price_under,open_price_draw,close_price_draw
2025,2,regular,fbs,401754528,Louisville,James Madison,2025-09-05T23:00:00+00:00,fanduel,spread,2025-09-05T11:00:39+00:00,2025-09-06T00:55:40+00:00,-14.5,-104.0,-118.0,-5.5,-128.0,-104.0,,,,,,
2025,2,regular,fbs,401754528,Louisville,James Madison,2025-09-05T23:00:00+00:00,fanduel,total,2025-09-05T11:00:39+00:00,2025-09-06T00:55:40+00:00,55.5,,,38.5,,,-106.0,-114.0,102.0,-136.0,,
2025,2,regular,fbs,401754528,Louisville,James Madison,2025-09-05T23:00:00+00:00,fanduel,moneyline,2025-09-05T11:00:39+00:00,2025-09-06T00:55:40+00:00,,-650.0,460.0,,-330.0,240.0,,,,,,
2025,2,regular,fbs,401752817,Northwestern,Western Illinois,2025-09-05T23:30:00+00:00,fanduel,spread,2025-09-05T11:30:38+00:00,2025-09-06T01:25:38+00:00,-28.5,-105.0,-115.0,-35.5,-120.0,-110.0,,,,,,
2025,2,regular,fbs,401752817,Northwestern,Western Illinois,2025-09-05T23:30:00+00:00,fanduel,total,2025-09-05T11:30:38+00:00,2025-09-06T01:25:38+00:00,51.5,,,43.5,,,-110.0,-110.0,102.0,-136.0,,
2025,2,regular,fbs,401752817,Northwestern,Western Illinois,2025-09-05T23:30:00+00:00,fanduel,moneyline,2025-09-05T11:30:38+00:00,2025-09-05T23:35:38+00:00,,-8000.0,2000.0,,-50000.0,3500.0,,,,,,
2025,2,regular,fbs,401752826,Maryland,Northern Illinois,2025-09-05T23:30:00+00:00,fanduel,spread,2025-09-05T11:30:38+00:00,2025-09-06T01:25:38+00:00,-16.5,-110.0,-110.0,-14.5,-114.0,-114.0,,,,,,
2025,2,regular,fbs,401752826,Maryland,Northern Illinois,2025-09-05T23:30:00+00:00,fanduel,total,2025-09-05T11:30:38+00:00,2025-09-06T01:25:38+00:00,46.5,,,30.5,,,-110.0,-110.0,-110.0,-120.0,,
2025,2,regular,fbs,401752826,Maryland,Northern Illinois,2025-09-05T23:30:00+00:00,fanduel,moneyline,2025-09-05T11:30:38+00:00,2025-09-06T01:25:38+00:00,,-820.0,550.0,,-5000.0,1300.0,,,,,,
2025,2,regular,fbs,401760363,Boise State,Eastern Washington,2025-09-06T01:00:00+00:00,fanduel,spread,2025-09-05T13:00:39+00:00,2025-09-06T02:55:38+00:00,-29.5,-110.0,-110.0,-36.5,-136.0,102.0,,,,,,
2025,2,regular,fbs,401760363,Boise State,Eastern Washington,2025-09-06T01:00:00+00:00,fanduel,total,2025-09-05T13:00:39+00:00,2025-09-06T02:55:38+00:00,56.5,,,64.5,,,-110.0,-110.0,-110.0,-120.0,,
2025,2,regular,fbs,401760363,Boise State,Eastern Washington,2025-09-06T01:00:00+00:00,fanduel,moneyline,2025-09-05T13:00:39+00:00,2025-09-06T01:15:38+00:00,,-8000.0,2200.0,,-100000.0,4000.0,,,,,,
2025,2,regular,fbs,401754525,SMU,Baylor,2025-09-06T16:00:00+00:00,fanduel,spread,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,-2.5,-120.0,-102.0,-2.5,-115.0,-105.0,,,,,,
2025,2,regular,fbs,401754525,SMU,Baylor,2025-09-06T16:00:00+00:00,fanduel,total,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,64.5,,,64.5,,,-108.0,-112.0,-110.0,-110.0,,
2025,2,regular,fbs,401754525,SMU,Baylor,2025-09-06T16:00:00+00:00,fanduel,moneyline,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,,-150.0,125.0,,-140.0,116.0,,,,,,
2025,2,regular,fbs,401757227,Jacksonville State,Liberty,2025-09-06T16:00:00+00:00,fanduel,spread,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,6.5,-110.0,-110.0,6.5,-110.0,-110.0,,,,,,
2025,2,regular,fbs,401757227,Jacksonville State,Liberty,2025-09-06T16:00:00+00:00,fanduel,total,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,50.5,,,50.5,,,-110.0,-110.0,-110.0,-110.0,,
2025,2,regular,fbs,401757227,Jacksonville State,Liberty,2025-09-06T16:00:00+00:00,fanduel,moneyline,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,,195.0,-240.0,,195.0,-240.0,,,,,,
2025,2,regular,fbs,401752693,Texas,San José State,2025-09-06T16:00:00+00:00,fanduel,spread,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,-36.5,-118.0,-104.0,-36.5,-118.0,-104.0,,,,,,
2025,2,regular,fbs,401752693,Texas,San José State,2025-09-06T16:00:00+00:00,fanduel,total,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,52.5,,,52.5,,,-105.0,-115.0,-105.0,-115.0,,
2025,2,regular,fbs,401754618,Syracuse,UConn,2025-09-06T16:00:00+00:00,fanduel,spread,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,-6.5,-122.0,100.0,-6.5,-122.0,100.0,,,,,,
2025,2,regular,fbs,401754618,Syracuse,UConn,2025-09-06T16:00:00+00:00,fanduel,total,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,57.5,,,57.5,,,-105.0,-115.0,-105.0,-115.0,,
2025,2,regular,fbs,401754618,Syracuse,UConn,2025-09-06T16:00:00+00:00,fanduel,moneyline,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,,-250.0,202.0,,-255.0,205.0,,,,,,
2025,2,regular,fbs,401754524,NC State,Virginia,2025-09-06T16:00:00+00:00,fanduel,spread,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,-3.5,102.0,-124.0,-3.5,102.0,-124.0,,,,,,
2025,2,regular,fbs,401754524,NC State,Virginia,2025-09-06T16:00:00+00:00,fanduel,total,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,54.5,,,54.5,,,-105.0,-115.0,-105.0,-115.0,,
2025,2,regular,fbs,401754524,NC State,Virginia,2025-09-06T16:00:00+00:00,fanduel,moneyline,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,,-150.0,125.0,,-150.0,125.0,,,,,,
2025,2,regular,fbs,401752811,Penn State,Florida International,2025-09-06T16:00:00+00:00,fanduel,spread,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,-41.5,-118.0,-104.0,-41.5,-120.0,-102.0,,,,,,
2025,2,regular,fbs,401752811,Penn State,Florida International,2025-09-06T16:00:00+00:00,fanduel,total,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,53.5,,,53.5,,,-115.0,-105.0,-110.0,-110.0,,
2025,2,regular,fbs,401752813,Minnesota,Northwestern State,2025-09-06T16:00:00+00:00,fanduel,spread,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,-43.5,-110.0,-110.0,-43.5,-110.0,-110.0,,,,,,
2025,2,regular,fbs,401752813,Minnesota,Northwestern State,2025-09-06T16:00:00+00:00,fanduel,total,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,50.5,,,50.5,,,-110.0,-110.0,-110.0,-110.0,,
2025,2,regular,fbs,401754621,Florida State,East Texas A&M,2025-09-06T16:00:00+00:00,fanduel,spread,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,-44.5,-110.0,-110.0,-44.5,-110.0,-110.0,,,,,,
2025,2,regular,fbs,401754621,Florida State,East Texas A&M,2025-09-06T16:00:00+00:00,fanduel,total,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,57.5,,,57.5,,,-110.0,-110.0,-110.0,-110.0,,
2025,2,regular,fbs,401756885,Texas Tech,Kent State,2025-09-06T16:00:00+00:00,fanduel,spread,2025-09-06T04:00:39+00:00,2025-09-06T12:50:39+00:00,-48.5,-118.0,-104.0,-48.5,-118.0,-104.0,,,,,,
