kickoff,away_team,home_team,home_proj_points,away_proj_points,spread_home_minus_away,total_points,home_win_prob,away_win_prob,home_moneyline,away_moneyline
10/24/2025 18:00,Columbia,Dartmouth,34.745555896730245,17.874774260727186,16.87078163600306,52.62033015745743,0.8541555466735965,0.1458444533264035,-585.6620030396186,585.6620030396186
10/24/2025 22:30,Montana,Sacramento St.,28.853530867465146,31.101307245953144,-2.2477763784879983,59.95483811341829,0.44413799724262293,0.5558620027573771,125.15524593896022,-125.15524593896022
10/25/2025 12:00,New Haven,LIU,26.579605731071858,23.62541849534909,2.9541872357227668,50.205024226420946,0.5732430016855248,0.4267569983144752,-134.32538984705874,134.32538984705874
10/25/2025 12:00,Penn,Yale,29.430926481403112,23.78763671639674,5.643289765006372,53.21856319779985,0.6378454235376005,0.36215457646239946,-176.12518658971703,176.12518658971703
10/25/2025 12:00,Stonehill,Mercyhurst,24.769147015376824,21.71030067644098,3.058846338935844,46.4794476918178,0.5758068897474014,0.42419311025259865,-135.74168835616393,135.74168835616393
10/25/2025 12:00,Presbyterian,Dayton,25.886086755076455,27.889371399712296,-2.0032846446358406,53.77545815478875,0.4501805145796451,0.5498194854203549,122.1331149647264,-122.13311496472639
10/25/2025 12:00,Georgetown,Bucknell,29.028225041859987,30.72151440355049,-1.6932893616905034,59.749739445410476,0.4578583848231728,0.5421416151768272,118.40814390375422,-118.40814390375424
10/25/2025 12:00,Drake,Marist,19.435212785361273,25.08786030465633,-5.6526475192950585,44.523073090017604,0.3619353446798004,0.6380646553201996,176.29244137089938,-176.29244137089938
10/25/2025 12:00,Harvard,Princeton,18.511688133037403,33.644108881599394,-15.13242074856199,52.155797014636796,0.17213134890074577,0.8278686510992542,480.9517013525637,-480.9517013525637
10/25/2025 12:00,San Diego,Davidson,24.81393982746894,37.29023630673831,-12.476296479269369,62.10417613420725,0.21776356653385032,0.7822364334661497,359.21363978237133,-359.21363978237133
10/25/2025 12:00,Duquesne,Wagner,20.761020786488945,30.26627211611971,-9.505251329630763,51.02729290260865,0.2762299027135757,0.7237700972864243,262.01728711351916,-262.01728711351916
10/25/2025 13:00,Delaware St.,N.C. Central,35.52187963251985,24.085798450003182,11.436081182516666,59.60767808252303,0.762619799942073,0.23738020005792704,-321.26512647473277,321.26512647473277
10/25/2025 13:00,Bryant,Rhode Island,29.75737630090586,15.969652791871003,13.787723509034858,45.72702909277686,0.805582691924438,0.194417308075562,-414.3574972303089,414.3574972303089
10/25/2025 13:00,Colgate,Holy Cross,24.957644833360018,28.95481385339873,-3.9971690200387116,53.91245868675875,0.4013620914355378,0.5986379085644622,149.15158191032313,-149.15158191032313
10/25/2025 13:00,Elon,Maine,19.32987300472106,23.178821872060208,-3.84894886733915,42.50869487678126,0.404948347259218,0.595051652740782,146.9450750369093,-146.9450750369093
10/25/2025 13:00,Brown,Cornell,25.886655875471632,24.926748880722297,0.9599069947493355,50.81340475619393,0.5239198678411936,0.4760801321588064,-110.0486729965932,110.0486729965932
10/25/2025 13:00,William & Mary,New Hampshire,22.234782127581077,28.94076615376334,-6.705984026182264,51.17554828134442,0.33756275517951917,0.6624372448204808,196.24121282817183,-196.24121282817183
10/25/2025 13:00,St. Thomas (MN),Stetson,26.130787592019047,37.782312752149465,-11.651525160130419,63.91310034416851,0.23323936370871756,0.7667606362912824,328.7440953787098,-328.7440953787098
10/25/2025 13:00,Lehigh,Fordham,14.849418634653466,37.83418318486829,-22.98476455021482,52.683601819521755,0.07542326471615368,0.9245767352838463,1225.8508548567593,-1225.8508548567593
10/25/2025 13:00,Campbell,N.C. A&T,29.529629687112585,25.89575191210824,3.633877775004347,55.42538159922083,0.5898337576551681,0.4101662423448319,-143.80358419630437,143.80358419630437
10/25/2025 13:00,Southeast Mo. St.,Tennessee Tech,36.95260248275431,17.012502650516733,19.940099832237575,53.96510513327104,0.8936648310322166,0.10633516896778339,-840.4226369386523,840.4226369386523
10/25/2025 13:00,Morehead St.,Valparaiso,29.43274064070721,26.6388882967837,2.7938523439235077,56.071628937490914,0.5693092224375564,0.43069077756244356,-132.18514351750088,132.18514351750088
10/25/2025 14:00,Murray St.,Youngstown St.,40.68030870678187,24.426392928222615,16.253915778559257,65.10670163500448,0.8451542889148465,0.15484571108515355,-545.8041317334743,545.8041317334743
10/25/2025 14:00,Central Ark.,West Ga.,29.09737651745047,25.81872895588392,3.278647561566551,54.91610547333439,0.581180916828426,0.418819083171574,-138.76657969530453,138.76657969530453
10/25/2025 14:00,Monmouth,Hampton,27.734414554220532,41.26043093844743,-13.526016384226896,68.99484549266796,0.19895046332522426,0.8010495366747757,402.6376834143383,-402.6376834143383
10/25/2025 14:00,The Citadel,Furman,32.315179075380755,22.39727470498455,9.9179043703962,54.71245378036531,0.7323279893021523,0.26767201069784774,-273.5915448884251,273.5915448884251
10/25/2025 14:00,Illinois St.,South Dakota,30.48104531552379,28.20593076810183,2.2751145474219605,58.68697608362562,0.5565368748722217,0.4434631251277783,-125.49789223441354,125.49789223441354
10/25/2025 14:00,South Carolina St.,Norfolk St.,23.142323612031092,26.318865418813303,-3.176541806782211,49.461189030844395,0.4213136966125425,0.5786863033874575,137.3528342515865,-137.3528342515865
10/25/2025 14:00,Eastern Ill.,Charleston So.,27.345133101293648,28.81841936044343,-1.4732862591497806,56.163552461737076,0.4633170839067569,0.5366829160932431,115.83490761183569,-115.8349076118357
10/25/2025 14:30,Western Ill.,Tennessee St.,29.08256870770497,26.288873238731348,2.7936954689736204,55.37144194643632,0.5693053701110347,0.43069462988896534,-132.18306674912657,132.18306674912657
