season,season_type,week,game_id,start_date,home_team,away_team,actual_home_points,actual_away_points,actual_margin,actual_total,model_spread,model_total,home_win_prob,market_spread,market_total,home_moneyline,away_moneyline,spread_edge,total_edge,spread_error,total_error,brier,model_pick,bet_tracked,bet_result
2016,regular,1,400869090,2016-08-27T02:00:00,California,Hawai'i,51,31,20,82,,,,,,,,,,,,,,False,
2016,regular,1,400869341,2016-09-01T23:00:00,Louisville,Charlotte,70,14,56,84,,,,,,,,,,,,,,False,
2016,regular,1,400869421,2016-09-01T23:00:00,Wake Forest,Tulane,7,3,4,10,,,,,,,,,,,,,,False,
2016,regular,1,400869342,2016-09-01T23:30:00,Florida International,Indiana,13,34,-21,47,,,,,,,,,,,,,,False,
2016,regular,1,400868977,2016-09-01T23:30:00,Tennessee,App State,20,13,7,33,,,,,,,,,,,,,,False,
2016,regular,1,400869347,2016-09-02T00:00:00,Western Kentucky,Rice,46,14,32,60,,,,,,,,,,,,,,False,
2016,regular,1,400868968,2016-09-02T00:00:00,Vanderbilt,South Carolina,10,13,-3,23,,,,,,,,,,,,,,False,
2016,regular,1,400869092,2016-09-02T01:00:00,Minnesota,Oregon State,30,23,7,53,,,,,,,,,,,,,,False,
2016,regular,1,400869258,2016-09-02T23:00:00,Georgia State,Ball State,21,31,-10,52,,,,,,,,,,,,,,False,
2016,regular,1,400868910,2016-09-02T23:00:00,Temple,Army,13,28,-15,41,,,,,,,,,,,,,,False,
2016,regular,1,400869093,2016-09-03T00:00:00,Colorado,Colorado State,44,7,37,51,,,,,,,,,,,,,,False,
2016,regular,1,400869094,2016-09-03T01:00:00,Stanford,Kansas State,26,13,13,39,,,,,,,,,,,,,,False,
2016,regular,1,400869265,2016-09-03T01:00:00,Arkansas State,Toledo,10,31,-21,41,,,,,,,,,,,,,,False,
2016,regular,1,400869424,2016-09-03T11:30:00,Boston College,Georgia Tech,14,17,-3,31,,,,,,,,,,,,,,False,
2016,regular,1,400868976,2016-09-03T16:00:00,West Virginia,Missouri,26,11,15,37,,,,,,,,,,,,,,False,
2016,regular,1,400868975,2016-09-03T16:00:00,Mississippi State,South Alabama,20,21,-1,41,,,,,,,,,,,,,,False,
2016,regular,1,400869267,2016-09-03T16:00:00,Northwestern,Western Michigan,21,22,-1,43,,,,,,,,,,,,,,False,
2016,regular,1,400869176,2016-09-03T16:00:00,Louisiana,Boise State,10,45,-35,55,,,,,,,,,,,,,,False,
2016,regular,1,400869507,2016-09-03T16:00:00,Houston,Oklahoma,33,23,10,56,,,,,,,,,,,,,,False,
2016,regular,1,400869260,2016-09-03T16:00:00,Ohio State,Bowling Green,77,10,67,87,,,,,,,,,,,,,,False,
2016,regular,1,400869180,2016-09-03T16:00:00,Michigan,Hawai'i,63,3,60,66,,,,,,,,,,,,,,False,
2016,regular,1,400869097,2016-09-03T18:00:00,Washington,Rutgers,48,13,35,61,,,,,,,,,,,,,,False,
2016,regular,1,400869264,2016-09-03T19:30:00,Ohio,Texas State,54,56,-2,110,,,,,,,,,,,,,,False,
2016,regular,1,400869261,2016-09-03T19:30:00,Penn State,Kent State,33,13,20,46,,,,,,,,,,,,,,False,
2016,regular,1,400869262,2016-09-03T19:30:00,Iowa,Miami (OH),45,21,24,66,,,,,,,,,,,,,,False,
2016,regular,1,400868978,2016-09-03T19:30:00,Texas A&M,UCLA,31,24,7,55,,,,,,,,,,,,,,False,
2016,regular,1,400868974,2016-09-03T19:30:00,Wisconsin,LSU,16,14,2,30,,,,,,,,,,,,,,False,
2016,regular,1,400868970,2016-09-03T20:00:00,Arkansas,Louisiana Tech,21,20,1,41,,,,,,,,,,,,,,False,
2016,regular,1,400868972,2016-09-03T21:30:00,North Carolina,Georgia,24,33,-9,57,,,,,,,,,,,,,,False,
2016,regular,1,400869183,2016-09-03T23:00:00,Tulsa,San José State,45,10,35,55,,,,,,,,,,,,,,False,
2016,regular,1,400869345,2016-09-03T23:00:00,North Texas,SMU,21,34,-13,55,,,,,,,,,,,,,,False,
2016,regular,1,400868973,2016-09-03T23:30:00,Kentucky,Southern Miss,35,44,-9,79,,,,,,,,,,,,,,False,
2016,regular,1,400868957,2016-09-03T23:30:00,Florida,Massachusetts,24,7,17,31,,,,,,,,,,,,,,False,
2016,regular,1,400869179,2016-09-04T00:00:00,Nebraska,Fresno State,43,10,33,53,,,,,,,,,,,,,,False,
2016,regular,1,400869348,2016-09-04T00:00:00,UTEP,New Mexico State,38,22,16,60,,,,,,,,,,,,,,False,
2016,regular,1,400868969,2016-09-04T00:00:00,Alabama,USC,52,6,46,58,,,,,,,,,,,,,,False,
2016,regular,1,400868971,2016-09-04T01:00:00,Auburn,Clemson,13,19,-6,32,,,,,,,,,,,,,,False,
2016,regular,1,400868922,2016-09-04T02:30:00,Arizona,BYU,16,18,-2,34,,,,,,,,,,,,,,False,
2016,regular,1,400869178,2016-09-04T02:30:00,Wyoming,Northern Illinois,40,34,6,74,,,,,,,,,,,,,,False,
2016,regular,1,400868946,2016-09-04T23:30:00,Texas,Notre Dame,50,47,3,97,,,,,,,,,,,,,,False,
2016,regular,1,400868979,2016-09-06T00:00:00,Florida State,Ole Miss,45,34,11,79,,,,,,,,,,,,,,False,
2016,regular,2,400869351,2016-09-09T23:30:00,Florida International,Maryland,14,41,-27,55,,,,,,,,,,,,,,False,
2016,regular,2,400869429,2016-09-10T00:00:00,Syracuse,Louisville,28,62,-34,90,,,,,,,,,,,,,,False,
2016,regular,2,400869510,2016-09-10T16:00:00,Michigan,UCF,51,14,37,65,,,,,,,,,,,,,,False,
2016,regular,2,400869270,2016-09-10T16:00:00,Oklahoma State,Central Michigan,27,30,-3,57,,,,,,,,,,,,,,False,
2016,regular,2,400869435,2016-09-10T16:00:00,East Carolina,NC State,33,30,3,63,,,,,,,,,,,,,,False,
2016,regular,2,400868911,2016-09-10T16:00:00,Army,Rice,31,14,17,45,,,,,,,,,,,,,,False,
2016,regular,2,400869511,2016-09-10T16:00:00,Purdue,Cincinnati,20,38,-18,58,,,,,,,,,,,,,,False,
2016,regular,2,400869436,2016-09-10T16:00:00,Pittsburgh,Penn State,42,39,3,81,,,,,,,,,,,,,,False,
2016,regular,2,400869187,2016-09-10T16:00:00,Nebraska,Wyoming,52,17,35,69,,,,,,,,,,,,,,False,
2016,regular,2,400868958,2016-09-10T16:00:00,Massachusetts,Boston College,7,26,-19,33,,,,,,,,,,,,,,False,
2016,regular,2,400869430,2016-09-10T16:30:00,Clemson,Troy,30,24,6,54,,,,,,,,,,,,,,False,
2016,regular,2,400869101,2016-09-10T18:00:00,USC,Utah State,45,7,38,52,,,,,,,,,,,,,,False,
2016,regular,2,400869184,2016-09-10T18:00:00,Air Force,Georgia State,48,14,34,62,,,,,,,,,,,,,,False,
2016,regular,2,400869277,2016-09-10T18:30:00,Kansas,Ohio,21,37,-16,58,,,,,,,,,,,,,,False,
2016,regular,2,400869516,2016-09-10T19:30:00,Ohio State,Tulsa,48,3,45,51,,,,,,,,,,,,,,False,
2016,regular,2,400868980,2016-09-10T19:30:00,Alabama,Western Kentucky,38,10,28,48,,,,,,,,,,,,,,False,
2016,regular,2,400869268,2016-09-10T19:30:00,Wisconsin,Akron,54,10,44,64,,,,,,,,,,,,,,False,
2016,regular,2,400869431,2016-09-10T19:30:00,Duke,Wake Forest,14,24,-10,38,,,,,,,,,,,,,,False,
2016,regular,2,400869355,2016-09-10T19:30:00,App State,Old Dominion,31,7,24,38,,,,,,,,,,,,,,False,
2016,regular,2,400868877,2016-09-10T19:30:00,Baylor,SMU,40,13,27,53,,,,,,,,,,,,,,False,
2016,regular,2,400869512,2016-09-10T19:30:00,Navy,UConn,28,24,4,52,,,,,,,,,,,,,,False,
2016,regular,2,400868983,2016-09-10T19:30:00,Florida,Kentucky,45,7,38,52,,,,,,,,,,,,,,False,
2016,regular,2,400868947,2016-09-10T19:30:00,Notre Dame,Nevada,39,10,29,49,,,,,,,,,,,,,,False,
2016,regular,2,400869269,2016-09-10T20:00:00,Indiana,Ball State,30,20,10,50,,,,,,,,,,,,,,False,
2016,regular,2,400869185,2016-09-10T20:00:00,Colorado State,UTSA,23,14,9,37,,,,,,,,,,,,,,False,
2016,regular,2,400868991,2016-09-10T20:00:00,Vanderbilt,Middle Tennessee,47,24,23,71,,,,,,,,,,,,,,False,
2016,regular,2,400869105,2016-09-10T21:00:00,Washington,Idaho,59,14,45,73,,,,,,,,,,,,,,False,
2016,regular,2,400869719,2016-09-10T22:00:00,Miami,Florida Atlantic,38,10,28,48,,,,,,,,,,,,,,False,
2016,regular,2,400869612,2016-09-10T23:00:00,Oklahoma,UL Monroe,59,17,42,76,,,,,,,,,,,,,,False,
2016,regular,2,400869357,2016-09-10T23:00:00,Texas,UTEP,41,7,34,48,,,,,,,,,,,,,,False,
2016,regular,2,400868987,2016-09-10T23:00:00,Mississippi State,South Carolina,27,14,13,41,,,,,,,,,,,,,,False,
2016,regular,2,400869811,2016-09-10T23:00:00,South Alabama,Georgia Southern,9,24,-15,33,,,,,,,,,,,,,,False,
2016,regular,2,400869273,2016-09-10T23:00:00,South Florida,Northern Illinois,48,17,31,65,,,,,,,,,,,,,,False,
2016,regular,2,400868981,2016-09-10T23:00:00,TCU,Arkansas,38,41,-3,79,,,,,,,,,,,,,,False,
2016,regular,2,400869434,2016-09-10T23:30:00,Illinois,North Carolina,23,48,-25,71,,,,,,,,,,,,,,False,
2016,regular,2,400868923,2016-09-10T23:30:00,Utah,BYU,20,19,1,39,,,,,,,,,,,,,,False,
2016,regular,2,400868982,2016-09-10T23:30:00,Auburn,Arkansas State,51,14,37,65,,,,,,,,,,,,,,False,
2016,regular,2,400868888,2016-09-10T23:30:00,Iowa,Iowa State,42,3,39,45,,,,,,,,,,,,,,False,
2016,regular,2,400868988,2016-09-10T23:30:00,Missouri,Eastern Michigan,61,21,40,82,,,,,,,,,,,,,,False,
2016,regular,2,400869102,2016-09-11T00:00:00,UCLA,UNLV,42,21,21,63,10.821370456967461,50.713928907387725,0.764675872005688,,,,,,,-10.178629543032539,-12.286071092612275,0.05537744521628334,,False,
2016,regular,2,400869186,2016-09-11T00:00:00,New Mexico State,New Mexico,32,31,1,63,,,,,,,,,,,,,,False,
2016,regular,2,400868989,2016-09-11T00:00:00,Tennessee,Virginia Tech,45,24,21,69,,,,,,,,,,,,,,False,
2016,regular,2,400869100,2016-09-11T02:00:00,Arizona State,Texas Tech,68,55,13,123,,,,,,,,,,,,,,False,
2016,regular,2,400869106,2016-09-11T02:15:00,Boise State,Washington State,31,28,3,59,,,,,,,,,,,,,,False,
2016,regular,2,400869107,2016-09-11T02:30:00,San Diego State,California,45,40,5,85,,,,,,,,,,,,,,False,
2016,regular,2,400869104,2016-09-11T02:30:00,Oregon,Virginia,44,26,18,70,,,,,,,,,,,,,,False,
2016,regular,3,400869517,2016-09-15T23:30:00,Cincinnati,Houston,16,40,-24,56,,,,,,,,,,,,,,False,
2016,regular,3,400869361,2016-09-17T00:00:00,Rice,Baylor,10,38,-28,48,,,,,,,,,,,,,,False,
2016,regular,3,400869193,2016-09-17T01:00:00,Utah State,Arkansas State,34,20,14,54,,,,,,,,,,,,,,False,
2016,regular,3,400869109,2016-09-17T01:30:00,UTSA,Arizona State,28,32,-4,60,,,,,,,,,,,,,,False,
2016,regular,3,400869000,2016-09-17T16:00:00,Tennessee,Ohio,28,19,9,47,,,,,,,,,,,,,,False,
2016,regular,3,400869278,2016-09-17T16:00:00,Marshall,Akron,38,65,-27,103,,,,,,,,,,,,,,False,
2016,regular,3,400869720,2016-09-17T16:00:00,App State,Miami,10,45,-35,55,,,,,,,,,,,,,,False,
2016,regular,3,400869192,2016-09-17T16:00:00,Rutgers,New Mexico,37,28,9,65,,,,,,,,,,,,,,False,
2016,regular,3,400869519,2016-09-17T16:00:00,Penn State,Temple,34,27,7,61,,,,,,,,,,,,,,False,
2016,regular,3,400869520,2016-09-17T16:00:00,Memphis,Kansas,43,7,36,50,,,,,,,,,,,,,,False,
2016,regular,3,400869281,2016-09-17T16:00:00,Bowling Green,Middle Tennessee,21,41,-20,62,,,,,,,,,,,,,,False,
2016,regular,3,400868889,2016-09-17T16:00:00,TCU,Iowa State,41,20,21,61,,,,,,,,,,,,,,False,
2016,regular,3,400869440,2016-09-17T16:00:00,Louisville,Florida State,63,20,43,83,,,,,,,,,,,,,,False,
2016,regular,3,400869657,2016-09-17T16:00:00,Wisconsin,Georgia State,23,17,6,40,,,,,,,,,,,,,,False,
2016,regular,3,400869001,2016-09-17T16:30:00,Georgia Tech,Vanderbilt,38,7,31,45,,,,,,,,,,,,,,False,
2016,regular,3,400869444,2016-09-17T17:30:00,UConn,Virginia,13,10,3,23,,,,,,,,,,,,,,False,
2016,regular,3,400869116,2016-09-17T18:00:00,Washington State,Idaho,56,6,50,62,,,,,,,,,,,,,,False,
2016,regular,3,400869358,2016-09-17T18:30:00,Kansas State,Florida Atlantic,63,7,56,70,,,,,,,,,,,,,,False,
2016,regular,3,400869195,2016-09-17T19:00:00,Toledo,Fresno State,52,17,35,69,,,,,,,,,,,,,,False,
2016,regular,3,400869198,2016-09-17T19:00:00,Central Michigan,UNLV,44,21,23,65,,,,,,,,,,,,,,False,
2016,regular,3,400869197,2016-09-17T19:30:00,Northern Illinois,San Diego State,28,42,-14,70,,,,,,,,,,,,,,False,
2016,regular,3,400869111,2016-09-17T19:30:00,Michigan,Colorado,45,28,17,73,,,,,,,,,,,,,,False,
2016,regular,3,400869437,2016-09-17T19:30:00,Virginia Tech,Boston College,49,0,49,49,,,,,,,,,,,,,,False,
2016,regular,3,400869443,2016-09-17T19:30:00,Syracuse,South Florida,20,45,-25,65,,,,,,,,,,,,,,False,
2016,regular,3,400869442,2016-09-17T19:30:00,Oklahoma State,Pittsburgh,45,38,7,83,,,,,,,,,,,,,,False,
2016,regular,3,400869283,2016-09-17T19:30:00,Miami (OH),Western Kentucky,24,31,-7,55,,,,,,,,,,,,,,False,
2016,regular,3,400868959,2016-09-17T19:30:00,Massachusetts,Florida International,21,13,8,34,,,,,,,,,,,,,,False,
2016,regular,3,400869113,2016-09-17T19:30:00,Nebraska,Oregon,35,32,3,67,,,,,,,,,,,,,,False,
2016,regular,3,400868997,2016-09-17T19:30:00,Ole Miss,Alabama,43,48,-5,91,,,,,,,,,,,,,,False,
2016,regular,3,400868999,2016-09-17T20:00:00,South Carolina,East Carolina,20,15,5,35,,,,,,,,,,,,,,False,
2016,regular,3,400868995,2016-09-17T20:00:00,Kentucky,New Mexico State,62,42,20,104,,,,,,,,,,,,,,False,
2016,regular,3,400869284,2016-09-17T20:00:00,Illinois,Western Michigan,10,34,-24,44,,,,,,,,,,,,,,False,
2016,regular,3,400869360,2016-09-17T22:00:00,NC State,Old Dominion,49,22,27,71,,,,,,,,,,,,,,False,
2016,regular,3,400869280,2016-09-17T22:00:00,Charlotte,Eastern Michigan,19,37,-18,56,,,,,,,,,,,,,,False,
2016,regular,3,400869813,2016-09-17T22:00:00,Georgia Southern,UL Monroe,23,21,2,44,,,,,,,,,,,,,,False,
2016,regular,3,400868993,2016-09-17T23:00:00,Auburn,Texas A&M,16,29,-13,45,,,,,,,,,,,,,,False,
2016,regular,3,400868996,2016-09-17T23:00:00,LSU,Mississippi State,23,20,3,43,,,,,,,,,,,,,,False,
2016,regular,3,400869518,2016-09-17T23:00:00,UCF,Maryland,24,30,-6,54,,,,,,,,,,,,,,False,
2016,regular,3,400869521,2016-09-17T23:00:00,Tulane,Navy,14,21,-7,35,,,,,,,,,,,,,,False,
2016,regular,3,400869814,2016-09-17T23:00:00,Louisiana,South Alabama,28,23,5,51,,,,,,,,,,,,,,False,
2016,regular,3,400869362,2016-09-17T23:00:00,Southern Miss,Troy,31,37,-6,68,,,,,,,,,,,,,,False,
2016,regular,3,400868912,2016-09-17T23:00:00,UTEP,Army,14,66,-52,80,,,,,,,,,,,,,,False,
2016,regular,3,400869359,2016-09-17T23:00:00,Texas Tech,Louisiana Tech,59,45,14,104,,,,,,,,,,,,,,False,
2016,regular,3,400869613,2016-09-17T23:30:00,Oklahoma,Ohio State,24,45,-21,69,,,,,,,,,,,,,,False,
2016,regular,3,400868998,2016-09-17T23:30:00,Missouri,Georgia,27,28,-1,55,,,,,,,,,,,,,,False,
2016,regular,3,400868994,2016-09-17T23:30:00,Florida,North Texas,32,0,32,32,,,,,,,,,,,,,,False,
2016,regular,3,400868992,2016-09-17T23:30:00,Arkansas,Texas State,42,3,39,45,,,,,,,,,,,,,,False,
2016,regular,3,400868948,2016-09-17T23:30:00,Notre Dame,Michigan State,28,36,-8,64,,,,,,,,,,,,,,False,
2016,regular,3,400869110,2016-09-18T00:00:00,Stanford,USC,27,10,17,37,,,,,,,,,,,,,,False,
2016,regular,3,400869439,2016-09-18T00:00:00,Northwestern,Duke,24,13,11,37,,,,,,,,,,,,,,False,
2016,regular,3,400869196,2016-09-18T01:00:00,Nevada,Buffalo,38,14,24,52,,,,,,,,,,,,,,False,
2016,regular,3,400868924,2016-09-18T02:15:00,BYU,UCLA,14,17,-3,31,8.498673461060221,41.20494443821839,0.7144996157021846,,,,,,,11.498673461060221,10.20494443821839,0.5105097008385694,,False,
2016,regular,3,400869112,2016-09-18T02:30:00,San José State,Utah,17,34,-17,51,,,,,,,,,,,,,,False,
2016,regular,3,400869117,2016-09-18T02:30:00,California,Texas,50,43,7,93,,,,,,,,,,,,,,False,
2016,regular,3,400869108,2016-09-18T02:45:00,Arizona,Hawai'i,47,28,19,75,,,,,,,,,,,,,,False,
2016,regular,4,400869446,2016-09-22T23:30:00,Georgia Tech,Clemson,7,26,-19,33,,,,,,,,,,,,,,False,
2016,regular,4,400869201,2016-09-23T23:30:00,Eastern Michigan,Wyoming,27,24,3,51,,,,,,,,,,,,,,False,
2016,regular,4,400869524,2016-09-24T00:00:00,SMU,TCU,3,33,-30,36,-4.657731737178079,55.248277556351425,0.37808450649461756,,,,,,,25.34226826282192,19.248277556351425,0.1429478940512785,,False,
2016,regular,4,400869118,2016-09-24T01:00:00,Utah,USC,31,27,4,58,,,,,,,,,,,,,,False,
2016,regular,4,400869200,2016-09-24T16:00:00,Minnesota,Colorado State,31,24,7,55,,,,,,,,,,,,,,False,
2016,regular,4,400869448,2016-09-24T16:00:00,South Florida,Florida State,35,55,-20,90,,,,,,,,,,,,,,False,
2016,regular,4,400869659,2016-09-24T16:00:00,Michigan State,Wisconsin,6,30,-24,36,,,,,,,,,,,,,,False,
2016,regular,4,400869634,2016-09-24T16:00:00,Rutgers,Iowa,7,14,-7,21,,,,,,,,,,,,,,False,
2016,regular,4,400869005,2016-09-24T16:00:00,Ole Miss,Georgia,45,14,31,59,,,,,,,,,,,,,,False,
2016,regular,4,400869002,2016-09-24T16:00:00,Alabama,Kent State,48,0,48,48,,,,,,,,,,,,,,False,
2016,regular,4,400869204,2016-09-24T16:00:00,Iowa State,San José State,44,10,34,54,,,,,,,,,,,,,,False,
2016,regular,4,400869203,2016-09-24T16:00:00,Purdue,Nevada,24,14,10,38,,,,,,,,,,,,,,False,
2016,regular,4,400869363,2016-09-24T16:00:00,Temple,Charlotte,48,20,28,68,,,,,,,,,,,,,,False,
2016,regular,4,400869288,2016-09-24T16:30:00,Virginia,Central Michigan,49,35,14,84,,,,,,,,,,,,,,False,
2016,regular,4,400869451,2016-09-24T16:30:00,Virginia Tech,East Carolina,54,17,37,71,,,,,,,,,,,,,,False,
2016,regular,4,400869450,2016-09-24T17:00:00,UConn,Syracuse,24,31,-7,55,,,,,,,,,,,,,,False,
2016,regular,4,400869285,2016-09-24T19:30:00,Akron,App State,38,45,-7,83,,,,,,,,,,,,,,False,
2016,regular,4,400869291,2016-09-24T19:30:00,Cincinnati,Miami (OH),27,20,7,47,,,,,,,,,,,,,,False,
2016,regular,4,400868925,2016-09-24T19:30:00,West Virginia,BYU,35,32,3,67,,,,,,,,,,,,,,False,
2016,regular,4,400869123,2016-09-24T19:30:00,Oregon State,Boise State,24,38,-14,62,,,,,,,,,,,,,,False,
2016,regular,4,400869449,2016-09-24T19:30:00,North Carolina,Pittsburgh,37,36,1,73,,,,,,,,,,,,,,False,
2016,regular,4,400869452,2016-09-24T19:30:00,Indiana,Wake Forest,28,33,-5,61,,,,,,,,,,,,,,False,
2016,regular,4,400869658,2016-09-24T19:30:00,Michigan,Penn State,49,10,39,59,,,,,,,,,,,,,,False,
2016,regular,4,400868960,2016-09-24T19:30:00,Massachusetts,Mississippi State,35,47,-12,82,,,,,,,,,,,,,,False,
2016,regular,4,400869007,2016-09-24T19:30:00,Tennessee,Florida,38,28,10,66,,,,,,,,,,,,,,False,
2016,regular,4,400869368,2016-09-24T19:30:00,Old Dominion,UTSA,33,19,14,52,,,,,,,,,,,,,,False,
2016,regular,4,400868949,2016-09-24T19:30:00,Notre Dame,Duke,35,38,-3,73,,,,,,,,,,,,,,False,
2016,regular,4,400869009,2016-09-24T20:30:00,Western Kentucky,Vanderbilt,30,31,-1,61,,,,,,,,,,,,,,False,
2016,regular,4,400869202,2016-09-24T20:30:00,Fresno State,Tulsa,41,48,-7,89,,,,,,,,,,,,,,False,
2016,regular,4,400869122,2016-09-24T21:30:00,Oregon,Colorado,38,41,-3,79,,,,,,,,,,,,,,False,
2016,regular,4,400869286,2016-09-24T22:00:00,Florida Atlantic,Ball State,27,31,-4,58,,,,,,,,,,,,,,False,
2016,regular,4,400869003,2016-09-24T22:00:00,Auburn,LSU,18,13,5,31,,,,,,,,,,,,,,False,
2016,regular,4,400869367,2016-09-24T22:00:00,Rice,North Texas,35,42,-7,77,,,,,,,,,,,,,,False,
2016,regular,4,400869365,2016-09-24T23:00:00,Middle Tennessee,Louisiana Tech,38,34,4,72,,,,,,,,,,,,,,False,
2016,regular,4,400869525,2016-09-24T23:00:00,Texas State,Houston,3,64,-61,67,,,,,,,,,,,,,,False,
2016,regular,4,400869816,2016-09-24T23:00:00,Troy,New Mexico State,52,6,46,58,,,,,,,,,,,,,,False,
2016,regular,4,400868913,2016-09-24T23:00:00,Buffalo,Army,23,20,3,43,,,,,,,,,,,,,,False,
2016,regular,4,400869364,2016-09-24T23:00:00,Florida International,UCF,14,53,-39,67,,,,,,,,,,,,,,False,
2016,regular,4,400869290,2016-09-24T23:00:00,Western Michigan,Georgia Southern,49,31,18,80,,,,,,,,,,,,,,False,
2016,regular,4,400869660,2016-09-24T23:30:00,Northwestern,Nebraska,13,24,-11,37,,,,,,,,,,,,,,False,
2016,regular,4,400869004,2016-09-24T23:30:00,Kentucky,South Carolina,17,10,7,27,,,,,,,,,,,,,,False,
2016,regular,4,400868878,2016-09-24T23:30:00,Baylor,Oklahoma State,35,24,11,59,,,,,,,,,,,,,,False,
2016,regular,4,400869526,2016-09-25T00:00:00,Tulane,Louisiana,41,39,2,80,,,,,,,,,,,,,,False,
2016,regular,4,400869121,2016-09-25T00:00:00,UCLA,Stanford,13,22,-9,35,,,,,,,,,,,,,,False,
2016,regular,4,400869366,2016-09-25T00:00:00,Marshall,Louisville,28,59,-31,87,,,,,,,,,,,,,,False,
2016,regular,4,400869369,2016-09-25T00:00:00,UTEP,Southern Miss,7,34,-27,41,,,,,,,,,,,,,,False,
2016,regular,4,400869287,2016-09-25T00:00:00,Memphis,Bowling Green,77,3,74,80,,,,,,,,,,,,,,False,
2016,regular,4,400869205,2016-09-25T01:00:00,UNLV,Idaho,30,33,-3,63,,,,,,,,,,,,,,False,
2016,regular,4,400869008,2016-09-25T01:00:00,Texas A&M,Arkansas,45,24,21,69,,,,,,,,,,,,,,False,
2016,regular,4,400869120,2016-09-25T02:00:00,Arizona State,California,51,41,10,92,,,,,,,,,,,,,,False,
2016,regular,4,400869199,2016-09-25T02:15:00,Utah State,Air Force,20,27,-7,47,,,,,,,,,,,,,,False,
2016,regular,4,400869119,2016-09-25T02:30:00,Arizona,Washington,28,35,-7,63,,,,,,,,,,,,,,False,
2016,regular,5,400869527,2016-09-30T00:00:00,Houston,UConn,42,14,28,56,,,,,,,,,,,,,,False,
2016,regular,5,400869598,2016-09-30T00:30:00,Texas Tech,Kansas,55,19,36,74,,,,,,,,,,,,,,False,
2016,regular,5,400869124,2016-10-01T01:00:00,Washington,Stanford,44,6,38,50,,,,,,,,,,,,,,False,
2016,regular,5,400868926,2016-10-01T02:15:00,BYU,Toledo,55,53,2,108,,,,,,,,,,,,,,False,
2016,regular,5,400869818,2016-10-01T16:00:00,App State,Georgia State,17,3,14,20,,,,,,,,,,,,,,False,
2016,regular,5,400869530,2016-10-01T16:00:00,Temple,SMU,45,20,25,65,,,,,,,,,,,,,,False,
2016,regular,5,400869017,2016-10-01T16:00:00,Vanderbilt,Florida,6,13,-7,19,,,,,,,,,,,,,,False,
2016,regular,5,400869721,2016-10-01T16:00:00,Georgia Tech,Miami,21,35,-14,56,,,,,,,,,,,,,,False,
2016,regular,5,400868879,2016-10-01T16:00:00,Iowa State,Baylor,42,45,-3,87,,,,,,,,,,,,,,False,
2016,regular,5,400869635,2016-10-01T16:00:00,Ohio State,Rutgers,58,0,58,58,,,,,,,,,,,,,,False,
2016,regular,5,400869662,2016-10-01T16:00:00,Iowa,Northwestern,31,38,-7,69,,,,,,,,,,,,,,False,
2016,regular,5,400868950,2016-10-01T16:00:00,Syracuse,Notre Dame,33,50,-17,83,,,,,,,,,,,,,,False,
2016,regular,5,400869620,2016-10-01T16:00:00,Oklahoma State,Texas,49,31,18,80,,,,,,,,,,,,,,False,
2016,regular,5,400869528,2016-10-01T16:00:00,East Carolina,UCF,29,47,-18,76,,,,,,,,,,,,,,False,
2016,regular,5,400869454,2016-10-01T16:30:00,Duke,Virginia,20,34,-14,54,,,,,,,,,,,,,,False,
2016,regular,5,400869294,2016-10-01T17:00:00,Boston College,Buffalo,35,3,32,38,,,,,,,,,,,,,,False,
2016,regular,5,400869296,2016-10-01T18:30:00,Miami (OH),Ohio,7,17,-10,24,,,,,,,,,,,,,,False,
2016,regular,5,400869127,2016-10-01T18:30:00,Colorado,Oregon State,47,6,41,53,,,,,,,,,,,,,,False,
2016,regular,5,400869295,2016-10-01T19:20:00,Bowling Green,Eastern Michigan,25,28,-3,53,,,,,,,,,,,,,,False,
2016,regular,5,400869293,2016-10-01T19:30:00,Kent State,Akron,27,31,-4,58,,,,,,,,,,,,,,False,
2016,regular,5,400869012,2016-10-01T19:30:00,Auburn,UL Monroe,58,7,51,65,,,,,,,,,,,,,,False,
2016,regular,5,400869663,2016-10-01T19:30:00,Maryland,Purdue,50,7,43,57,,,,,,,,,,,,,,False,
2016,regular,5,400869206,2016-10-01T19:30:00,Air Force,Navy,28,14,14,42,,,,,,,,,,,,,,False,
2016,regular,5,400869456,2016-10-01T19:30:00,NC State,Wake Forest,33,16,17,49,,,,,,,,,,,,,,False,
2016,regular,5,400868961,2016-10-01T19:30:00,Massachusetts,Tulane,24,31,-7,55,,,,,,,,,,,,,,False,
2016,regular,5,400869606,2016-10-01T19:30:00,West Virginia,Kansas State,17,16,1,33,,,,,,,,,,,,,,False,
2016,regular,5,400869297,2016-10-01T19:30:00,Ball State,Northern Illinois,24,31,-7,55,,,,,,,,,,,,,,False,
2016,regular,5,400869665,2016-10-01T19:30:00,Nebraska,Illinois,31,16,15,47,,,,,,,,,,,,,,False,
2016,regular,5,400869455,2016-10-01T19:30:00,Florida State,North Carolina,35,37,-2,72,,,,,,,,,,,,,,False,
2016,regular,5,400869664,2016-10-01T19:30:00,Michigan,Wisconsin,14,7,7,21,,,,,,,,,,,,,,False,
2016,regular,5,400869013,2016-10-01T19:30:00,Georgia,Tennessee,31,34,-3,65,,,,,,,,,,,,,,False,
2016,regular,5,400869666,2016-10-01T19:40:00,Penn State,Minnesota,29,26,3,55,,,,,,,,,,,,,,False,
