season,season_type,week,game_id,start_date,home_team,away_team,actual_home_points,actual_away_points,actual_margin,actual_total,model_spread,model_total,home_win_prob,market_spread,market_total,home_moneyline,away_moneyline,spread_edge,total_edge,spread_error,total_error,brier,model_pick,bet_tracked,bet_result
2017,regular,13,400933937,2017-11-26T00:30:00,South Carolina,Clemson,10,34,-24,44,,,,,,,,,,,,,,False,
2017,regular,13,400935330,2017-11-26T01:00:00,Washington,Washington State,41,14,27,55,,,,,,,,,,,,,,False,
2017,regular,13,400934583,2017-11-26T01:00:00,Stanford,Notre Dame,38,20,18,58,,,,,,,,,,,,,,False,
2017,regular,13,400945310,2017-11-26T02:00:00,Hawai'i,BYU,20,30,-10,50,,,,,,,,,,,,,,False,
2017,regular,13,400935329,2017-11-26T03:00:00,Utah,Colorado,34,13,21,47,,,,,,,,,,,,,,False,
2017,regular,13,400945306,2017-11-26T03:15:00,Air Force,Utah State,38,35,3,73,,,,,,,,,,,,,,False,
2017,regular,14,400955149,2017-12-02T01:00:00,USC,Stanford,31,28,3,59,,,,,,,,,,,,,,False,
2017,regular,14,400955151,2017-12-02T17:00:00,UCF,Memphis,62,55,7,117,,,,,,,,,,,,,,False,
2017,regular,14,400955152,2017-12-02T17:00:00,Florida Atlantic,North Texas,41,17,24,58,,,,,,,,,,,,,,False,
2017,regular,14,400985387,2017-12-02T17:00:00,Florida International,Massachusetts,63,45,18,108,,,,,,,,,,,,,,False,
2017,regular,14,400955150,2017-12-02T17:00:00,Toledo,Akron,45,28,17,73,,,,,,,,,,,,,,False,
2017,regular,14,401000149,2017-12-02T17:00:00,Florida State,UL Monroe,42,10,32,52,,,,,,,,,,,,,,False,
2017,regular,14,400955157,2017-12-02T17:30:00,Oklahoma,TCU,41,17,24,58,,,,,,,,,,,,,,False,
2017,regular,14,400944886,2017-12-02T18:00:00,Coastal Carolina,Georgia Southern,28,17,11,45,,,,,,,,,,,,,,False,
2017,regular,14,400944887,2017-12-02T19:00:00,Georgia State,Idaho,10,24,-14,34,,,,,,,,,,,,,,False,
2017,regular,14,400944884,2017-12-02T19:30:00,App State,Louisiana,63,14,49,77,,,,,,,,,,,,,,False,
2017,regular,14,400955153,2017-12-02T21:00:00,Auburn,Georgia,7,28,-21,35,,,,,,,,,,,,,,False,
2017,regular,14,400944888,2017-12-02T21:30:00,New Mexico State,South Alabama,22,17,5,39,,,,,,,,,,,,,,False,
2017,regular,14,400944885,2017-12-03T00:30:00,Arkansas State,Troy,25,32,-7,57,,,,,,,,,,,,,,False,
2017,regular,14,400955154,2017-12-03T00:45:00,Boise State,Fresno State,17,14,3,31,,,,,,,,,,,,,,False,
2017,regular,14,400955155,2017-12-03T01:00:00,Clemson,Miami,38,3,35,41,,,,,,,,,,,,,,False,
2017,regular,14,400955156,2017-12-03T01:00:00,Wisconsin,Ohio State,21,27,-6,48,,,,,,,,,,,,,,False,
2017,regular,15,400934572,2017-12-09T20:00:00,Navy,Army,13,14,-1,27,,,,,,,,,,,,,,False,
2017,postseason,1,400953322,2017-12-16T18:00:00,North Texas,Troy,30,50,-20,80,,,,,,,,,,,,,,False,
2017,postseason,1,400953409,2017-12-16T19:30:00,Georgia State,Western Kentucky,27,17,10,44,,,,,,,,,,,,,,False,
2017,postseason,1,400953323,2017-12-16T20:30:00,Oregon,Boise State,28,38,-10,66,,,,,,,,,,,,,,False,
2017,postseason,1,400953324,2017-12-16T21:30:00,Colorado State,Marshall,28,31,-3,59,,,,,,,,,,,,,,False,
2017,postseason,1,400953325,2017-12-17T01:00:00,Arkansas State,Middle Tennessee,30,35,-5,65,,,,,,,,,,,,,,False,
2017,postseason,1,400953386,2017-12-20T00:00:00,Florida Atlantic,Akron,50,3,47,53,,,,,,,,,,,,,,False,
2017,postseason,1,400954523,2017-12-21T01:00:00,SMU,Louisiana Tech,10,51,-41,61,,,,,,,,,,,,,,False,
2017,postseason,1,400953387,2017-12-22T01:00:00,Florida International,Temple,3,28,-25,31,,,,,,,,,,,,,,False,
2017,postseason,1,400953388,2017-12-22T17:30:00,Ohio,UAB,41,6,35,47,,,,,,,,,,,,,,False,
2017,postseason,1,400953389,2017-12-22T21:00:00,Wyoming,Central Michigan,37,14,23,51,,,,,,,,,,,,,,False,
2017,postseason,1,400953390,2017-12-23T17:00:00,South Florida,Texas Tech,38,34,4,72,,,,,,,,,,,,,,False,
2017,postseason,1,400953391,2017-12-23T20:30:00,Army,San Diego State,42,35,7,77,,,,,,,,,,,,,,False,
2017,postseason,1,400953392,2017-12-24T00:00:00,Toledo,App State,0,34,-34,34,,,,,,,,,,,,,,False,
2017,postseason,1,400953393,2017-12-25T01:30:00,Houston,Fresno State,27,33,-6,60,,,,,,,,,,,,,,False,
2017,postseason,1,400953395,2017-12-26T18:30:00,West Virginia,Utah,14,30,-16,44,,,,,,,,,,,,,,False,
2017,postseason,1,400953394,2017-12-26T22:15:00,Northern Illinois,Duke,14,36,-22,50,,,,,,,,,,,,,,False,
2017,postseason,1,400953396,2017-12-27T02:00:00,UCLA,Kansas State,17,35,-18,52,,,,,,,,,,,,,,False,
2017,postseason,1,400953397,2017-12-27T18:30:00,Florida State,Southern Miss,42,13,29,55,,,,,,,,,,,,,,False,
2017,postseason,1,400953398,2017-12-27T22:15:00,Boston College,Iowa,20,27,-7,47,,,,,,,,,,,,,,False,
2017,postseason,1,400959398,2017-12-28T01:30:00,Purdue,Arizona,38,35,3,73,,,,,,,,,,,,,,False,
2017,postseason,1,400953399,2017-12-28T02:00:00,Missouri,Texas,16,33,-17,49,,,,,,,,,,,,,,False,
2017,postseason,1,400953400,2017-12-28T18:30:00,Navy,Virginia,49,7,42,56,,,,,,,,,,,,,,False,
2017,postseason,1,400953416,2017-12-28T22:15:00,Oklahoma State,Virginia Tech,30,21,9,51,,,,,,,,,,,,,,False,
2017,postseason,1,400959397,2017-12-29T02:00:00,Michigan State,Washington State,42,17,25,59,,,,,,,,,,,,,,False,
2017,postseason,1,400953401,2017-12-29T02:00:00,TCU,Stanford,39,37,2,76,,,,,,,,,,,,,,False,
2017,postseason,1,400953402,2017-12-29T18:00:00,Texas A&M,Wake Forest,52,55,-3,107,,,,,,,,,,,,,,False,
2017,postseason,1,400953417,2017-12-29T20:25:00,Arizona State,NC State,31,52,-21,83,,,,,,,,,,,,,,False,
2017,postseason,1,400953403,2017-12-29T21:30:00,Northwestern,Kentucky,24,23,1,47,,,,,,,,,,,,,,False,
2017,postseason,1,400966332,2017-12-29T22:30:00,Utah State,New Mexico State,20,26,-6,46,,,,,,,,,,,,,,False,
2017,postseason,1,400953404,2017-12-30T01:30:00,Ohio State,USC,24,7,17,31,,,,,,,,,,,,,,False,
2017,postseason,1,400953405,2017-12-30T17:00:00,Mississippi State,Louisville,31,27,4,58,,,,,,,,,,,,,,False,
2017,postseason,1,400953406,2017-12-30T17:30:00,Memphis,Iowa State,20,21,-1,41,,,,,,,,,,,,,,False,
2017,postseason,1,400953407,2017-12-30T21:00:00,Penn State,Washington,35,28,7,63,,,,,,,,,,,,,,False,
2017,postseason,1,400953408,2017-12-31T01:00:00,Miami,Wisconsin,24,34,-10,58,,,,,,,,,,,,,,False,
2017,postseason,1,400953410,2018-01-01T17:00:00,South Carolina,Michigan,26,19,7,45,,,,,,,,,,,,,,False,
2017,postseason,1,400953411,2018-01-01T17:30:00,Auburn,UCF,27,34,-7,61,,,,,,,,,,,,,,False,
2017,postseason,1,400953414,2018-01-01T18:00:00,LSU,Notre Dame,17,21,-4,38,,,,,,,,,,,,,,False,
2017,postseason,1,400953412,2018-01-01T22:00:00,Oklahoma,Georgia,48,54,-6,102,,,,,,,,,,,,,,False,
2017,postseason,1,400953413,2018-01-02T02:00:00,Clemson,Alabama,6,24,-18,30,,,,,,,,,,,,,,False,
2017,postseason,1,400953415,2018-01-09T01:00:00,Georgia,Alabama,23,26,-3,49,,,,,,,,,,,,,,False,
2018,regular,1,401022510,2018-08-25T23:30:00,Colorado State,Hawai'i,34,43,-9,77,,,,,,,,,,,,,,False,
2018,regular,1,401013437,2018-08-26T02:00:00,New Mexico State,Wyoming,7,29,-22,36,,,,,,,,,,,,,,False,
2018,regular,1,401013328,2018-08-30T23:00:00,Minnesota,New Mexico State,48,10,38,58,,,,,,,,,,,,,,False,
2018,regular,1,401019470,2018-08-30T23:00:00,UConn,UCF,17,56,-39,73,,,,,,,,,,,,,,False,
2018,regular,1,401013342,2018-08-31T00:00:00,Purdue,Northwestern,27,31,-4,58,,,,,,,,,,,,,,False,
2018,regular,1,401013086,2018-08-31T00:00:00,Tulane,Wake Forest,17,23,-6,40,,,,,,,,,,,,,,False,
2018,regular,1,401020673,2018-08-31T22:00:00,Western Michigan,Syracuse,42,55,-13,97,,,,,,,,,,,,,,False,
2018,regular,1,401013089,2018-08-31T23:00:00,Duke,Army,34,14,20,48,,,,,,,,,,,,,,False,
2018,regular,1,401012880,2018-08-31T23:00:00,Michigan State,Utah State,38,31,7,69,,,,,,,,,,,,,,False,
2018,regular,1,401022512,2018-09-01T01:00:00,Stanford,San Diego State,31,10,21,41,,,,,,,,,,,,,,False,
2018,regular,1,401013354,2018-09-01T01:00:00,Wisconsin,Western Kentucky,34,3,31,37,,,,,,,,,,,,,,False,
2018,regular,1,401012680,2018-09-01T01:30:00,Colorado State,Colorado,13,45,-32,58,,,,,,,,,,,,,,False,
2018,regular,1,401012253,2018-09-01T16:00:00,Texas Tech,Ole Miss,27,47,-20,74,,,,,,,,,,,,,,False,
2018,regular,1,401012872,2018-09-01T16:00:00,Maryland,Texas,34,29,5,63,,,,,,,,,,,,,,False,
2018,regular,1,401013065,2018-09-01T16:00:00,Oklahoma,Florida Atlantic,63,14,49,77,,,,,,,,,,,,,,False,
2018,regular,1,401012820,2018-09-01T16:00:00,Rutgers,Texas State,35,7,28,42,,,,,,,,,,,,,,False,
2018,regular,1,401012804,2018-09-01T16:00:00,Illinois,Kent State,31,24,7,55,,,,,,,,,,,,,,False,
2018,regular,1,401014977,2018-09-01T16:00:00,Rice,Houston,27,45,-18,72,,,,,,,,,,,,,,False,
2018,regular,1,401012682,2018-09-01T16:00:00,Ohio State,Oregon State,77,31,46,108,,,,,,,,,,,,,,False,
2018,regular,1,401012256,2018-09-01T16:00:00,South Carolina,Coastal Carolina,49,15,34,64,,,,,,,,,,,,,,False,
2018,regular,1,401013087,2018-09-01T17:00:00,Boston College,Massachusetts,55,21,34,76,,,,,,,,,,,,,,False,
2018,regular,1,401013349,2018-09-01T19:30:00,Penn State,App State,45,38,7,83,,,,,,,,,,,,,,False,
2018,regular,1,401012683,2018-09-01T19:30:00,Wyoming,Washington State,19,41,-22,60,,,,,,,,,,,,,,False,
2018,regular,1,401012257,2018-09-01T19:30:00,Tennessee,West Virginia,14,40,-26,54,,,,,,,,,,,,,,False,
2018,regular,1,401012248,2018-09-01T19:30:00,Auburn,Washington,21,16,5,37,,,,,,,,,,,,,,False,
2018,regular,1,401012251,2018-09-01T19:30:00,Kentucky,Central Michigan,35,20,15,55,,,,,,,,,,,,,,False,
2018,regular,1,401012862,2018-09-01T19:40:00,Iowa,Northern Illinois,33,7,26,40,,,,,,,,,,,,,,False,
2018,regular,1,401012684,2018-09-01T20:00:00,California,North Carolina,24,17,7,41,,,,,,,,,,,,,,False,
2018,regular,1,401012678,2018-09-01T20:00:00,USC,UNLV,43,21,22,64,15.14003872697361,60.80914746410765,0.8435932193690171,,,,,,,-6.859961273026389,-3.190852535892347,0.02446308102734841,,False,
2018,regular,1,401013448,2018-09-01T22:00:00,Liberty,Old Dominion,52,10,42,62,,,,,,,,,,,,,,False,
2018,regular,1,401021656,2018-09-01T22:00:00,Troy,Boise State,20,56,-36,76,,,,,,,,,,,,,,False,
2018,regular,1,401014975,2018-09-01T22:00:00,Miami (OH),Marshall,28,35,-7,63,,,,,,,,,,,,,,False,
2018,regular,1,401012851,2018-09-01T23:00:00,Florida International,Indiana,28,38,-10,66,,,,,,,,,,,,,,False,
2018,regular,1,401014974,2018-09-01T23:00:00,South Alabama,Louisiana Tech,26,30,-4,56,,,,,,,,,,,,,,False,
2018,regular,1,401012679,2018-09-01T23:00:00,UCLA,Cincinnati,17,26,-9,43,,,,,,,,,,,,,,False,
2018,regular,1,401012888,2018-09-01T23:30:00,Notre Dame,Michigan,24,17,7,41,,,,,,,,,,,,,,False,
2018,regular,1,401012259,2018-09-01T23:30:00,Vanderbilt,Middle Tennessee,35,7,28,42,,,,,,,,,,,,,,False,
2018,regular,1,401014976,2018-09-01T23:30:00,North Texas,SMU,46,23,23,69,,,,,,,,,,,,,,False,
2018,regular,1,401012246,2018-09-02T00:00:00,Alabama,Louisville,51,14,37,65,,,,,,,,,,,,,,False,
2018,regular,1,401012681,2018-09-02T00:00:00,Oregon,Bowling Green,58,24,34,82,,,,,,,,,,,,,,False,
2018,regular,1,401012677,2018-09-02T02:30:00,Arizona State,UTSA,49,7,42,56,,,,,,,,,,,,,,False,
2018,regular,1,401012676,2018-09-02T02:45:00,Arizona,BYU,23,28,-5,51,,,,,,,,,,,,,,False,
2018,regular,1,401019475,2018-09-02T03:00:00,Hawai'i,Navy,59,41,18,100,,,,,,,,,,,,,,False,
2018,regular,1,401013095,2018-09-02T23:30:00,LSU,Miami,33,17,16,50,,,,,,,,,,,,,,False,
2018,regular,1,401013096,2018-09-04T00:00:00,Florida State,Virginia Tech,3,24,-21,27,,,,,,,,,,,,,,False,
2018,regular,2,401019477,2018-09-08T00:00:00,SMU,TCU,12,42,-30,54,-0.44785556149274464,44.56860820230165,0.48809053486105297,,,,,,,29.552144438507256,-9.431391797698353,0.23823237022094876,,False,
2018,regular,2,401013367,2018-09-08T16:00:00,Army,Liberty,38,14,24,52,,,,,,,,,,,,,,False,
2018,regular,2,401012726,2018-09-08T16:00:00,Houston,Arizona,45,18,27,63,,,,,,,,,,,,,,False,
2018,regular,2,401013352,2018-09-08T16:00:00,Purdue,Eastern Michigan,19,20,-1,39,,,,,,,,,,,,,,False,
2018,regular,2,401013100,2018-09-08T16:00:00,South Florida,Georgia Tech,49,38,11,87,,,,,,,,,,,,,,False,
2018,regular,2,401013098,2018-09-08T16:00:00,Northwestern,Duke,7,21,-14,28,,,,,,,,,,,,,,False,
2018,regular,2,401013355,2018-09-08T16:00:00,Wisconsin,New Mexico,45,14,31,59,,,,,,,,,,,,,,False,
2018,regular,2,401012266,2018-09-08T16:00:00,Kansas State,Mississippi State,10,31,-21,41,,,,,,,,,,,,,,False,
2018,regular,2,401012271,2018-09-08T16:00:00,Vanderbilt,Nevada,41,10,31,51,,,,,,,,,,,,,,False,
2018,regular,2,401012889,2018-09-08T16:00:00,Michigan,Western Michigan,49,3,46,52,,,,,,,,,,,,,,False,
2018,regular,2,401013104,2018-09-08T16:30:00,NC State,Georgia State,41,7,34,48,,,,,,,,,,,,,,False,
2018,regular,2,401012728,2018-09-08T17:00:00,Oklahoma,UCLA,49,21,28,70,,,,,,,,,,,,,,False,
2018,regular,2,401014983,2018-09-08T18:00:00,Florida Atlantic,Air Force,33,26,7,59,,,,,,,,,,,,,,False,
2018,regular,2,401013049,2018-09-08T19:00:00,Central Michigan,Kansas,7,31,-24,38,,,,,,,,,,,,,,False,
2018,regular,2,401012268,2018-09-08T19:30:00,South Carolina,Georgia,17,41,-24,58,,,,,,,,,,,,,,False,
2018,regular,2,401019478,2018-09-08T19:30:00,Temple,Buffalo,29,36,-7,65,,,,,,,,,,,,,,False,
2018,regular,2,401012260,2018-09-08T19:30:00,Alabama,Arkansas State,57,7,50,64,,,,,,,,,,,,,,False,
2018,regular,2,401019479,2018-09-08T19:30:00,Navy,Memphis,22,21,1,43,,,,,,,,,,,,,,False,
2018,regular,2,401012821,2018-09-08T19:30:00,Ohio State,Rutgers,52,3,49,55,,,,,,,,,,,,,,False,
2018,regular,2,401012729,2018-09-08T19:30:00,Nebraska,Colorado,28,33,-5,61,,,,,,,,,,,,,,False,
2018,regular,2,401013377,2018-09-08T19:30:00,Notre Dame,Ball State,24,16,8,40,,,,,,,,,,,,,,False,
2018,regular,2,401013103,2018-09-08T19:30:00,East Carolina,North Carolina,41,19,22,60,,,,,,,,,,,,,,False,
2018,regular,2,401012863,2018-09-08T21:00:00,Iowa,Iowa State,13,3,10,16,,,,,,,,,,,,,,False,
2018,regular,2,401012873,2018-09-08T22:00:00,Bowling Green,Maryland,14,45,-31,59,,,,,,,,,,,,,,False,
2018,regular,2,401014981,2018-09-08T22:00:00,Charlotte,App State,9,45,-36,54,,,,,,,,,,,,,,False,
2018,regular,2,401013358,2018-09-08T22:00:00,Georgia Southern,Massachusetts,34,13,21,47,,,,,,,,,,,,,,False,
2018,regular,2,401013027,2018-09-08T23:00:00,UTSA,Baylor,20,37,-17,57,,,,,,,,,,,,,,False,
2018,regular,2,401014990,2018-09-08T23:00:00,Coastal Carolina,UAB,47,24,23,71,,,,,,,,,,,,,,False,
2018,regular,2,401012270,2018-09-08T23:00:00,Texas A&M,Clemson,26,28,-2,54,,,,,,,,,,,,,,False,
2018,regular,2,401014989,2018-09-08T23:00:00,Southern Miss,UL Monroe,20,21,-1,41,,,,,,,,,,,,,,False,
2018,regular,2,401012267,2018-09-08T23:00:00,Missouri,Wyoming,40,13,27,53,,,,,,,,,,,,,,False,
2018,regular,2,401014982,2018-09-08T23:30:00,Old Dominion,Florida International,20,28,-8,48,,,,,,,,,,,,,,False,
2018,regular,2,401012730,2018-09-08T23:30:00,Northern Illinois,Utah,6,17,-11,23,,,,,,,,,,,,,,False,
2018,regular,2,401012261,2018-09-08T23:30:00,Colorado State,Arkansas,34,27,7,61,,,,,,,,,,,,,,False,
2018,regular,2,401013329,2018-09-08T23:30:00,Minnesota,Fresno State,21,14,7,35,,,,,,,,,,,,,,False,
2018,regular,2,401012263,2018-09-08T23:30:00,Florida,Kentucky,16,27,-11,43,,,,,,,,,,,,,,False,
2018,regular,2,401012852,2018-09-08T23:30:00,Indiana,Virginia,20,16,4,36,,,,,,,,,,,,,,False,
2018,regular,2,401013105,2018-09-09T00:00:00,Pittsburgh,Penn State,6,51,-45,57,,,,,,,,,,,,,,False,
2018,regular,2,401013438,2018-09-09T00:00:00,Utah State,New Mexico State,60,13,47,73,,,,,,,,,,,,,,False,
2018,regular,2,401013490,2018-09-09T00:00:00,Oklahoma State,South Alabama,55,13,42,68,,,,,,,,,,,,,,False,
2018,regular,2,401019482,2018-09-09T00:00:00,Miami (OH),Cincinnati,0,21,-21,21,,,,,,,,,,,,,,False,
2018,regular,2,401013319,2018-09-09T00:00:00,Texas,Tulsa,28,21,7,49,,,,,,,,,,,,,,False,
2018,regular,2,401012736,2018-09-09T00:30:00,Stanford,USC,17,3,14,20,,,,,,,,,,,,,,False,
2018,regular,2,401014991,2018-09-09T01:00:00,UNLV,UTEP,52,24,28,76,12.093177743213587,52.11527136831448,0.7899396462853427,,,,,,,-15.906822256786413,-23.88472863168552,0.04412535220272692,,False,
2018,regular,2,401019483,2018-09-09T02:15:00,Boise State,UConn,62,7,55,69,,,,,,,,,,,,,,False,
2018,regular,2,401012735,2018-09-09T02:15:00,BYU,California,18,21,-3,39,,,,,,,,,,,,,,False,
2018,regular,2,401012727,2018-09-09T02:45:00,Arizona State,Michigan State,16,13,3,29,,,,,,,,,,,,,,False,
2018,regular,2,401012734,2018-09-09T03:00:00,Washington State,San José State,31,0,31,31,,,,,,,,,,,,,,False,
2018,regular,2,401014988,2018-09-09T03:59:00,Hawai'i,Rice,43,29,14,72,,,,,,,,,,,,,,False,
2018,regular,3,401014993,2018-09-13T20:00:00,Charlotte,Old Dominion,28,25,3,53,,,,,,,,,,,,,,False,
2018,regular,3,401013109,2018-09-13T21:30:00,Wake Forest,Boston College,34,41,-7,75,,,,,,,,,,,,,,False,
2018,regular,3,401019484,2018-09-14T23:00:00,Memphis,Georgia State,59,22,37,81,,,,,,,,,,,,,,False,
2018,regular,3,401013110,2018-09-15T16:00:00,Clemson,Georgia Southern,38,7,31,45,,,,,,,,,,,,,,False,
2018,regular,3,401012275,2018-09-15T16:00:00,Georgia,Middle Tennessee,49,7,42,56,,,,,,,,,,,,,,False,
2018,regular,3,401013337,2018-09-15T16:00:00,Nebraska,Troy,19,24,-5,43,,,,,,,,,,,,,,False,
2018,regular,3,401013039,2018-09-15T16:00:00,Iowa State,Oklahoma,27,37,-10,64,,,,,,,,,,,,,,False,
2018,regular,3,401013114,2018-09-15T16:00:00,Toledo,Miami,24,49,-25,73,,,,,,,,,,,,,,False,
2018,regular,3,401012874,2018-09-15T16:00:00,Maryland,Temple,14,35,-21,49,,,,,,,,,,,,,,False,
2018,regular,3,401012853,2018-09-15T16:00:00,Indiana,Ball State,38,10,28,48,,,,,,,,,,,,,,False,
2018,regular,3,401012281,2018-09-15T16:00:00,Tennessee,UTEP,24,0,24,24,,,,,,,,,,,,,,False,
2018,regular,3,401013111,2018-09-15T16:00:00,Syracuse,Florida State,30,7,23,37,,,,,,,,,,,,,,False,
2018,regular,3,401013350,2018-09-15T16:00:00,Penn State,Kent State,63,10,53,73,,,,,,,,,,,,,,False,
2018,regular,3,401013368,2018-09-15T16:00:00,Army,Hawai'i,28,21,7,49,,,,,,,,,,,,,,False,
2018,regular,3,401012822,2018-09-15T16:00:00,Kansas,Rutgers,55,14,41,69,,,,,,,,,,,,,,False,
2018,regular,3,401013112,2018-09-15T16:30:00,Pittsburgh,Georgia Tech,24,19,5,43,,,,,,,,,,,,,,False,
2018,regular,3,401014996,2018-09-15T17:00:00,UAB,Tulane,31,24,7,55,,,,,,,,,,,,,,False,
2018,regular,3,401012283,2018-09-15T18:30:00,Notre Dame,Vanderbilt,22,17,5,39,,,,,,,,,,,,,,False,
2018,regular,3,401012273,2018-09-15T19:30:00,Auburn,LSU,21,22,-1,43,,,,,,,,,,,,,,False,
2018,regular,3,401012806,2018-09-15T19:30:00,Illinois,South Florida,19,25,-6,44,,,,,,,,,,,,,,False,
2018,regular,3,401012890,2018-09-15T19:30:00,Michigan,SMU,45,20,25,65,,,,,,,,,,,,,,False,
2018,regular,3,401013028,2018-09-15T19:30:00,Baylor,Duke,27,40,-13,67,,,,,,,,,,,,,,False,
2018,regular,3,401013491,2018-09-15T19:30:00,Oklahoma State,Boise State,44,21,23,65,,,,,,,,,,,,,,False,
2018,regular,3,401013330,2018-09-15T19:30:00,Minnesota,Miami (OH),26,3,23,29,,,,,,,,,,,,,,False,
2018,regular,3,401020679,2018-09-15T19:30:00,Northern Illinois,Central Michigan,24,16,8,40,,,,,,,,,,,,,,False,
2018,regular,3,401013356,2018-09-15T19:30:00,Wisconsin,BYU,21,24,-3,45,,,,,,,,,,,,,,False,
2018,regular,3,401012272,2018-09-15T20:00:00,Arkansas,North Texas,17,44,-27,61,,,,,,,,,,,,,,False,
2018,regular,3,401013058,2018-09-15T20:00:00,Kansas State,UTSA,41,17,24,58,,,,,,,,,,,,,,False,
2018,regular,3,401012274,2018-09-15T20:00:00,Florida,Colorado State,48,10,38,58,,,,,,,,,,,,,,False,
2018,regular,3,401013323,2018-09-15T20:15:00,Texas Tech,Houston,63,49,14,112,,,,,,,,,,,,,,False,
2018,regular,3,401013117,2018-09-15T20:30:00,Virginia,Ohio,45,31,14,76,,,,,,,,,,,,,,False,
2018,regular,3,401012743,2018-09-15T21:00:00,Oregon,San José State,35,22,13,57,,,,,,,,,,,,,,False,
2018,regular,3,401020682,2018-09-15T22:00:00,Buffalo,Eastern Michigan,35,28,7,63,,,,,,,,,,,,,,False,
2018,regular,3,401019488,2018-09-15T23:00:00,Tulsa,Arkansas State,20,29,-9,49,,,,,,,,,,,,,,False,
2018,regular,3,401021660,2018-09-15T23:00:00,South Alabama,Texas State,41,31,10,72,,,,,,,,,,,,,,False,
2018,regular,3,401012277,2018-09-15T23:00:00,Ole Miss,Alabama,7,62,-55,69,,,,,,,,,,,,,,False,
2018,regular,3,401012744,2018-09-15T23:00:00,Nevada,Oregon State,37,35,2,72,,,,,,,,,,,,,,False,
2018,regular,3,401012278,2018-09-15T23:30:00,Mississippi State,Louisiana,56,10,46,66,,,,,,,,,,,,,,False,
2018,regular,3,401013359,2018-09-15T23:30:00,Florida International,Massachusetts,63,24,39,87,,,,,,,,,,,,,,False,
2018,regular,3,401013113,2018-09-15T23:30:00,Louisville,Western Kentucky,20,17,3,37,,,,,,,,,,,,,,False,
2018,regular,3,401012282,2018-09-15T23:30:00,Texas A&M,UL Monroe,48,10,38,58,,,,,,,,,,,,,,False,
2018,regular,3,401013343,2018-09-15T23:30:00,Northwestern,Akron,34,39,-5,73,,,,,,,,,,,,,,False,
2018,regular,3,401012279,2018-09-15T23:30:00,Purdue,Missouri,37,40,-3,77,,,,,,,,,,,,,,False,
2018,regular,3,401013439,2018-09-16T00:00:00,New Mexico State,New Mexico,25,42,-17,67,,,,,,,,,,,,,,False,
2018,regular,3,401013074,2018-09-16T00:00:00,TCU,Ohio State,28,40,-12,68,,,,,,,,,,,,,,False,
2018,regular,3,401012739,2018-09-16T00:00:00,Texas,USC,37,14,23,51,,,,,,,,,,,,,,False,
2018,regular,3,401012742,2018-09-16T02:10:00,Utah,Washington,7,21,-14,28,,,,,,,,,,,,,,False,
2018,regular,3,401012740,2018-09-16T02:30:00,UCLA,Fresno State,14,38,-24,52,,,,,,,,,,,,,,False,
2018,regular,3,401012738,2018-09-16T02:30:00,San Diego State,Arizona State,28,21,7,49,,,,,,,,,,,,,,False,
2018,regular,4,401019489,2018-09-20T23:30:00,Temple,Tulsa,31,17,14,48,,,,,,,,,,,,,,False,
2018,regular,4,401019490,2018-09-21T23:00:00,UCF,Florida Atlantic,56,36,20,92,,,,,,,,,,,,,,False,
2018,regular,4,401012807,2018-09-22T01:00:00,Illinois,Penn State,24,63,-39,87,,,,,,,,,,,,,,False,
2018,regular,4,401012748,2018-09-22T02:30:00,USC,Washington State,39,36,3,75,,,,,,,,,,,,,,False,
2018,regular,4,401013040,2018-09-22T16:00:00,Iowa State,Akron,26,13,13,39,,,,,,,,,,,,,,False,
2018,regular,4,401013129,2018-09-22T16:00:00,Wake Forest,Notre Dame,27,56,-29,83,,,,,,,,,,,,,,False,
2018,regular,4,401012823,2018-09-22T16:00:00,Rutgers,Buffalo,13,42,-29,55,,,,,,,,,,,,,,False,
2018,regular,4,401012875,2018-09-22T16:00:00,Maryland,Minnesota,42,13,29,55,,,,,,,,,,,,,,False,
2018,regular,4,401013119,2018-09-22T16:00:00,Purdue,Boston College,30,13,17,43,,,,,,,,,,,,,,False,
2018,regular,4,401012289,2018-09-22T16:00:00,Missouri,Georgia,29,43,-14,72,,,,,,,,,,,,,,False,
2018,regular,4,401012288,2018-09-22T16:00:00,Ole Miss,Kent State,38,17,21,55,,,,,,,,,,,,,,False,
2018,regular,4,401019491,2018-09-22T16:00:00,Cincinnati,Ohio,34,30,4,64,,,,,,,,,,,,,,False,
2018,regular,4,401019495,2018-09-22T16:00:00,SMU,Navy,31,30,1,61,,,,,,,,,,,,,,False,
2018,regular,4,401020685,2018-09-22T16:00:00,Toledo,Nevada,63,44,19,107,,,,,,,,,,,,,,False,
2018,regular,4,401012891,2018-09-22T16:00:00,Michigan,Nebraska,56,10,46,66,,,,,,,,,,,,,,False,
2018,regular,4,401013125,2018-09-22T16:20:00,North Carolina,Pittsburgh,38,35,3,73,,,,,,,,,,,,,,False,
2018,regular,4,401013123,2018-09-22T16:30:00,Virginia,Louisville,27,3,24,30,,,,,,,,,,,,,,False,
2018,regular,4,401020686,2018-09-22T18:00:00,Georgia State,Western Michigan,15,34,-19,49,,,,,,,,,,,,,,False,
2018,regular,4,401020811,2018-09-22T19:00:00,Bowling Green,Miami (OH),23,38,-15,61,,,,,,,,,,,,,,False,
2018,regular,4,401015000,2018-09-22T19:00:00,Ball State,Western Kentucky,20,28,-8,48,,,,,,,,,,,,,,False,
