season,week,season_type,classification,game_id,home_team,away_team,commence_time,bookmaker,market,open_timestamp,close_timestamp,open_point,open_price_home,open_price_away,close_point,close_price_home,close_price_away,open_price_over,open_price_under,close_price_over,close_price_under
2024,14,regular,fbs,401644775,Akron,Toledo,2024-11-27T00:00:00+00:00,fanduel,spread,2024-11-26T21:00:39+00:00,2024-11-27T00:25:38+00:00,8.5,-110.0,-110.0,1.5,102.0,-132.0,,,,
2024,14,regular,fbs,401644775,Akron,Toledo,2024-11-27T00:00:00+00:00,fanduel,total,2024-11-26T21:00:39+00:00,2024-11-27T00:25:38+00:00,49.5,,,52.5,,,-105.0,-115.0,-110.0,-118.0
2024,14,regular,fbs,401644776,Buffalo,Kent State,2024-11-27T00:00:00+00:00,fanduel,spread,2024-11-26T21:00:39+00:00,2024-11-27T00:25:38+00:00,-23.5,-114.0,-106.0,-31.5,-122.0,-106.0,,,,
2024,14,regular,fbs,401644776,Buffalo,Kent State,2024-11-27T00:00:00+00:00,fanduel,total,2024-11-26T21:00:39+00:00,2024-11-27T00:25:38+00:00,50.5,,,56.5,,,-106.0,-114.0,-110.0,-118.0
2024,14,regular,fbs,401645376,Tulane,Memphis,2024-11-29T00:30:00+00:00,fanduel,spread,2024-11-28T21:30:39+00:00,2024-11-29T00:55:38+00:00,-13.5,-105.0,-115.0,-3.5,-104.0,-125.0,,,,
2024,14,regular,fbs,401645376,Tulane,Memphis,2024-11-29T00:30:00+00:00,fanduel,total,2024-11-28T21:30:39+00:00,2024-11-29T00:55:38+00:00,54.5,,,55.5,,,-106.0,-114.0,-110.0,-118.0
2024,14,regular,fbs,401644691,Bowling Green,Miami (OH),2024-11-29T17:00:00+00:00,fanduel,spread,2024-11-29T14:00:39+00:00,2024-11-29T17:25:39+00:00,-2.5,-118.0,-104.0,-0.5,-113.0,-115.0,,,,
2024,14,regular,fbs,401644691,Bowling Green,Miami (OH),2024-11-29T17:00:00+00:00,fanduel,total,2024-11-29T14:00:39+00:00,2024-11-29T17:25:39+00:00,38.5,,,35.5,,,-110.0,-110.0,-113.0,-115.0
2024,14,regular,fbs,401643769,Boise State,Oregon State,2024-11-29T17:00:00+00:00,fanduel,spread,2024-11-29T14:00:39+00:00,2024-11-29T17:25:39+00:00,-18.5,-110.0,-110.0,-24.5,-110.0,-118.0,,,,
2024,14,regular,fbs,401643769,Boise State,Oregon State,2024-11-29T17:00:00+00:00,fanduel,total,2024-11-29T14:00:39+00:00,2024-11-29T17:25:39+00:00,57.5,,,58.5,,,-110.0,-110.0,-120.0,-108.0
2024,14,regular,fbs,401636938,Colorado,Oklahoma State,2024-11-29T17:00:00+00:00,fanduel,spread,2024-11-29T14:00:39+00:00,2024-11-29T17:25:39+00:00,-16.5,-112.0,-108.0,-24.5,-120.0,-108.0,,,,
