points_defense,team,totalYards_defense,netPassingYards_defense,rushingYards_defense,yardsPerPass_defense,yardsPerRushAttempt_defense,turnovers_defense,thirdDownEff_defense
27.19642552455378,Abilene Christian,360.9226737508947,207.5043693191432,153.41830443175152,7.023398540085891,4.188400463669071,1.1748214031860034,0.3792752196134932
26.10760950803145,Air Force,352.8514898571805,201.72797574845367,151.12351410872685,7.084247261218833,4.225092955537342,1.2575707262200813,0.37108410306757056
26.655837499443326,Akron,353.81237367352225,203.72242479768246,150.08994887583975,7.149880329925446,4.17353559959221,1.2385661127938916,0.37130256093246233
28.207296987764288,Alabama A&M,361.41227581976773,210.31992722014735,151.09234859962035,7.460351343277128,4.310759699634608,1.2274539911111777,0.38951602924993395
25.669731085789774,Alabama State,348.80769278795015,200.91177767055476,147.89591511739536,7.148658749170501,4.097553208078701,1.24706588125997,0.3720371961529197
27.666046719934084,Alcorn State,358.6942232166663,200.4246921127881,158.2695311038781,7.182295219872224,4.2957354953573565,1.277771556578641,0.3800578199954314
26.189449085664723,App State,355.4569518661108,202.09076577818144,153.36618608792935,7.181581435330223,4.231090278866604,1.2000630018330498,0.3720785598231912
26.176790591348603,Arizona,351.42469189667526,201.5380234224549,149.88666847422033,7.107536660189043,4.167619128309551,1.2183640020700939,0.37527541271728776
25.83392853225543,Arkansas,349.33428993028707,201.96522979917242,147.36906013111462,7.142885514691083,4.077151038014731,1.1997079391321979,0.36680321612822175
26.944831854794938,Arkansas State,359.96652344752414,204.8110514813324,155.1554719661917,7.198159095113787,4.32963134328599,1.2005610124308483,0.3742452973588688
28.54047838528306,Arkansas-Pine Bluff,367.120046429237,208.98914705143574,158.13089937780126,7.322494026839085,4.473289619565874,1.246569314092818,0.4161546729833028
26.111767201271007,Army,355.3409671959897,202.00334890514006,153.33761829084966,7.1663426899116525,4.264930893820027,1.2385531980760236,0.37546173847790326
25.98542914548463,Auburn,353.1179601150113,204.93087981036703,148.18708030464424,7.176984378140495,4.103471485415948,1.198259508092025,0.36767091889884734
26.068162918651286,Augustana University (SD),354.06901850791314,201.23118996060518,152.8378285473079,7.07796511783215,4.243289040316564,1.2642937608841882,0.3705608094620372
28.08994048951696,Austin Peay,362.1583709922604,202.11343699336732,160.04493399889307,7.115364760561073,4.465715116196108,1.2300360277762536,0.37528999175407174
27.294041570706977,Ave Maria University,362.23446220529127,211.65612892941408,150.57833327587716,7.323473451259627,4.140604118279107,1.1850447096880958,0.38667685302125876
26.35934045932154,BYU,352.9253470159256,201.37271297529472,151.55263404063083,7.111697547045159,4.254131131218677,1.2193553957522234,0.37535215796906624
27.1224329939622,Ball State,356.2040278883235,206.77511337363174,149.4289145146917,7.248986361171959,4.174467458951891,1.2390545035006,0.37420586308698006
25.962870333834854,Baylor,351.2052870414804,200.89207557144272,150.3132114700377,7.157564916549641,4.154020931097492,1.2198290071593043,0.3685099789428011
28.836646851254603,Bethune-Cookman,372.8575033973371,213.53409837528739,159.32340502204963,7.623230913409191,4.33124658144021,1.1919733894124678,0.38360123604909924
26.197418186428088,Black Hills State,349.7958946580492,199.62435657111726,150.17153808693192,7.016490669234504,4.144632135706857,1.2060211460734422,0.3695602508625693
26.376923286641116,Boise State,354.76240413751464,202.51521796882213,152.24718616869248,7.201361875103043,4.212424497424044,1.1998075222215066,0.3795750651537977
25.87128327723491,Boston College,349.6315877988009,200.56803829173492,149.063549507066,7.082547756484954,4.126998463345969,1.2379566484892188,0.36644056436745864
26.548111060260428,Bowling Green,359.9170436018188,206.01468893258956,153.90235466922925,7.319728012826211,4.233174249867121,1.1984141615626038,0.37344408095277765
25.715187679859792,Brown,355.4528494448677,208.85648973645615,146.5963597084115,7.156967684471817,4.08187952176189,1.2631728327259717,0.37501855388755934
27.872414077774014,Bryant,361.6090047061699,210.78694351978257,150.82206118638737,7.415342796379911,4.2265745403597235,1.1377944785486518,0.3881624255846816
27.326003427773994,Bucknell,364.8865262405435,205.26633795945813,159.62018828108532,7.282104308666101,4.371759691390415,1.2268861451960018,0.38662721395784927
26.298392098055693,Buffalo,352.3235920313696,203.87541074216148,148.44818128920812,7.137490520356804,4.124448762003105,1.2383178274980156,0.3746553441721549
24.91047955791395,Butler,344.88539054204796,192.5270173071553,152.3583732348927,6.812417365029666,4.288346827575296,1.2478659210993652,0.36560931298064275
26.32787646222207,Cal Poly,348.2278127504162,202.54041178168458,145.6874009687316,7.326553378557545,4.223260379033033,1.1985189568889645,0.3802224103622215
26.356644830973615,California,355.95101069606454,205.63877377926565,150.3122369167989,7.126425192043695,4.195695110214169,1.2574361364929836,0.374743215599609
25.808023540694972,Campbell,348.6748970231926,197.012190898184,151.66270612500858,7.089348138980234,4.139191903131169,1.233461344458726,0.3867892367165738
27.024295861333357,Catawba,359.0502015927362,200.241003823436,158.80919776930017,7.242133816460714,4.2715442427777335,1.2060014896997902,0.3784772813313839
25.07642754663971,Central Arkansas,349.8558843291661,206.61579377014593,143.24009055902013,6.9941715131228674,4.023268505596805,1.2531032772254935,0.36985268590089976
26.585252826763206,Central Connecticut,350.3437007535448,206.33643953686018,144.00726121668455,7.266173698547716,4.045783392190314,1.3070168087398084,0.3645980826792385
26.21801608263084,Central Michigan,355.4171936003982,201.05390630564423,154.36328729475397,7.108610093575468,4.236416040594135,1.2179961088696405,0.3762039519450797
25.863854552272937,Central State (OH),351.5526831944496,200.97299031887238,150.57969287557725,7.050717150843964,4.160832769220748,1.2061422165384859,0.37555467668279346
