season,week,target_spread,target_provider,provider_count,provider_list,spread_mean,spread_std,spread_min,spread_max,spread_rating_diff,power_diff,offense_diff,defense_diff,special_diff
2024,8,-1.5,ESPN Bet,1,ESPN Bet,-1.5,0.0,-1.5,-1.5,-4.0258325074374195,-0.815772640075811,0.8697040879893392,1.7223340573275152,0.18428664631182512
2024,8,-13.5,ESPN Bet,1,ESPN Bet,-13.5,0.0,-13.5,-13.5,-12.894474666636661,0.24590924300665062,-0.6243694281413467,-1.0126124883784127,-0.7116690861520774
2024,8,10.0,ESPN Bet,1,ESPN Bet,10.0,0.0,10.0,10.0,-8.433885360660847,-1.51385027137399,-0.35821220702072504,1.221787179924493,0.3307455778561385
2024,8,12.5,ESPN Bet,1,ESPN Bet,12.5,0.0,12.5,12.5,11.688870382742888,2.489452337727285,1.4591012611404777,-1.0354310717074613,-0.02539997560327091
2024,8,3.5,ESPN Bet,1,ESPN Bet,3.5,0.0,3.5,3.5,-1.1807270363057594,2.3222577749109914,1.4726697107306963,-0.5149822931153311,1.6730288553248196
2024,8,-1.5,ESPN Bet,1,ESPN Bet,-1.5,0.0,-1.5,-1.5,-0.5901423404568664,-0.0713721359619508,0.2042231627535691,0.2777260338210179,0.010653675527489415
2024,8,0.5,ESPN Bet,1,ESPN Bet,0.5,0.0,0.5,0.5,-5.442615288503968,-1.2928988231233514,0.7962926042163112,2.0259908484850127,-0.31600289427325
2024,8,2.5,ESPN Bet,1,ESPN Bet,2.5,0.0,2.5,2.5,-0.4043023252589053,2.0307241220791963,1.0847047524610551,-1.0021932845135804,-0.2808695744771962
2024,8,15.5,ESPN Bet,1,ESPN Bet,15.5,0.0,15.5,15.5,11.457440753862162,-0.5013284160242408,0.9703896564356439,1.3168926415464732,-0.774127154567058
2024,8,-4.0,ESPN Bet,1,ESPN Bet,-4.0,0.0,-4.0,-4.0,10.460921787256073,1.7360032252388362,-0.04035419127809142,-1.7763605242288976,-1.5538559850314382e-05
2024,8,16.0,ESPN Bet,1,ESPN Bet,16.0,0.0,16.0,16.0,8.455783218429122,4.121769177383227,2.2505230026345737,-1.5367759037065738,1.6723513552103921
2024,8,-6.5,ESPN Bet,1,ESPN Bet,-6.5,0.0,-6.5,-6.5,-9.878479152309776,1.5102428875595355,0.3704566114723184,-1.0255573513414633,0.57114462372877
2024,8,3.0,ESPN Bet,1,ESPN Bet,3.0,0.0,3.0,3.0,-6.966028296618394,-0.9347546700158404,-1.496318320938571,-0.3213813733871771,1.2009113876777673
2024,8,-3.0,ESPN Bet,1,ESPN Bet,-3.0,0.0,-3.0,-3.0,0.024368983240072417,-0.1916869532835367,-1.3929989645203729,-1.4106669734409643,-1.046774811020641
2024,8,-3.0,ESPN Bet,1,ESPN Bet,-3.0,0.0,-3.0,-3.0,3.0779682066087846,-0.39610611935169127,0.29243751848183136,0.817621031800154,0.6453869698331546
2024,8,-7.5,ESPN Bet,1,ESPN Bet,-7.5,0.0,-7.5,-7.5,5.174215530968832,3.1398068576641713,2.258756459686274,-0.9753607152961614,-0.47155158659131857
2024,8,27.0,ESPN Bet,1,ESPN Bet,27.0,0.0,27.0,27.0,3.45149198526953,3.448789666599914,0.4172622049237805,-3.2957535741837267,-1.321130562537966
2024,8,-19.5,ESPN Bet,1,ESPN Bet,-19.5,0.0,-19.5,-19.5,-5.873459361965357,-4.7248663605324905,-1.5599497634684705,3.1518373878805823,-0.06539604591719017
2024,8,-9.0,ESPN Bet,1,ESPN Bet,-9.0,0.0,-9.0,-9.0,-1.3906952352854,-7.398713333569502,-2.896045678054092,4.2865702782043655,-1.0804868865552248
2024,8,-8.5,ESPN Bet,1,ESPN Bet,-8.5,0.0,-8.5,-8.5,-13.17255372176037,-1.4946023824475276,-2.348990142379406,-1.2403645877536171,-1.9298841391086943
2024,8,-2.5,ESPN Bet,1,ESPN Bet,-2.5,0.0,-2.5,-2.5,4.987844846831795,1.1107897629966095,0.5620401592219866,-0.7423377303286719,-0.9679406327702447
2024,8,17.0,ESPN Bet,1,ESPN Bet,17.0,0.0,17.0,17.0,9.886129333382458,2.6891631786986547,1.3224297235501825,-1.270113118408737,0.48310168369867706
2024,8,2.5,ESPN Bet,1,ESPN Bet,2.5,0.0,2.5,2.5,-0.42153850736529286,-4.146455799145918,-1.511596636732035,2.3393699237986887,-1.4774461930759721
2024,8,4.0,ESPN Bet,1,ESPN Bet,4.0,0.0,4.0,4.0,1.9980073035688368,2.7258844148251358,1.0985796517964892,-1.437812895961069,0.9474593353378875
2024,8,-10.5,ESPN Bet,1,ESPN Bet,-10.5,0.0,-10.5,-10.5,6.934864435237584,2.4120940204568573,-0.34184710401705554,-2.433539423597269,1.6020085043832202
