season,week,season_type,home,away,neutral,actual_margin,actual_total,home_offense,away_offense,home_defense,away_defense,home_power,away_power,wind_high,cold,heat,rain,snow,humid,dewpos
2023,1,regular,Purdue,Fresno State,False,-4.0,74.0,-0.33470755566193894,0.02108295335638216,-0.13879724661594336,-0.12124941167976404,-0.704461938661807,-0.057508049315940966,0.3000000000000007,0.0,0.0,0.0,0.0,0.0,1.9000000000000057
2023,1,regular,Oklahoma,Arkansas State,False,73.0,73.0,0.9985407110629478,-0.2060270203759746,0.9901750015545195,-0.6935958975523643,3.13377294376001,-1.3523186767816275,1.8000000000000007,0.0,4.599999999999994,0.0,0.0,0.0,0.0
2023,1,regular,Temple,Akron,False,3.0,45.0,-0.6552717316555974,-1.0665247283584047,-1.4049591322277772,-0.030346172939964618,-3.3451969743068246,-2.3847515676792748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,1,regular,Western Kentucky,South Florida,False,17.0,65.0,-0.020469979151097634,-0.03551503314448747,-0.4183811327835743,-0.46748869616305916,-0.6375264847529782,-0.9533839317662569,0.0,0.0,4.799999999999997,0.0,0.0,0.0,0.0
2023,1,regular,Washington,Boise State,False,37.0,75.0,1.0161694861685393,0.5249438093327699,-0.157695025494561,-0.04470206607178763,1.9092759951945073,0.8621776855318539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,1,regular,Wisconsin,Buffalo,False,21.0,55.0,-0.22281598073433853,-0.9234793377651278,0.6559545108223559,0.14536426198840835,0.9002156092511306,-1.6244464328662138,3.9000000000000004,0.0,4.400000000000006,0.0,0.0,0.0,0.0
2023,1,regular,Auburn,Massachusetts,False,45.0,73.0,-0.0683775281924435,-0.22218613365101908,0.481945623671049,-1.496132025770474,0.8650054135595353,-2.901982718236987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,1,regular,Indiana,Ohio State,False,-20.0,26.0,-0.3977793149224216,0.7512571116303867,-0.7981052066633164,1.9156907542966173,-1.556659041522435,4.284846203423122,0.0,0.0,3.200000000000003,0.0,0.0,0.0,7.099999999999994
2023,1,regular,Texas,Rice,False,27.0,47.0,0.6405002520269621,0.15733362329112813,1.1367037724767375,-0.08127171077493978,3.2241322893285163,-0.4168739789752969,0.0,0.0,14.099999999999994,0.0,0.0,0.0,0.0
2023,1,regular,North Texas,California,False,-37.0,79.0,0.6189065357265937,0.11053352522112175,-1.8349631479571724,-0.2988131151501765,-1.7004598915013074,-0.12115803965591589,0.0,0.0,8.200000000000003,0.0,0.0,0.0,0.0
2023,1,regular,USC,Nevada,False,52.0,80.0,1.7277114977838108,-1.2114995727497933,-0.8128915664030181,-0.8681646490608408,1.583818670688405,-3.350130689001309,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000057
2023,1,regular,Houston,UTSA,False,3.0,31.0,-0.3404918554133481,-0.09923718386209199,-0.8710469403736444,0.5461716686253196,-1.526316799259769,0.7035607683940165,6.100000000000001,0.0,7.099999999999994,0.0,0.0,0.0,7.700000000000003
2023,1,regular,Baylor,Texas State,False,-11.0,73.0,-0.3412989033116453,0.39657617716010807,-1.198411100010724,-0.249713300041737,-1.949448133799673,-0.16691209640659188,0.0,0.0,14.099999999999994,0.0,0.0,0.0,0.0
2023,1,regular,Texas A&M,New Mexico,False,42.0,62.0,0.2749895792859424,0.32502967565129715,1.060951656185134,-1.4165341356897387,2.2575306288471078,-2.0966854660476986,0.0,0.0,15.200000000000003,0.0,0.0,0.0,0.0
2023,1,regular,UL Monroe,Army,False,4.0,30.0,-1.0026880360649675,-0.44950782096932446,-1.101809819131794,-0.5499608090274642,-3.429716227281083,-1.3704393422985996,0.0,0.0,4.099999999999994,0.0,0.0,0.0,5.299999999999997
2023,1,regular,Colorado State,Washington State,False,-26.0,74.0,-0.5301549624954222,-0.02275395033139751,-0.3180486801175881,0.14197253350076128,-1.4816753345732807,0.35025547673976043,0.0,0.0,2.799999999999997,0.0,0.0,0.0,0.0
2023,1,regular,Illinois,Toledo,False,2.0,58.0,-0.06130736221526856,0.4946194330391057,-0.042754713036117734,0.7652708809541933,-0.16465465188143416,1.3954550988685284,0.3000000000000007,0.0,0.0,0.0,0.0,0.0,2.0999999999999943
2023,1,regular,Wyoming,Texas Tech,False,2.0,68.0,-0.1356083141891586,-0.07469809893863034,0.16444362285456615,0.12328103151219272,-0.12842468975630883,0.3871881082906967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,1,regular,North Carolina,South Carolina,True,14.0,48.0,0.764490238560014,0.024434181429387934,-0.1771569985517467,-0.06741929501009403,1.0523496771146248,0.2582639691558559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,1,regular,Penn State,West Virginia,False,23.0,53.0,0.5180325214819832,0.44507994574525117,1.941839970822192,-0.3628791555453551,3.9531258931756414,0.4815478131543047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,1,regular,Alabama,Middle Tennessee,False,49.0,63.0,0.8369971399208721,-0.3344074369362624,0.7959415447407722,0.041751944923059794,3.117856266938104,-0.8663404087604917,0.0,0.0,0.0,0.0,0.0,0.0,4.799999999999997
2023,1,regular,Tulane,South Alabama,False,20.0,54.0,-0.03751141014428638,0.6227234825444569,0.4061169349883985,0.4341259163539939,0.5651587380097217,1.3415187153677046,3.0,0.0,0.0,0.0,0.0,0.0,10.400000000000006
2023,1,regular,Virginia Tech,Old Dominion,False,19.0,53.0,0.055789214654909144,-0.382666787426673,0.10703251755990478,0.439583791892654,0.5003023512022475,-0.5162699089588176,0.0,0.0,0.0,0.0,0.0,10.0,0.0
2023,1,regular,BYU,Sam Houston,False,14.0,14.0,-0.5896191351604568,-0.8427466676069437,-0.4681688327761141,-0.06887740633849544,-1.2695246268159583,-1.7028832280941688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,1,regular,UCLA,Coastal Carolina,False,14.0,40.0,-0.4242265396567655,0.15623032419277172,1.3561781420766719,0.10768909019306466,1.4130240164159777,0.12359958196052045,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023,1,regular,Rutgers,Northwestern,False,17.0,31.0,-0.4678702475912527,-0.6092241073599701,0.4642410215696229,0.44525534695856134,0.1145666564553032,-0.21179200697034423,0.0,0.0,0.7999999999999972,0.0,0.0,0.0,0.0
2023,1,regular,San José State,Oregon State,False,-25.0,59.0,0.39475035077819864,0.8031086304715138,-0.4659350347377438,0.5841743080583462,-0.12951905628724997,2.1662853731093534,3.9000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
2023,1,regular,Florida State,LSU,True,21.0,69.0,0.3161125472257629,2.0830323590101427,1.19355211793667,-0.8412749103062609,2.64637916137837,2.4998597372982942,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000028
2023,1,regular,Duke,Clemson,False,21.0,35.0,0.048197783623584296,-0.21019465721633085,0.5128401292398046,1.2634924648179158,1.099378515467557,1.793663145709683,0.0,0.0,0.0,0.0,0.0,0.0,3.5
2023,2,regular,Kansas,Illinois,False,11.0,57.0,1.326292658799027,-0.06130736221526856,-0.23415160969981896,-0.042754713036117734,1.665319430675161,-0.16465465188143416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,Wake Forest,Vanderbilt,False,16.0,56.0,-0.8273706635988164,-0.7606766764057935,-0.48346462862116785,-1.473885285260258,-1.6301192354937666,-2.9751428622769938,0.0,0.0,0.0,0.0,0.0,0.0,3.9000000000000057
2023,2,regular,Kansas State,Troy,False,29.0,55.0,0.7156521566797034,0.18229402196118494,0.5013515972798012,1.566927420234801,2.3238788024891748,2.279910657487386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,Virginia Tech,Purdue,False,-7.0,41.0,0.055789214654909144,-0.33470755566193894,0.10703251755990478,-0.13879724661594336,0.5003023512022475,-0.704461938661807,0.0,0.0,0.0,0.0,0.0,25.0,8.200000000000003
2023,2,regular,Georgia,Ball State,False,42.0,48.0,1.466222889292517,-0.6845121524942513,1.2655868077756636,0.09352177923580964,4.5790828127400625,-1.4024210029401056,0.0,0.0,0.0,1.0,0.0,0.0,5.0
2023,2,regular,Colorado,Nebraska,False,22.0,50.0,-0.20758440692718458,-0.5235613073115053,-0.9069522274790148,0.9762008262944741,-1.4490282135996795,0.47903037140949467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,Virginia,James Madison,False,-1.0,71.0,-0.2542191311079602,0.3597150140692501,-0.8090683798933286,1.035722270940625,-1.645852520127327,2.02828792848402,0.0,0.0,1.4000000000000057,0.0,0.0,0.0,4.400000000000006
2023,2,regular,NC State,Notre Dame,False,-21.0,69.0,-0.13911583490208432,1.0775776820044716,0.7387780090346425,1.6716525467685492,1.045138522839344,4.085126723788093,0.0,0.0,0.0,1.0,0.0,12.0,3.0
2023,2,regular,Baylor,Utah,False,-7.0,33.0,-0.3412989033116453,-0.382205732658545,-1.198411100010724,0.8396387442006208,-1.949448133799673,1.029374374520478,3.6999999999999993,0.0,8.700000000000003,0.0,0.0,0.0,1.5999999999999943
2023,2,regular,Iowa State,Iowa,False,-7.0,33.0,-0.13363769028927502,-1.5943152993249292,0.5530377528342767,1.8354365774746217,0.9140633666066841,0.5752080482132578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,Northwestern,UTEP,False,31.0,45.0,-0.6092241073599701,-0.7269384108028664,0.44525534695856134,-0.8568972897227468,-0.21179200697034423,-2.5327355624516494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,Michigan,UNLV,False,28.0,42.0,0.9265498240819685,0.6095463957213568,1.9991343603393823,-0.8807463880622605,4.801458559652996,-0.27672603644011623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,Tulane,Ole Miss,False,-17.0,57.0,-0.03751141014428638,0.863860903062592,0.4061169349883985,0.2868771443198807,0.5651587380097217,2.1313703049970054,0.0,0.0,3.5,0.0,0.0,0.0,0.0
2023,2,regular,Miami,Texas A&M,False,15.0,81.0,0.45301392854702416,0.2749895792859424,0.595705683542854,1.060951656185134,1.6025080427761602,2.2575306288471078,0.0,0.0,1.0,1.0,0.0,0.0,10.900000000000006
2023,2,regular,Massachusetts,Miami (OH),False,-13.0,69.0,-0.22218613365101908,-0.4003043536542725,-1.496132025770474,0.7847944296089853,-2.901982718236987,0.43942970215189253,0.0,0.0,0.0,1.0,0.0,0.0,2.299999999999997
2023,2,regular,Syracuse,Western Michigan,False,41.0,55.0,-0.3707220793382704,-0.5011609131733363,0.439336270242945,-0.817849423030248,-0.15064806564187877,-2.2194344569358497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,UTSA,Texas State,False,7.0,33.0,-0.09923718386209199,0.39657617716010807,0.5461716686253196,-0.249713300041737,0.7035607683940165,-0.16691209640659188,0.3000000000000007,0.0,16.700000000000003,0.0,0.0,0.0,0.0
2023,2,regular,East Carolina,Marshall,False,-18.0,44.0,-1.0911433577164502,-0.3301211088762627,0.23939454001403992,0.17916237731258125,-1.4648836722449414,-0.6109308731427179,1.8000000000000007,0.0,0.0,0.0,0.0,25.0,11.799999999999997
2023,2,regular,Arkansas,Kent State,False,22.0,34.0,-0.1490930144611322,-1.2676113631920296,0.36983074468424315,-1.4274625866329633,0.3263644261179757,-4.246321884314131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,Washington,Tulsa,False,33.0,53.0,1.0161694861685393,-0.21108050120381713,-0.157695025494561,-1.3415435630854335,1.9092759951945073,-2.4425009736037184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,North Carolina,App State,False,6.0,74.0,0.764490238560014,0.4458979216761667,-0.1771569985517467,-0.2968499756207862,1.0523496771146248,0.3066941655595433,0.0,0.0,0.0,1.0,0.0,13.0,5.200000000000003
2023,2,regular,Liberty,New Mexico State,False,16.0,50.0,1.166653627442675,0.42486278181055614,-0.05137012833481671,-0.1822311552848589,1.4825925132221358,0.01246543819888754,0.0,0.0,0.0,1.0,0.0,1.0,0.09999999999999432
2023,2,regular,Georgia Southern,UAB,False,14.0,84.0,0.08336829368040995,0.688960216724645,-0.8549655240456616,-1.0798239755382726,-1.1820554105729801,-1.16058435440328,0.0,0.0,0.0,1.0,0.0,0.0,4.299999999999997
2023,2,regular,Old Dominion,Louisiana,False,7.0,69.0,-0.382666787426673,0.35786872636344236,0.439583791892654,-0.3706426509694685,-0.5162699089588176,-0.1225517493755545,0.0,0.0,0.0,1.0,0.0,16.0,6.099999999999994
2023,2,regular,Oklahoma,SMU,False,17.0,39.0,0.9985407110629478,0.8468802190902791,0.9901750015545195,1.119530145487754,3.13377294376001,2.7059458347234115,3.9000000000000004,0.0,4.599999999999994,0.0,0.0,0.0,0.0
2023,2,regular,Florida Atlantic,Ohio,False,-7.0,27.0,-0.42198714563464995,-0.25624307335308844,-0.14105258936307136,1.3909549257198117,-1.053632504501189,0.9967854415621827,0.0,0.0,0.0,0.0,0.0,4.0,10.200000000000003
2023,2,regular,Florida International,North Texas,False,7.0,85.0,-0.9320996960269009,0.6189065357265937,-0.3298507610478969,-1.8349631479571724,-2.6043712501281706,-1.7004598915013074,0.0,0.0,0.0,1.0,0.0,0.0,8.200000000000003
2023,2,regular,Pittsburgh,Cincinnati,False,-6.0,48.0,-0.8409207565896865,-0.007080791122496377,0.46068751896620797,-1.145413107318987,-0.6529984768729589,-1.4605374219327965,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023,2,regular,Missouri,Middle Tennessee,False,4.0,42.0,0.7777295961142787,-0.3344074369362624,0.7893620537842749,0.041751944923059794,2.644889136184214,-0.8663404087604917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,Georgia State,UConn,False,21.0,49.0,-0.03953864447188163,-0.9396807128811893,-0.6560829312361304,-0.6779186015001919,-1.1464814778552488,-2.630183688200833,0.0,0.0,0.0,0.0,0.0,2.0,3.9000000000000057
2023,2,regular,Coastal Carolina,Jacksonville State,False,14.0,46.0,0.15623032419277172,-0.4512451789654013,0.10768909019306466,0.9616409128729492,0.12359958196052045,0.4152023161773049,0.0,0.0,0.0,0.0,0.0,25.0,8.400000000000006
2023,2,regular,Arkansas State,Memphis,False,-34.0,40.0,-0.2060270203759746,0.626988482839745,-0.6935958975523643,-0.15218405201258167,-1.3523186767816275,0.6889408180286183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,Rice,Houston,False,2.0,84.0,0.15733362329112813,-0.3404918554133481,-0.08127171077493978,-0.8710469403736444,-0.4168739789752969,-1.526316799259769,0.0,0.0,10.700000000000003,0.0,0.0,0.0,0.0
2023,2,regular,Boise State,UCF,False,-2.0,34.0,0.5249438093327699,0.6195269509865574,-0.04470206607178763,0.13377517109449755,0.8621776855318539,1.1203836198208166,0.0,0.0,5.5,0.0,0.0,0.0,0.0
2023,2,regular,Alabama,Texas,False,-10.0,58.0,0.8369971399208721,0.6405002520269621,0.7959415447407722,1.1367037724767375,3.117856266938104,3.2241322893285163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,Texas Tech,Oregon,False,-8.0,68.0,-0.07469809893863034,1.8160608450248712,0.12328103151219272,1.086515442605943,0.3871881082906967,4.519720331249082,6.100000000000001,0.0,9.099999999999994,0.0,0.0,0.0,0.0
2023,2,regular,San Diego State,UCLA,False,-25.0,45.0,-0.504641751622321,-0.4242265396567655,-0.8679623955685478,1.3561781420766719,-1.9720129878248773,1.4130240164159777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,Rutgers,Temple,False,29.0,43.0,-0.4678702475912527,-0.6552717316555974,0.4642410215696229,-1.4049591322277772,0.1145666564553032,-3.3451969743068246,0.0,0.0,0.0,0.0,0.0,7.0,4.299999999999997
2023,2,regular,Mississippi State,Arizona,False,7.0,55.0,-0.599199559559607,0.9012544122310922,0.20891389753380632,0.3879797120059842,-0.404950547571923,2.1122508611381567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,Maryland,Charlotte,False,18.0,58.0,0.1359821431201639,-0.9726877418684512,0.5238097738925279,-0.23842807273472413,1.2518424649098454,-2.3931358402016163,0.0,0.0,0.0,0.0,0.0,17.0,2.299999999999997
2023,2,regular,Washington State,Wisconsin,False,9.0,53.0,-0.02275395033139751,-0.22281598073433853,0.14197253350076128,0.6559545108223559,0.35025547673976043,0.9002156092511306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,Minnesota,Eastern Michigan,False,19.0,31.0,-0.5863440432836069,-0.9891766040537293,-0.40376392170566555,-0.24154896086676664,-1.0006025517031742,-2.0764475996887244,0.0,0.0,0.0,1.0,0.0,3.0,0.0
2023,2,regular,Sam Houston,Air Force,True,-10.0,16.0,-0.8427466676069437,0.6008597800231654,-0.06887740633849544,0.5303730612965575,-1.7028832280941688,1.3491704206927604,0.0,0.0,8.900000000000006,0.0,0.0,0.0,0.0
2023,2,regular,Florida State,Southern Miss,False,53.0,79.0,0.3161125472257629,-0.47653830832731703,1.19355211793667,-1.1191626325246662,2.64637916137837,-2.4996802352173746,0.0,0.0,0.0,0.0,0.0,15.0,10.700000000000003
2023,2,regular,California,Auburn,False,-4.0,24.0,0.11053352522112175,-0.0683775281924435,-0.2988131151501765,0.481945623671049,-0.12115803965591589,0.8650054135595353,2.6999999999999993,0.0,0.0,0.0,0.0,18.0,0.0
2023,2,regular,USC,Stanford,False,46.0,66.0,1.7277114977838108,-0.6083413468713537,-0.8128915664030181,-1.3801721935154243,1.583818670688405,-2.7182997568425744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,regular,Arizona State,Oklahoma State,False,-12.0,42.0,-0.4552683883300606,0.042354866058939455,-0.6505937528360243,-0.5536260525728078,-1.712812728257943,-0.17399800498763152,0.0,0.0,19.900000000000006,0.0,0.0,0.0,0.0
2023,3,regular,Memphis,Navy,False,4.0,52.0,0.626988482839745,-1.12353681766994,-0.15218405201258167,0.4339095735133281,0.6889408180286183,-1.4522188579332571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,regular,UTSA,Army,False,-8.0,66.0,-0.09923718386209199,-0.44950782096932446,0.5461716686253196,-0.5499608090274642,0.7035607683940165,-1.3704393422985996,6.199999999999999,0.0,7.700000000000003,0.0,0.0,0.0,4.400000000000006
2023,3,regular,Maryland,Virginia,False,28.0,56.0,0.1359821431201639,-0.2542191311079602,0.5238097738925279,-0.8090683798933286,1.2518424649098454,-1.645852520127327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,regular,Air Force,Utah State,False,18.0,60.0,0.6008597800231654,0.2807110582853948,0.5303730612965575,-0.5589433493701043,1.3491704206927604,-0.8845662892015084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,regular,Ohio,Iowa State,False,3.0,17.0,-0.25624307335308844,-0.13363769028927502,1.3909549257198117,0.5530377528342767,0.9967854415621827,0.9140633666066841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,regular,Boston College,Florida State,False,-2.0,60.0,0.08484846344801217,0.3161125472257629,-0.7215009643275563,1.19355211793667,-1.0035486940682967,2.64637916137837,14.2,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,regular,Indiana,Louisville,True,-7.0,35.0,-0.3977793149224216,0.3582367847666049,-0.7981052066633164,1.056195736172592,-1.556659041522435,1.986997786199127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,regular,Missouri,Kansas State,False,3.0,57.0,0.7777295961142787,0.7156521566797034,0.7893620537842749,0.5013515972798012,2.644889136184214,2.3238788024891748,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023,3,regular,Illinois,Penn State,False,-17.0,43.0,-0.06130736221526856,0.5180325214819832,-0.042754713036117734,1.941839970822192,-0.16465465188143416,3.9531258931756414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,regular,Old Dominion,Wake Forest,False,-3.0,51.0,-0.382666787426673,-0.8273706635988164,0.439583791892654,-0.48346462862116785,-0.5162699089588176,-1.6301192354937666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,regular,Buffalo,Liberty,False,-28.0,82.0,-0.9234793377651278,1.166653627442675,0.14536426198840835,-0.05137012833481671,-1.6244464328662138,1.4825925132221358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,regular,Wisconsin,Georgia Southern,False,21.0,49.0,-0.22281598073433853,0.08336829368040995,0.6559545108223559,-0.8549655240456616,0.9002156092511306,-1.1820554105729801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,regular,Mississippi State,LSU,False,-27.0,55.0,-0.599199559559607,2.0830323590101427,0.20891389753380632,-0.8412749103062609,-0.404950547571923,2.4998597372982942,0.0,0.0,0.0,0.0,0.0,0.0,4.599999999999994
2023,3,regular,Eastern Michigan,Massachusetts,False,2.0,36.0,-0.9891766040537293,-0.22218613365101908,-0.24154896086676664,-1.496132025770474,-2.0764475996887244,-2.901982718236987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,regular,Notre Dame,Central Michigan,False,24.0,58.0,1.0775776820044716,-0.3357882491847345,1.6716525467685492,-1.3640338170786652,4.085126723788093,-2.665014692816638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,regular,Duke,Northwestern,False,24.0,52.0,0.048197783623584296,-0.6092241073599701,0.5128401292398046,0.44525534695856134,1.099378515467557,-0.21179200697034423,0.0,0.0,0.29999999999999716,0.0,0.0,0.0,0.0
2023,3,regular,Rutgers,Virginia Tech,False,19.0,51.0,-0.4678702475912527,0.055789214654909144,0.4642410215696229,0.10703251755990478,0.1145666564553032,0.5003023512022475,0.3000000000000007,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,regular,North Carolina,Minnesota,False,18.0,44.0,0.764490238560014,-0.5863440432836069,-0.1771569985517467,-0.40376392170566555,1.0523496771146248,-1.0006025517031742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,regular,Iowa,Western Michigan,False,31.0,51.0,-1.5943152993249292,-0.5011609131733363,1.8354365774746217,-0.817849423030248,0.5752080482132578,-2.2194344569358497,0.0,0.0,0.0,1.0,0.0,0.0,0.0
