season,week,home,away,actual_home,actual_away,home_offense,away_offense,home_defense,away_defense,home_special,away_special,home_flag
2023,5,BUTLER,INDIANA ST,10.0,24.0,0.28277155959235856,-0.9180329824885721,-0.23466064433337774,-2.254710437840436,0.699152647408355,0.3190221237879174,1.0
2023,5,TENN STATE,UTAHTC,21.0,7.0,-1.4442904903627436,-0.5708269955340043,-0.03971098180967482,-0.3877209017202471,0.6528000148453635,0.07801751111460423,1.0
2023,5,ILL STATE,ILL STATE,14.0,24.0,0.8922281869555811,0.8922281869555811,-0.36962383709767366,-0.36962383709767366,0.04466637227059255,0.04466637227059255,1.0
2023,5,ROB MORRIS,HOWARD,10.0,35.0,-0.5791453915823764,-0.882250331140757,-0.3776104292456364,0.7026267485189971,-0.14553214366546113,-0.3151406179248811,1.0
2023,5,BROWN,CENT CT ST,42.0,20.0,-0.09485483212308499,-0.22501441272527822,0.2891155313717725,0.3192621714350635,-0.22434622235759924,-0.068955224174543,1.0
2023,5,PRESBYTERN,TENN STATE,13.0,41.0,1.6457673992556103,-1.4442904903627436,2.1139255608551006,-0.03971098180967482,0.20304547204383816,0.6528000148453635,1.0
2023,5,E WASHGTON,N ALABAMA,31.0,23.0,-1.258895767059131,-0.6457444724818812,-0.595314029440919,-1.1189681178606548,0.7262465081940498,-0.1921962410771992,1.0
2023,5,ILL STATE,MARIST,17.0,10.0,0.8922281869555811,-1.3774982502594464,-0.36962383709767366,0.5804819276967605,0.04466637227059255,0.06728603662532553,1.0
2023,5,W ILLINOIS,NICHOLLS,63.0,14.0,-0.40124010814251504,-1.1150956164930483,-1.2402389282111312,0.45782983881228734,-0.5109433943155389,-1.0176363999231084,1.0
2023,5,TARLETON,MARIST,27.0,23.0,2.1394274337397277,-1.3774982502594464,2.6078892088952013,0.5804819276967605,0.9790818185711567,0.06728603662532553,1.0
2023,5,SCAR STATE,TENN STATE,14.0,38.0,-0.5007707775647916,-1.4442904903627436,1.0410431363432906,-0.03971098180967482,-1.0021084387500485,0.6528000148453635,1.0
2023,5,LIUSHAR,DUQUESNE,28.0,31.0,-0.9544405585756991,0.20057173742249368,1.24385940646104,0.6731337970662508,-0.3779621002260659,-0.18277164387809366,1.0
2023,5,ARKAPB,TEXAS STHN,22.0,34.0,-0.7520719154399065,-1.1775465298567604,-1.6666728059776803,0.3445744069126442,-1.1418694015146071,0.6154930559108662,1.0
2023,5,MONTANA,TENN STATE,33.0,34.0,1.4518158292921124,-1.4442904903627436,0.3160076585660428,-0.03971098180967482,1.1621966987826424,0.6528000148453635,1.0
2023,5,E KENTUCKY,FORDHAM,33.0,14.0,-1.5699099644996932,-1.409943388738597,0.794782467704032,-1.7452441756687065,-0.14316718419464555,-0.4538081616993365,1.0
2023,5,MARIST,RICHMOND,24.0,21.0,-1.3774982502594464,-0.12966284635149558,0.5804819276967605,1.6892386693406463,0.06728603662532553,0.6492398037555351,1.0
2023,5,TENN STATE,ST FRANCIS,6.0,3.0,-1.4442904903627436,-1.710802906477063,-0.03971098180967482,-1.4433984970154314,0.6528000148453635,-0.7744459882650628,1.0
2023,5,YALE,MORGAN ST,45.0,3.0,0.4092007789127139,-0.7436729564669554,2.0182440980473566,1.1197386778445981,0.32343508357687134,0.13175841980973008,1.0
2023,5,MAINE,INDIANA ST,35.0,24.0,0.017062177929087496,-0.9180329824885721,1.223308526032398,-2.254710437840436,-0.3791475197108194,0.3190221237879174,1.0
2023,5,TARLETON,VALPO,10.0,13.0,2.1394274337397277,-1.0849961420351748,2.6078892088952013,-0.07718131250653014,0.9790818185711567,0.13584335914075105,1.0
2023,5,ST FRANCIS,CHARLES SO,14.0,31.0,-1.710802906477063,-0.630452609774552,-1.4433984970154314,-1.2392875948789677,-0.7744459882650628,-0.4112649500717501,1.0
2023,5,W CAROLINA,ELON,14.0,35.0,-0.1347129082468058,-0.08099763995240038,-0.018696535812455367,1.711086837354275,0.15085400983473038,0.26858690767173,1.0
2023,5,STNY BROOK,ELON,41.0,20.0,0.10388124227043377,-0.08099763995240038,0.8538182692920716,1.711086837354275,-0.05450509434024716,0.26858690767173,1.0
2023,5,HAMPTON,YALE,36.0,22.0,-1.2216177203259746,0.4092007789127139,-0.9196061824692872,2.0182440980473566,-0.47815922194471383,0.32343508357687134,1.0
2023,5,W CAROLINA,N ARIZONA,37.0,7.0,-0.1347129082468058,0.38744138608521855,-0.018696535812455367,-1.26912459954778,0.15085400983473038,-0.07806032088312281,1.0
2023,5,DAVIDSON,SAN DIEGO,55.0,33.0,-0.9264910593911985,0.05878283537311639,-3.1557116574478967,-0.21752795310632214,-0.6908625191828454,0.6160039686865293,1.0
2023,5,MARIST,STETSON,34.0,24.0,-1.3774982502594464,-0.5812056460431352,0.5804819276967605,-1.445508920788252,0.06728603662532553,-0.24871685764792445,1.0
2023,5,ILL STATE,PENN,21.0,9.0,0.8922281869555811,0.6400640650405364,-0.36962383709767366,-0.06454274794411838,0.04466637227059255,0.36423587553569137,1.0
2023,5,TENN STATE,ILL STATE,27.0,33.0,-1.4442904903627436,0.8922281869555811,-0.03971098180967482,-0.36962383709767366,0.6528000148453635,0.04466637227059255,1.0
2023,5,MONMOUTH,LEHIGH,49.0,7.0,2.4562083040092464,1.709528758515078,-0.9153693143179834,2.7215664563202475,0.9161048099125483,-0.21036260996331382,1.0
2023,5,ILL STATE,ILL STATE,18.0,28.0,0.8922281869555811,0.8922281869555811,-0.36962383709767366,-0.36962383709767366,0.04466637227059255,0.04466637227059255,1.0
2023,5,DAYTON,STTHOM,14.0,20.0,0.9073829504288592,1.5199100213967989,1.8207147232006784,0.6693857200049476,0.8225731294122409,1.3673389784394012,1.0
2023,5,CENT CT ST,JACKSON ST,20.0,21.0,-0.22501441272527822,0.9681529251291328,0.3192621714350635,0.4627948863937006,-0.068955224174543,0.10685665570152988,1.0
2023,5,BUTLER,PRESBYTERN,27.0,17.0,0.28277155959235856,1.6457673992556103,-0.23466064433337774,2.1139255608551006,0.699152647408355,0.20304547204383816,1.0
2023,5,HOWARD,SCAR STATE,36.0,51.0,-0.882250331140757,-0.5007707775647916,0.7026267485189971,1.0410431363432906,-0.3151406179248811,-1.0021084387500485,1.0
2023,5,PENN,COLGATE,40.0,16.0,0.6400640650405364,0.5143821775656952,-0.06454274794411838,-0.9609138032143459,0.36423587553569137,-0.08606441152432422,1.0
2023,5,SACR HEART,MERRIMACK,7.0,17.0,-0.1841539871107572,-0.93191433187388,-0.630058982748841,1.0550025222424386,-0.4439875207026893,-1.2344873381858055,1.0
2023,5,RHODE ISLD,BRYANT,49.0,26.0,0.6732123124284503,-0.7542390588983686,2.1347830089344435,0.4243715954349164,-0.3302036795509158,0.16309404904892044,1.0
2023,5,DUQUESNE,W CAROLINA,50.0,21.0,0.20057173742249368,-0.1347129082468058,0.6731337970662508,-0.018696535812455367,-0.18277164387809366,0.15085400983473038,1.0
2023,5,LIUSHAR,INDIANA ST,19.0,38.0,-0.9544405585756991,-0.9180329824885721,1.24385940646104,-2.254710437840436,-0.3779621002260659,0.3190221237879174,1.0
2023,5,SO UTAH,TENN STATE,38.0,14.0,0.7908656312558227,-1.4442904903627436,-0.8684800465531397,-0.03971098180967482,-0.012900163373060047,0.6528000148453635,1.0
2023,5,ALBANY,LAMAR,44.0,17.0,-1.5925942766844354,-0.5685977383800719,-0.6282830864444137,0.8641601660291799,-1.2088592854042421,0.9789964031143442,1.0
2023,5,ILL STATE,RHODE ISLD,40.0,18.0,0.8922281869555811,0.6732123124284503,-0.36962383709767366,2.1347830089344435,0.04466637227059255,-0.3302036795509158,1.0
2023,5,ROB MORRIS,PORTLAND,15.0,52.0,-0.5791453915823764,-0.8275116839199643,-0.3776104292456364,-2.563882642479473,-0.14553214366546113,-0.900223034171643,1.0
2023,5,CORNELL,ST FRANCIS,10.0,15.0,-0.3070007124130536,-1.710802906477063,0.48113814300184216,-1.4433984970154314,-0.46247476032879853,-0.7744459882650628,1.0
2023,5,SAMFORD,TENN STATE,42.0,28.0,-1.417078588316219,-1.4442904903627436,-1.7221116235108924,-0.03971098180967482,-0.4888822536807984,0.6528000148453635,1.0
2023,5,PENN,DARTMOUTH,20.0,23.0,0.6400640650405364,1.2340868484151994,-0.06454274794411838,1.354693243142525,0.36423587553569137,-0.09435519977781391,1.0
2023,5,TENN STATE,COLGATE,7.0,40.0,-1.4442904903627436,0.5143821775656952,-0.03971098180967482,-0.9609138032143459,0.6528000148453635,-0.08606441152432422,1.0
2023,5,MAINE,DAYTON,58.0,34.0,0.017062177929087496,0.9073829504288592,1.223308526032398,1.8207147232006784,-0.3791475197108194,0.8225731294122409,1.0
2023,5,MONTANA ST,MCNEESE,69.0,14.0,1.2075908069222054,-0.4657255980585084,1.3889974749121834,-0.679178601096629,0.3521873651203399,-0.9332189933549055,1.0
2023,5,GRAMBLING,TARLETON,31.0,24.0,-0.12850804133420932,2.1394274337397277,0.16714065688265367,2.6078892088952013,0.6244625603901356,0.9790818185711567,1.0
2023,5,STETSON,W ILLINOIS,28.0,10.0,-0.5812056460431352,-0.40124010814251504,-1.445508920788252,-1.2402389282111312,-0.24871685764792445,-0.5109433943155389,1.0
2023,5,CENT ARK,MARIST,36.0,14.0,0.05202783057582748,-1.3774982502594464,-0.3610923551968519,0.5804819276967605,-0.5481113728324037,0.06728603662532553,1.0
2023,5,CITADEL,SOUTHERN U,35.0,31.0,0.057416369207178915,-1.1314560826510645,-0.5530519981964998,-2.035293979773674,-0.3791319811509691,-0.9585375725755426,1.0
2023,5,CENT ARK,TENN MARTN,26.0,23.0,0.05202783057582748,-0.29546173045640295,-0.3610923551968519,-0.5953464526033412,-0.5481113728324037,0.5748789269143199,1.0
2023,5,N DAK ST,S DAKOTA,19.0,24.0,2.4152606161888555,0.3698970096505882,2.96120061009506,0.3096200074737132,0.7142059131413562,-0.25920403571929695,1.0
2023,5,MOREHEAD,TARLETON,35.0,36.0,-0.16820751980419305,2.1394274337397277,-1.299109476545776,2.6078892088952013,0.39727252721931844,0.9790818185711567,1.0
2023,5,MAINE,SOUTHERN U,38.0,42.0,0.017062177929087496,-1.1314560826510645,1.223308526032398,-2.035293979773674,-0.3791475197108194,-0.9585375725755426,1.0
2023,5,ELON,IDAHO,7.0,48.0,-0.08099763995240038,-0.012586772367224485,1.711086837354275,0.22671534332959986,0.26858690767173,0.18618864383885633,1.0
2023,5,MERRIMACK,SAN DIEGO,3.0,38.0,-0.93191433187388,0.05878283537311639,1.0550025222424386,-0.21752795310632214,-1.2344873381858055,0.6160039686865293,1.0
2023,5,SCAR STATE,MERCYHURST,27.0,20.0,-0.5007707775647916,-0.22598322536835275,1.0410431363432906,-0.5360984855959365,-1.0021084387500485,-0.38280390143887755,1.0
2023,5,ELON,WM & MARY,14.0,6.0,-0.08099763995240038,0.3823530762823283,1.711086837354275,0.3227410156926522,0.26858690767173,-0.40671257806627875,1.0
2023,5,RICHMOND,HAMPTON,14.0,31.0,-0.12966284635149558,-1.2216177203259746,1.6892386693406463,-0.9196061824692872,0.6492398037555351,-0.47815922194471383,1.0
2023,5,MURRAY ST,NICHOLLS,52.0,14.0,-0.6677215765128893,-1.1150956164930483,-3.521461224978256,0.45782983881228734,-0.020729673646597627,-1.0176363999231084,1.0
2023,5,NICHOLLS,WAGNER,19.0,20.0,-1.1150956164930483,-1.5157893165222225,0.45782983881228734,-0.5709335107307797,-1.0176363999231084,-1.0665711603480736,1.0
2023,5,MCNEESE,STF AUSTIN,17.0,23.0,-0.4657255980585084,0.05656616677868452,-0.679178601096629,2.9520666271748364,-0.9332189933549055,0.45027248803026365,1.0
2023,5,VALPO,TENN STATE,16.0,15.0,-1.0849961420351748,-1.4442904903627436,-0.07718131250653014,-0.03971098180967482,0.13584335914075105,0.6528000148453635,1.0
2023,5,W ILLINOIS,MONMOUTH,20.0,17.0,-0.40124010814251504,2.4562083040092464,-1.2402389282111312,-0.9153693143179834,-0.5109433943155389,0.9161048099125483,1.0
2023,5,CAL POLY,DUQUESNE,55.0,16.0,-0.3011425776104652,0.20057173742249368,-0.3421306533832606,0.6731337970662508,-0.5427481361681282,-0.18277164387809366,1.0
2023,5,SOUTHERN U,WOFFORD,52.0,20.0,-1.1314560826510645,-0.7954089038863845,-2.035293979773674,0.9796312497016109,-0.9585375725755426,1.0600449116862187,1.0
2023,5,RICHMOND,CORNELL,33.0,36.0,-0.12966284635149558,-0.3070007124130536,1.6892386693406463,0.48113814300184216,0.6492398037555351,-0.46247476032879853,1.0
2023,5,MCNEESE,TENN STATE,24.0,56.0,-0.4657255980585084,-1.4442904903627436,-0.679178601096629,-0.03971098180967482,-0.9332189933549055,0.6528000148453635,1.0
2023,5,CORNELL,TOWSON,14.0,17.0,-0.3070007124130536,-0.25433096475029127,0.48113814300184216,-0.3679689106324213,-0.46247476032879853,0.27624048351589137,1.0
2023,5,ILL STATE,TENN STATE,22.0,48.0,0.8922281869555811,-1.4442904903627436,-0.36962383709767366,-0.03971098180967482,0.04466637227059255,0.6528000148453635,1.0
2023,5,GEORGETOWN,FORDHAM,28.0,24.0,-0.355321910423644,-1.409943388738597,0.7614202541131692,-1.7452441756687065,-0.2703510578361493,-0.4538081616993365,1.0
2023,5,NORFOLK,NC A&T,26.0,28.0,-0.7613936752658103,-1.0173945575724055,-1.6283930552099202,-1.197332216290305,0.019063079444636657,-0.4675055464172244,1.0
2023,5,W ILLINOIS,W ILLINOIS,17.0,45.0,-0.40124010814251504,-0.40124010814251504,-1.2402389282111312,-1.2402389282111312,-0.5109433943155389,-0.5109433943155389,1.0
2023,5,LNDNWD,AUSTINPEAY,10.0,52.0,-0.3403603328648378,0.8144659693235301,-1.891188053649967,0.9356497334864866,0.15003163697806182,0.181248428254045,1.0
2023,5,W CAROLINA,COLGATE,24.0,34.0,-0.1347129082468058,0.5143821775656952,-0.018696535812455367,-0.9609138032143459,0.15085400983473038,-0.08606441152432422,1.0
2023,5,MOREHEAD,DRAKE,9.0,16.0,-0.16820751980419305,0.45972757104989836,-1.299109476545776,1.4007745746000742,0.39727252721931844,0.17068391882085218,1.0
2023,5,CITADEL,W CAROLINA,14.0,49.0,0.057416369207178915,-0.1347129082468058,-0.5530519981964998,-0.018696535812455367,-0.3791319811509691,0.15085400983473038,1.0
2023,5,CORNELL,COLGATE,25.0,35.0,-0.3070007124130536,0.5143821775656952,0.48113814300184216,-0.9609138032143459,-0.46247476032879853,-0.08606441152432422,1.0
2023,5,AUSTINPEAY,SOUTHERN U,38.0,33.0,0.8144659693235301,-1.1314560826510645,0.9356497334864866,-2.035293979773674,0.181248428254045,-0.9585375725755426,1.0
2023,5,N IOWA,YNGTOWN ST,44.0,41.0,-1.169871222652456,0.71211745585225,0.2166626801741364,-0.15711487345707886,-0.31405791703645686,0.571930068731088,1.0
2023,5,BETH COOK,NICHOLLS,0.0,66.0,0.5129535824346835,-1.1150956164930483,-1.5694953737973365,0.45782983881228734,0.22932277769020926,-1.0176363999231084,1.0
2023,5,ILL STATE,TENN MARTN,78.0,3.0,0.8922281869555811,-0.29546173045640295,-0.36962383709767366,-0.5953464526033412,0.04466637227059255,0.5748789269143199,1.0
2023,5,W CAROLINA,SCAR STATE,24.0,21.0,-0.1347129082468058,-0.5007707775647916,-0.018696535812455367,1.0410431363432906,0.15085400983473038,-1.0021084387500485,1.0
2023,5,NEW HAMP,TOWSON,51.0,54.0,-0.41815025988902305,-0.25433096475029127,-0.3611668558053374,-0.3679689106324213,0.8011566363147081,0.27624048351589137,1.0
2023,5,S DAK ST,N DAKOTA,42.0,21.0,0.6929209941834258,1.0806517799821178,2.154714032365025,1.7534385838807103,0.3765635671619101,1.3582934381739353,1.0
2023,5,RHODE ISLD,SOUTHERN U,31.0,7.0,0.6732123124284503,-1.1314560826510645,2.1347830089344435,-2.035293979773674,-0.3302036795509158,-0.9585375725755426,1.0
2023,5,SOUTHERN U,SOUTHERN U,21.0,28.0,-1.1314560826510645,-1.1314560826510645,-2.035293979773674,-2.035293979773674,-0.9585375725755426,-0.9585375725755426,1.0
2023,5,WOFFORD,STETSON,31.0,14.0,-0.7954089038863845,-0.5812056460431352,0.9796312497016109,-1.445508920788252,1.0600449116862187,-0.24871685764792445,1.0
2023,5,N COLORADO,WEBER ST,21.0,28.0,0.4127253456443712,-0.4993835722759319,0.3500812533645393,-0.794282723501795,0.34357998266107953,-0.17353371508090912,1.0
2023,5,CENT ARK,TENN STATE,30.0,27.0,0.05202783057582748,-1.4442904903627436,-0.3610923551968519,-0.03971098180967482,-0.5481113728324037,0.6528000148453635,1.0
2023,5,STHLSK,WAGNER,15.0,14.0,-1.526151090783864,-1.5157893165222225,0.5185993091137667,-0.5709335107307797,-0.2518026042702961,-1.0665711603480736,1.0
2023,5,MAINE,COLGATE,21.0,30.0,0.017062177929087496,0.5143821775656952,1.223308526032398,-0.9609138032143459,-0.3791475197108194,-0.08606441152432422,1.0
2023,5,TENN STATE,WEBER ST,7.0,42.0,-1.4442904903627436,-0.4993835722759319,-0.03971098180967482,-0.794282723501795,0.6528000148453635,-0.17353371508090912,1.0
2023,5,N COLORADO,N COLORADO,43.0,7.0,0.4127253456443712,0.4127253456443712,0.3500812533645393,0.3500812533645393,0.34357998266107953,0.34357998266107953,1.0
2023,5,WEBER ST,RICHMOND,7.0,45.0,-0.4993835722759319,-0.12966284635149558,-0.794282723501795,1.6892386693406463,-0.17353371508090912,0.6492398037555351,1.0
2023,5,BUTLER,WAGNER,52.0,3.0,0.28277155959235856,-1.5157893165222225,-0.23466064433337774,-0.5709335107307797,0.699152647408355,-1.0665711603480736,1.0
2023,5,BROWN,W GEORGIA,20.0,27.0,-0.09485483212308499,-0.22144571530458076,0.2891155313717725,0.31088327247564623,-0.22434622235759924,0.30956242127487626,1.0
2023,5,SACR HEART,SCAR STATE,28.0,52.0,-0.1841539871107572,-0.5007707775647916,-0.630058982748841,1.0410431363432906,-0.4439875207026893,-1.0021084387500485,1.0
2023,5,MAINE,STNY BROOK,56.0,28.0,0.017062177929087496,0.10388124227043377,1.223308526032398,0.8538182692920716,-0.3791475197108194,-0.05450509434024716,1.0
2023,5,TEXAS STHN,STETSON,49.0,28.0,-1.1775465298567604,-0.5812056460431352,0.3445744069126442,-1.445508920788252,0.6154930559108662,-0.24871685764792445,1.0
2023,5,TEXAS STHN,MONTANA ST,40.0,14.0,-1.1775465298567604,1.2075908069222054,0.3445744069126442,1.3889974749121834,0.6154930559108662,0.3521873651203399,1.0
2023,5,LAFAYETTE,BUCKNELL,56.0,22.0,0.823251330047257,0.42979464569446424,0.4317879340034739,-1.892378868086863,0.0507679822189166,0.6338785517263008,1.0
2023,5,TENN MARTN,ILL STATE,42.0,24.0,-0.29546173045640295,0.8922281869555811,-0.5953464526033412,-0.36962383709767366,0.5748789269143199,0.04466637227059255,1.0
2023,5,TARLETON,E ILLINOIS,35.0,33.0,2.1394274337397277,-1.0011217118557167,2.6078892088952013,-0.1342598646942506,0.9790818185711567,0.12080746967769093,1.0
2023,5,ALBANY,VILLANOVA,31.0,10.0,-1.5925942766844354,0.6414316060704341,-0.6282830864444137,0.21069603765398523,-1.2088592854042421,0.3325215664412579,1.0
2023,5,PORTLAND,INDIANA ST,44.0,17.0,-0.8275116839199643,-0.9180329824885721,-2.563882642479473,-2.254710437840436,-0.900223034171643,0.3190221237879174,1.0
2023,5,MERCER,MAINE,38.0,3.0,1.4789670897378733,0.017062177929087496,2.564458654693473,1.223308526032398,0.5916046328744263,-0.3791475197108194,1.0
2023,5,MONTANA ST,PORTLAND,38.0,22.0,1.2075908069222054,-0.8275116839199643,1.3889974749121834,-2.563882642479473,0.3521873651203399,-0.900223034171643,1.0
2023,5,STETSON,DAYTON,6.0,23.0,-0.5812056460431352,0.9073829504288592,-1.445508920788252,1.8207147232006784,-0.24871685764792445,0.8225731294122409,1.0
2023,5,MAINE,NEW HAMP,35.0,26.0,0.017062177929087496,-0.41815025988902305,1.223308526032398,-0.3611668558053374,-0.3791475197108194,0.8011566363147081,1.0
2023,5,SE LA,TENN STATE,13.0,14.0,0.3490036852605159,-1.4442904903627436,2.1344455953746824,-0.03971098180967482,1.0956594578634182,0.6528000148453635,1.0
2023,5,E WASHGTON,IDAHO,36.0,44.0,-1.258895767059131,-0.012586772367224485,-0.595314029440919,0.22671534332959986,0.7262465081940498,0.18618864383885633,1.0
2023,5,MONTANA,IDAHO ST,28.0,20.0,1.4518158292921124,0.8272502554986704,0.3160076585660428,-1.1361099164711401,1.1621966987826424,0.18336312779159952,1.0
2023,5,NC CENT,CAMPBELL,49.0,48.0,0.6793907079798074,-0.9400766472678542,0.5616368431229495,-0.9473721027160849,0.607537023583443,-0.8898142617649558,1.0
2023,5,IDAHO,E KENTUCKY,27.0,21.0,-0.012586772367224485,-1.5699099644996932,0.22671534332959986,0.794782467704032,0.18618864383885633,-0.14316718419464555,1.0
2023,5,DAVIDSON,ILL STATE,31.0,18.0,-0.9264910593911985,0.8922281869555811,-3.1557116574478967,-0.36962383709767366,-0.6908625191828454,0.04466637227059255,1.0
2023,5,NICHOLLS,LAFAYETTE,70.0,14.0,-1.1150956164930483,0.823251330047257,0.45782983881228734,0.4317879340034739,-1.0176363999231084,0.0507679822189166,1.0
2023,5,HOLY CROSS,HARVARD,28.0,38.0,-1.3424493472718448,1.6729282156740486,-0.31283505795065614,3.258417347374996,0.05748596502417215,-0.10939511386510936,1.0
2023,5,TARLETON,E WASHGTON,20.0,25.0,2.1394274337397277,-1.258895767059131,2.6078892088952013,-0.595314029440919,0.9790818185711567,0.7262465081940498,1.0
2023,5,E TENN ST,DARTMOUTH,52.0,21.0,-0.2688673470106958,1.2340868484151994,-0.6190284856668062,1.354693243142525,0.04305997646930834,-0.09435519977781391,1.0
2023,5,SOUTHERN U,ILL STATE,8.0,14.0,-1.1314560826510645,0.8922281869555811,-2.035293979773674,-0.36962383709767366,-0.9585375725755426,0.04466637227059255,1.0
2023,5,N ALABAMA,ILL STATE,17.0,47.0,-0.6457444724818812,0.8922281869555811,-1.1189681178606548,-0.36962383709767366,-0.1921962410771992,0.04466637227059255,1.0
2023,5,S ILLINOIS,SCAR STATE,33.0,20.0,0.8691236815433059,-0.5007707775647916,0.04605784979111614,1.0410431363432906,0.27695050544001304,-1.0021084387500485,1.0
2023,5,WOFFORD,CHATTNOOGA,13.0,23.0,-0.7954089038863845,0.1749807525492594,0.9796312497016109,-0.3372613918448623,1.0600449116862187,0.2859177571191607,1.0
2023,5,CHARLES SO,TENN STATE,13.0,10.0,-0.630452609774552,-1.4442904903627436,-1.2392875948789677,-0.03971098180967482,-0.4112649500717501,0.6528000148453635,1.0
2023,5,MONTANA ST,SCAR STATE,25.0,26.0,1.2075908069222054,-0.5007707775647916,1.3889974749121834,1.0410431363432906,0.3521873651203399,-1.0021084387500485,1.0
2023,5,NWSTATE,DUQUESNE,45.0,0.0,-1.7632187582584513,0.20057173742249368,-2.1301260934834834,0.6731337970662508,-0.9123851148968865,-0.18277164387809366,1.0
2023,5,BUTLER,HOLY CROSS,24.0,30.0,0.28277155959235856,-1.3424493472718448,-0.23466064433337774,-0.31283505795065614,0.699152647408355,0.05748596502417215,1.0
2023,5,STNY BROOK,INDIANA ST,42.0,21.0,0.10388124227043377,-0.9180329824885721,0.8538182692920716,-2.254710437840436,-0.05450509434024716,0.3190221237879174,1.0
2023,5,ALABAMA ST,ALCORN ST,20.0,23.0,1.818351721813258,-0.9030023996452695,-0.1206863431374046,0.14214736128061778,0.13097424227884485,-0.813399079538687,1.0
2023,5,SAMFORD,GEORGETOWN,6.0,42.0,-1.417078588316219,-0.355321910423644,-1.7221116235108924,0.7614202541131692,-0.4888822536807984,-0.2703510578361493,1.0
2023,5,HOUCHR,LAMAR,19.0,21.0,-1.3642761287793446,-0.5685977383800719,1.2424154686722457,0.8641601660291799,-0.3894278339666151,0.9789964031143442,1.0
2023,5,SOUTHERN U,TEXAS STHN,36.0,50.0,-1.1314560826510645,-1.1775465298567604,-2.035293979773674,0.3445744069126442,-0.9585375725755426,0.6154930559108662,1.0
2023,5,MURRAY ST,INDIANA ST,30.0,28.0,-0.6677215765128893,-0.9180329824885721,-3.521461224978256,-2.254710437840436,-0.020729673646597627,0.3190221237879174,1.0
2023,5,SCAR STATE,UTAHTC,41.0,20.0,-0.5007707775647916,-0.5708269955340043,1.0410431363432906,-0.3877209017202471,-1.0021084387500485,0.07801751111460423,1.0
2023,5,TENN MARTN,TENN STATE,20.0,10.0,-0.29546173045640295,-1.4442904903627436,-0.5953464526033412,-0.03971098180967482,0.5748789269143199,0.6528000148453635,1.0
2023,5,SOUTHERN U,W CAROLINA,38.0,28.0,-1.1314560826510645,-0.1347129082468058,-2.035293979773674,-0.018696535812455367,-0.9585375725755426,0.15085400983473038,1.0
2023,5,TENN STATE,S ILLINOIS,10.0,19.0,-1.4442904903627436,0.8691236815433059,-0.03971098180967482,0.04605784979111614,0.6528000148453635,0.27695050544001304,1.0
2023,5,N ALABAMA,E KENTUCKY,22.0,32.0,-0.6457444724818812,-1.5699099644996932,-1.1189681178606548,0.794782467704032,-0.1921962410771992,-0.14316718419464555,1.0
2023,5,W GEORGIA,TARLETON,7.0,28.0,-0.22144571530458076,2.1394274337397277,0.31088327247564623,2.6078892088952013,0.30956242127487626,0.9790818185711567,1.0
2023,5,PRINCETON,W CAROLINA,24.0,17.0,0.24933094139211232,-0.1347129082468058,-0.6174800375998929,-0.018696535812455367,0.14925344732480952,0.15085400983473038,1.0
2023,5,SCAR STATE,TEXAS STHN,37.0,34.0,-0.5007707775647916,-1.1775465298567604,1.0410431363432906,0.3445744069126442,-1.0021084387500485,0.6154930559108662,1.0
2023,5,LEHIGH,CORNELL,3.0,19.0,1.709528758515078,-0.3070007124130536,2.7215664563202475,0.48113814300184216,-0.21036260996331382,-0.46247476032879853,1.0
2023,5,MURRAY ST,INDIANA ST,13.0,26.0,-0.6677215765128893,-0.9180329824885721,-3.521461224978256,-2.254710437840436,-0.020729673646597627,0.3190221237879174,1.0
2023,5,WAGNER,NC CENT,19.0,28.0,-1.5157893165222225,0.6793907079798074,-0.5709335107307797,0.5616368431229495,-1.0665711603480736,0.607537023583443,1.0
